0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.07,0.043069,0.02654,3.0E+8,0.0015414109341047822,0.0029396595819546484,0.11073185762722204,0.003275162811320481,0.3957164566948159,37.089629739524824,0.03771337190000001,29.708853238265004,0.0206191062,1.8290497916927169,416
0.08,0.040717,0.024227,3.0E+8,0.00309423178636924,0.003949666947984349,0.2743090823942862,0.09438515969181424,0.40076407607729747,33.980582524271846,0.039990780000000004,27.127577119826384,0.024278983599999998,1.6471356733401314,420
0.09,0.038731,0.021735,3.0E+8,0.003296538276064083,0.0024505405045508726,0.20705712572152007,0.24756338025436198,0.4065065062545329,31.3507703332139,0.041691958,24.85089463220676,0.026786359599999997,1.5564622674594426,501
0.1,0.037078,0.019073,3.0E+8,0.0027772933974565153,0.007590648047286725,0.45402877484331666,0.5127883516366956,0.4122097595767934,29.091513589892777,0.0424537897,23.02328640968294,0.0330217844,1.285629788679742,445
0.01,0.088091,0.055802,3.5E+8,0.004280331755309418,0.008787361982543162,0.2150706385336265,0.6471732855515486,0.41032510264701794,25.199072674125592,0.3358099764,44.18262150220913,0.026067489,12.882329264625373,234
0.02,0.081774,0.054896,3.5E+8,0.004138653990103053,0.0014667796857505944,0.4530921381302039,0.2921412763774653,0.4128309508617528,26.505981516495556,0.3195410815,41.520575751983756,0.0272770784,11.714637352803884,485
0.03,0.076236,0.053736,3.5E+8,0.002786836496159495,0.002344570799103359,0.16609597705080636,0.015289603945894958,0.4157906144190032,27.738738072342628,0.29273501840000005,39.36835658982547,0.0337085445,8.684297193549845,484
0.04,0.071369,0.052335,3.5E+8,0.003134762097538387,0.003134762097538387,0.01758864582515618,0.04761303694044566,0.41967397560888475,28.96871378910776,0.26733496200000006,37.21622627465575,0.03843404189999999,6.955681702579403,393
0.05,0.067088,0.050705,3.5E+8,0.0023282604246299336,0.006012208538482683,0.2762666752649384,0.4353072985161105,0.42450457397378105,29.956862118549285,0.24230341520000004,35.35373374710296,0.0361107545,6.710006992515209,426
0.06,0.06332,0.048859,3.5E+8,0.004188800093641352,0.002249878367143161,0.062267428930923296,0.20776854929328153,0.4280334988796376,31.11129547434355,0.2341705766,33.35239184295788,0.0180633222,12.963870876421616,512
0.07,0.060007,0.04681,3.5E+8,0.001323217417154575,0.0073775693832656,0.6862372895432289,0.9727270404945726,0.43253051024904865,32.289312237649334,0.22777351050000005,30.154217282674246,0.0196564545,11.58772099515709,436
0.08,0.057102,0.04457,3.5E+8,0.003064454626579964,0.001999003051654111,0.3359840952240692,0.3119868714546378,0.4376480027762305,33.06951211446461,0.20252793499999996,27.539538909434256,0.023299409700000002,8.692406271563177,410
0.09,0.054564,0.042151,3.5E+8,0.0038969998553570746,0.0015583458749689214,0.11098982485617526,0.01563686939057285,0.4426196470445344,30.79901443153819,0.050670939600000006,25.23977788995457,0.026843738599999997,1.887626025385302,446
0.1,0.05236,0.039563,3.5E+8,0.004741329801923954,0.0010825612822395237,0.22964345993875535,0.08250967885191363,0.44807013378108684,28.576094056172433,0.05201970560000001,23.386342376052387,0.0302657418,1.718765260860053,660
0.01,0.108367,0.075816,4.0E+8,0.0011881974186241106,0.004030300333179278,0.05496982499299252,0.5802981798359169,0.44954773199517106,22.659979454951962,0.4461080831999999,40.166019547462845,0.032084583300000004,13.904125823569597,293
0.02,0.101689,0.074965,4.0E+8,0.0006888707752546918,0.0006888707752546918,0.050957277566238135,0.055962093109623856,0.45265900481554333,23.65557483046838,0.40069413099999995,38.098463361977736,0.033932077199999994,11.808712111500206,356
