0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.09,0.088623,0.083562,4.5E+8,0.002159945889811497,0.0010884491742558639,0.011659893644974662,0.23205731538256114,0.5179646025782624,26.59904598088415,0.32009794660000007,25.775093894984906,0.028885248799999996,11.081709865694497,309
0.1,0.08551,0.081159,4.5E+8,0.001726407774098905,0.0019357619292964669,0.3248736820627568,0.3273735045555559,0.5226714998224928,27.23311546840959,0.30253791599999996,23.88426368227105,0.0333261268,9.078100128935473,490
0.01,0.149339,0.116151,5.0E+8,0.0016900629357512107,0.00168722361839525,0.04292452607071451,0.14820339546921246,0.5313847211306015,18.708140535551703,0.6381767326,33.94177100618494,0.04216044,15.136861299360252,286
0.02,0.142116,0.115399,5.0E+8,0.0010110252776266279,0.0014861427109130534,0.010298816442627645,0.1963761431427874,0.5333289226732998,19.44037636568644,0.5992013622000001,32.507404464350216,0.0464515708,12.89948546153363,486
0.03,0.135542,0.114429,5.0E+8,0.002482296645366947,0.002939878025769097,0.05417326441445325,0.06616978547703545,0.5359829965210625,20.135579569098596,0.550845828,31.187192459629912,0.0527120228,10.450098454578754,301
0.04,0.129548,0.113246,5.0E+8,0.0019210731244801691,0.0036796613305574736,0.4468241661075567,0.47490714794960753,0.5387659170181579,20.842017507294706,0.526813203,29.876510423582523,0.053777364800000005,9.796188507176536,227
0.05,0.124077,0.111858,5.0E+8,0.0007311185099558074,0.0055391899187155515,1.0061966805366696,0.2222255911017712,0.5411510289105651,21.48781640809661,0.4888235175,28.921237828979077,0.0648146532,7.54186736125281,232
0.06,0.119077,0.11027,5.0E+8,0.0038360603441030486,0.002418822484515968,0.04395109085632287,0.07983383620374651,0.5452232150729399,22.094239295341062,0.4622969754,27.75293718585217,0.0611254221,7.56308847477063,232
0.07,0.114506,0.108492,5.0E+8,0.00220723513935421,0.0019270175407608515,0.08380338977841129,0.08305673770109268,0.5489987466520773,22.769707181565646,0.43794370829999996,26.7022696929239,0.068293071,6.41271071702135,289
0.08,0.110325,0.106531,5.0E+8,0.0016162439064695648,0.0008890054483725057,0.1991174294961734,0.0062357963306197695,0.5530613532258268,23.31980784478336,0.411795846,25.785010314004126,0.0743839144,5.53608732911749,435
0.09,0.106501,0.104395,5.0E+8,0.0018929025666420342,0.008845005155453558,1.3664883864316772,1.0980492906781936,0.5571644390957535,23.91429118040941,0.4010509836,24.807056229327454,0.070452132,5.692531541841771,367
0.1,0.103008,0.102091,5.0E+8,0.003102220662161504,0.00032087315338619405,0.1032452029990083,0.05946796846410807,0.5612617131714631,24.464632296576585,0.3765231329999999,24.06325197662427,0.033677492999999996,11.180260151787426,446
0.01,0.169963,0.136421,5.5E+8,0.0036301520265048393,0.019307391646681514,0.16358851448830536,2.191710610082831,0.5700287008754288,17.307226343906127,0.8070877287,31.514811961621962,0.0535291152,15.077546596548265,176
0.02,0.162528,0.135713,5.5E+8,0.001976427549689984,0.018036681600019887,2.304311473484144,0.5392153281773282,0.5770845268016614,17.70308387721141,0.6989714383000001,30.03303633997397,0.0356667234,19.59729887326852,243
0.03,0.155707,0.134797,5.5E+8,0.0037324012787728392,0.003235717061101624,0.01868490177314719,0.2029645375700162,0.5763197203642031,18.437031392118783,0.6699831300000001,29.122443696608855,0.0590328208,11.349332810469395,449
0.04,0.149439,0.133679,5.5E+8,0.0011125490803548163,0.012427630117890838,0.1545730418065494,2.021433039578663,0.5772511400022279,19.10949742021785,0.645809763,28.019925280199253,0.068919884,9.370441816181815,191
