D1 [cm],D2 [cm],D3 [cm],D4 [cm],setup length [m],Pz [eV/c],"f(x',y') [mrad^2]",x acceptance [mrad],y acceptance [mrad],x'_2/x'_1 [mrad/mrad],y'_2/y'_1 [mrad/mrad],x_2/x_1 [mm/mm],y_2/y_1 [mm/mm],x_2 of initial x angle [mm],y_2 of initial y angle [mm]
2.0,20.7204,60.0,,2.0,800000000.0,0.2290377260809999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,22.1538,59.9984,,2.0,850000000.0,0.4866610900000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,23.5173,59.9924,,2.0,900000000.0,0.7930840633000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,24.6634,59.9791,,2.0,950000000.0,1.1251422221000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,25.739,59.9891,,2.0,1000000000.0,1.4667499181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,2.5001,4.8058,,2.0,200000000.0,11.820529578400002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,2.5002,4.8057,,2.0,250000000.0,1.2430447016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,2.5001,5.8801,,2.0,300000000.0,0.008622756473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,3.5857,9.6083,,2.0,350000000.0,7.542607755039999e-15,28.3,25.2,-0.34722,-0.0942,-2.88,-10.616,2.5752e-09,-8.681e-08
9.0,5.0128,13.2808,,2.0,400000000.0,1.4076639380000001e-19,24.4,25.5,-0.41642,-0.09841,-2.4014,-10.162,3.6323e-10,9.397e-11
9.0,6.4651,17.3632,,2.0,450000000.0,2.168109905e-15,21.2,25.7,-0.49793,-0.10281,-2.0083,-9.7266,-2.8279e-08,-3.6992e-08
9.0,7.9176,21.9719,,2.0,500000000.0,2.3866524981e-12,18.4,25.9,-0.59566,-0.10724,-1.6788,-9.3253,-7.3191e-07,1.3605e-06
9.0,9.3432,27.3059,,2.0,550000000.0,2.4917162560000005e-13,16.1,26.1,-0.71641,-0.11151,-1.3958,-8.968,2.4484e-07,-4.35e-07
9.0,10.7032,33.7432,,2.0,600000000.0,1.065815816e-09,14.0,25.2,-0.87336,-0.1154,-1.145,-8.6666,-2.9554e-05,-1.387e-05
9.0,11.924,42.1779,,2.0,650000000.0,1.3962665620000003e-09,12.1,24.3,-1.09863,-0.11841,-0.91022,-8.4445,3.3931e-05,1.5651e-05
9.0,12.7207,56.6793,,2.0,700000000.0,2.2790071421000002e-12,9.9,23.8,-1.54614,-0.11884,-0.64675,-8.4146,4.6789e-07,-1.4353e-06
9.0,14.4161,59.994,,2.0,750000000.0,0.045879733024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,15.7211,59.9864,,2.0,800000000.0,0.1917243973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,18.0814,59.9954,,2.0,850000000.0,0.3930558313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,20.1645,59.9955,,2.0,900000000.0,0.6457467656000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,21.7266,59.9944,,2.0,950000000.0,0.9243512660000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,22.5839,59.9433,,2.0,1000000000.0,1.2169666663999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,2.5001,4.8058,,2.0,200000000.0,16.165481674400002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,2.5002,4.8059,,2.0,250000000.0,2.1030489961000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,2.5001,4.806,,2.0,300000000.0,0.0427507874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,3.1116,9.1282,,2.0,350000000.0,1.4662652403999998e-20,26.6,21.6,-0.33705,-0.1044,-2.9669,-9.5784,1.9798e-11,1.1946e-10
11.0,4.4482,12.8159,,2.0,400000000.0,9.875060424999997e-13,25.3,21.9,-0.40415,-0.10805,-2.4744,-9.255,-1.2995e-07,9.852e-07
11.0,5.8177,16.9211,,2.0,450000000.0,1.9504200404e-08,21.9,22.1,-0.48324,-0.11194,-2.0691,-8.9293,0.00011482,7.9502e-05
11.0,7.1942,21.5645,,2.0,500000000.0,2.255711189e-13,19.1,22.3,-0.57862,-0.116,-1.7282,-8.62079,2.713e-07,-3.8983e-07
11.0,8.549,26.9438,,2.0,550000000.0,1.2096608849999996e-09,16.7,22.4,-0.69678,-0.1199,-1.4352,-8.3409,-2.9943e-05,-1.7694e-05
11.0,9.8414,33.4477,,2.0,600000000.0,8.261799649999998e-10,14.5,22.5,-0.85098,-0.1234,-1.1751,-8.1043,-2.5634e-05,-1.3003e-05
11.0,10.994,42.0121,,2.0,650000000.0,1.4942143450000004e-11,12.4,22.6,-1.0742,-0.12598,-0.93093,-7.9373,-1.7187e-06,3.4624e-06
11.0,11.6875,57.1774,,2.0,700000000.0,1.5274693456e-16,10.1,22.7,-1.53442,-0.12558,-0.65169,-7.9632,1.2012e-08,2.9084e-09
11.0,13.2349,59.9937,,2.0,750000000.0,0.046184703944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,15.2936,59.9946,,2.0,800000000.0,0.179859560756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,17.0867,59.9942,,2.0,850000000.0,0.3764084013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,18.5101,59.9899,,2.0,900000000.0,0.6162849939999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,20.2787,59.99,,2.0,950000000.0,0.8820612425000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,21.8312,59.9313,,2.0,1000000000.0,1.1649440755999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,2.5002,4.8058,,2.0,200000000.0,18.5638568509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,2.5001,4.8058,,2.0,250000000.0,2.6068225544000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,2.5001,4.8057,,2.0,300000000.0,0.074944224016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,2.9118,8.8727,,2.0,350000000.0,7.895057040000002e-13,24.9,20.3,-0.33302,-0.10977,-3.0027,-9.1099,-2.736e-08,8.8812e-07
12.0,4.2042,12.5667,,2.0,400000000.0,3.7297137316e-22,24.6,20.5,-0.39925,-0.1131,-2.5046,-8.84179,-1.9199e-11,-2.0904e-12
12.0,5.5327,16.6859,,2.0,450000000.0,9.385343194e-09,22.3,20.7,-0.47755,-0.11679,-2.09419,-8.56439,-8.7513e-05,-4.1555e-05
12.0,6.8714,21.3427,,2.0,500000000.0,1.0635033543999998e-22,19.4,20.9,-0.5717,-0.12055,-1.7492,-8.2951,1.0227e-11,1.3262e-12
12.0,8.1905,26.7445,,2.0,550000000.0,2.77526666e-10,16.9,21.0,-0.68872,-0.12424,-1.452,-8.0494,-1.4315e-05,-8.521e-06
12.0,9.4488,33.2841,,2.0,600000000.0,9.0696065e-10,14.7,21.1,-0.84186,-0.12753,-1.1879,-7.8419,-2.6755e-05,-1.3825e-05
12.0,10.5663,41.9185,,2.0,650000000.0,2.1613458640000002e-13,12.6,21.2,-1.06447,-0.12987,-0.93942,-7.6998,-2.477e-07,-3.9342e-07
12.0,11.2023,57.485,,2.0,700000000.0,3.5492538425000015e-24,10.2,21.3,-1.534,-0.12898,-0.65186,-7.7533,2.1005e-13,-1.8722e-12
12.0,12.9146,59.9947,,2.0,750000000.0,0.0455896814759999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,14.8117,59.9959,,2.0,800000000.0,0.177245388869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,16.6223,59.9978,,2.0,850000000.0,0.3693563089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,18.3506,59.9905,,2.0,900000000.0,0.6030481024000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,19.9831,59.9936,,2.0,950000000.0,0.8639693504999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,21.1886,59.9721,,2.0,1000000000.0,1.1420829956000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,2.5002,4.8058,,2.0,200000000.0,13.9156685281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,2.5002,4.8058,,2.0,250000000.0,1.6475504401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,2.5001,5.3158,,2.0,300000000.0,0.0240036266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,3.3353,9.3739,,2.0,350000000.0,4.7244174349e-18,28.5,23.2,-0.34174,-0.09921,-2.9261,-10.08,2.1633e-09,-2.1107e-10
10.0,4.7169,13.0544,,2.0,400000000.0,9.481473973e-13,24.9,23.5,-0.40982,-0.10316,-2.44,-9.6943,1.4823e-07,-9.6238e-07
10.0,6.1274,17.1483,,2.0,450000000.0,1.2995788957e-08,21.6,23.7,-0.49004,-0.10728,-2.0404,-9.3165,8.3426e-05,7.7691e-05
10.0,7.542,21.7748,,2.0,500000000.0,1.1515094656000001e-14,18.8,23.9,-0.5866,-0.11156,-1.7048,-8.9638,2.8984e-08,1.0332e-07
10.0,8.9323,27.1307,,2.0,550000000.0,5.689072929999999e-12,16.4,24.1,-0.70596,-0.11565,-1.4165,-8.6468,1.1862e-06,-2.0693e-06
10.0,10.2588,33.601,,2.0,600000000.0,1.457968448e-09,14.3,24.2,-0.86146,-0.11936,-1.1608,-8.379,-3.2272e-05,-2.0408e-05
10.0,11.4458,42.0998,,2.0,650000000.0,1.0630395290000002e-11,12.3,23.7,-1.08558,-0.12217,-0.92117,-8.1854,1.3627e-06,-2.962e-06
10.0,12.1926,56.9132,,2.0,700000000.0,1.9826965e-21,10.0,23.2,-1.53857,-0.1222,-0.64993,-8.1836,-4.182e-11,-1.529e-11
10.0,13.8062,59.9939,,2.0,750000000.0,0.045838915821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,15.7874,59.9966,,2.0,800000000.0,0.1829314732999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,17.332,59.998,,2.0,850000000.0,0.3849951000999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,19.3456,59.9941,,2.0,900000000.0,0.6290485469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,21.1689,59.9984,,2.0,950000000.0,0.9024461329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,22.2203,59.9856,,2.0,1000000000.0,1.1898123364000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,2.5001,4.8058,,2.0,200000000.0,52.72318524999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,2.5001,4.8058,,2.0,250000000.0,10.7600589025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,2.5002,4.8059,,2.0,300000000.0,1.6358830563999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,2.5001,4.8057,,2.0,350000000.0,0.028388438324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,2.6782,9.384,,2.0,400000000.0,3.9217108428999996e-14,14.4,11.9,-0.37645,-0.18063,-2.6565,-5.5363,-1.8611e-07,6.7677e-08
23.0,3.5862,13.5965,,2.0,450000000.0,3.188243965e-13,14.3,12.0,-0.45137,-0.17948,-2.21539,-5.5716,-1.1634e-07,5.5253e-07
23.0,4.5273,18.4125,,2.0,500000000.0,2.2676028500899998e-13,14.2,12.1,-0.54142,-0.17923,-1.847,-5.5795,4.7186e-07,6.4097e-08
23.0,5.4629,24.0698,,2.0,550000000.0,1.0176910196e-12,14.1,12.2,-0.65456,-0.17928,-1.5277,-5.5779,9.679e-07,-2.8436e-07
23.0,6.3389,31.0528,,2.0,600000000.0,1.464847002e-11,14.0,12.3,-0.80681,-0.179,-1.2395,-5.5864,-1.7259e-06,3.4161e-06
23.0,7.0395,40.6967,,2.0,650000000.0,2.1846553425000005e-12,13.6,12.4,-1.04303,-0.17726,-0.95874,-5.6414,-1.4442e-06,3.1455e-07
23.0,7.0863,59.9951,,2.0,700000000.0,0.00092033506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,8.854,59.9945,,2.0,750000000.0,0.055083388424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,10.6567,59.9891,,2.0,800000000.0,0.173361858244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,12.5281,59.2817,,2.0,850000000.0,0.3363692800249999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,14.441,58.8904,,2.0,900000000.0,0.5300881794000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,16.393,58.22,,2.0,950000000.0,0.745339181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,18.3123,57.3865,,2.0,1000000000.0,0.9750514932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,2.5001,4.8058,,2.0,200000000.0,56.3663616661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,2.5001,4.8058,,2.0,250000000.0,11.6864313409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,2.5002,4.8058,,2.0,300000000.0,1.8664775684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,2.5001,4.8058,,2.0,350000000.0,0.044732970824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,2.6175,9.0683,,2.0,400000000.0,1.2152855185e-16,13.8,11.5,-0.37577,-0.18807,-2.6612,-5.3174,6.2896e-09,9.0537e-09
24.0,3.488,13.2914,,2.0,450000000.0,5.5547232999999996e-24,13.8,11.6,-0.45113,-0.18623,-2.2166,-5.3698,-4.641e-13,-2.3107e-12
24.0,4.3941,18.1223,,2.0,500000000.0,3.574475252000001e-13,13.7,11.7,-0.54147,-0.18543,-1.8468,-5.393,-4.2524e-07,-4.2026e-07
24.0,5.2957,23.8041,,2.0,550000000.0,4.667954234000001e-11,13.6,11.8,-0.65503,-0.185,-1.5266,-5.4055,-5.0965e-06,4.5503e-06
24.0,6.1368,30.8337,,2.0,600000000.0,5.0276237584e-10,13.5,11.8,-0.80821,-0.18425,-1.2373,-5.427,-9.8928e-06,2.0122e-05
24.0,6.7964,40.5991,,2.0,650000000.0,2.1305308564e-10,13.4,11.9,-1.04776,-0.18196,-0.95442,-5.4952,-4.8642e-06,1.3762e-05
24.0,6.81,59.9983,,2.0,700000000.0,0.001288839184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,8.575,59.963,,2.0,750000000.0,0.056917234664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,10.3688,59.9688,,2.0,800000000.0,0.175089037261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,12.2251,59.3075,,2.0,850000000.0,0.336507978816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,14.2203,58.2248,,2.0,900000000.0,0.5277020139039998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,16.2141,57.5153,,2.0,950000000.0,0.7395989338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,18.1639,56.6857,,2.0,1000000000.0,0.9655700797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,2.5001,4.8058,,2.0,200000000.0,49.14712397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,2.5002,4.8058,,2.0,250000000.0,9.857443809999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,2.5003,4.8059,,2.0,300000000.0,1.4170965341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,2.5001,4.8058,,2.0,350000000.0,0.019565353376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,2.7497,9.6959,,2.0,400000000.0,1.69965688770896e-18,15.0,12.4,-0.3772,-0.17345,-2.6512,-5.7656,-4.8164e-12,1.3037e-09
22.0,3.6951,13.8988,,2.0,450000000.0,4.1387026824e-12,14.9,12.5,-0.45184,-0.17293,-2.2132,-5.7827,2.1582e-07,-2.0229e-06
22.0,4.671,18.7008,,2.0,500000000.0,1.1319280436900003e-13,14.8,12.6,-0.54168,-0.17319,-1.8461,-5.7741,3.2884e-07,7.1113e-08
22.0,5.6405,24.3342,,2.0,550000000.0,5.235994961360002e-09,14.7,12.7,-0.65456,-0.17363,-1.5277,-5.7574,-7.3394e-06,7.1987e-05
22.0,6.5516,31.2718,,2.0,600000000.0,1.8860823700000003e-21,14.6,12.8,-0.80603,-0.17385,-1.24059,-5.7522,3.3141e-11,-2.8067e-11
22.0,7.2924,40.8007,,2.0,650000000.0,2.261011429e-11,13.6,12.8,-1.03935,-0.17261,-0.96214,-5.7936,1.655e-06,-4.4577e-06
22.0,7.374,59.9969,,2.0,700000000.0,0.0006248457286899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,9.1587,59.9939,,2.0,750000000.0,0.053448355076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,10.9662,59.9864,,2.0,800000000.0,0.171971077141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,12.7768,59.974,,2.0,850000000.0,0.336334776581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,14.6861,59.3981,,2.0,900000000.0,0.532937122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,16.5861,58.7784,,2.0,950000000.0,0.7516565941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,18.4975,57.8956,,2.0,1000000000.0,0.9851998280000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,2.5002,4.8058,,2.0,200000000.0,45.64981329490001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,2.5001,4.8058,,2.0,250000000.0,8.981677812500001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,2.5002,4.8058,,2.0,300000000.0,1.2115642501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,2.5001,5.012,,2.0,350000000.0,0.017569636349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,2.8324,10.0043,,2.0,400000000.0,1.103501961012479e-09,15.6,12.9,-0.3781,-0.16652,-2.6449,-6.0063,-1.1171e-10,-3.3219e-05
21.0,3.8146,14.1988,,2.0,450000000.0,1.8363250906100002e-13,15.5,13.0,-0.45257,-0.16656,-2.2096,-6.0038,4.2833e-07,1.2881e-08
21.0,4.8257,18.9869,,2.0,500000000.0,8.714570281599998e-14,15.4,13.1,-0.54234,-0.1673,-1.8439,-5.9775,-3.804e-09,-2.9518e-07
21.0,5.8296,24.5966,,2.0,550000000.0,9.722758249999998e-14,15.2,13.2,-0.65507,-0.16821,-1.5266,-5.9448,-1.3756e-07,2.7983e-07
21.0,6.7752,31.4903,,2.0,600000000.0,3.489407029e-11,15.2,13.3,-0.80596,-0.1688,-1.24079,-5.9247,2.7465e-06,-5.2298e-06
21.0,7.5554,40.9115,,2.0,650000000.0,2.0084020099999994e-11,13.5,13.4,-1.03676,-0.16801,-0.96454,-5.9519,-1.6987e-06,4.1471e-06
21.0,7.6729,59.9992,,2.0,700000000.0,0.00039598505125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,9.4757,59.9967,,2.0,750000000.0,0.0519915748009999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,11.3604,59.9839,,2.0,800000000.0,0.1710130693759999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,13.2651,59.9908,,2.0,850000000.0,0.337250511589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,14.9947,59.9152,,2.0,900000000.0,0.5362630786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,16.845,59.1395,,2.0,950000000.0,0.7585959065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,18.688,58.6204,,2.0,1000000000.0,0.9960747362000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,2.5001,4.8058,,2.0,200000000.0,75.40703911239999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,2.5001,4.8058,,2.0,250000000.0,16.6251793041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,2.5002,4.8059,,2.0,300000000.0,3.1795481029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,2.5001,4.8058,,2.0,350000000.0,0.2273394281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,2.5001,7.3431,,2.0,400000000.0,2.562023556e-05,11.6,9.7,-0.36745,-0.23193,-2.6966,-4.3474,0.004476,-0.0023634
29.0,3.1386,11.7319,,2.0,450000000.0,1.658878901e-15,11.6,9.8,-0.452,-0.22317,-2.2124,-4.4809,-2.545e-08,3.1799e-08
29.0,3.8662,16.6542,,2.0,500000000.0,1.3936942948999997e-12,11.5,9.9,-0.54579,-0.2189,-1.8322,-4.5682,-1.1689e-06,1.6543e-07
29.0,4.5968,22.4732,,2.0,550000000.0,2.1617643101000005e-22,11.5,9.9,-0.66341,-0.21556,-1.5074,-4.639,5.0101e-12,-1.3823e-11
29.0,5.2614,29.7638,,2.0,600000000.0,1.04714788e-26,11.4,10.0,-0.82408,-0.21206,-1.2135,-4.7156,1.968e-14,-1.0042e-13
29.0,5.7048,40.2567,,2.0,650000000.0,4.341821769856e-12,11.4,10.0,-1.08724,-0.2065,-0.91975,-4.8426,-6.7816e-08,-2.0826e-06
29.0,5.6304,59.3912,,2.0,700000000.0,0.00461908231721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,7.3905,58.3143,,2.0,750000000.0,0.068722025444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,9.3092,57.3635,,2.0,800000000.0,0.187112266784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,11.2725,56.2932,,2.0,850000000.0,0.341721261325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,13.3015,55.305,,2.0,900000000.0,0.521123373256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,15.3832,54.3174,,2.0,950000000.0,0.7177310724999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,17.5054,53.422,,2.0,1000000000.0,0.9262922509000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,2.5001,4.8058,,2.0,200000000.0,87.29114499250001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,2.5002,4.8058,,2.0,250000000.0,19.7721622516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,2.5001,4.8058,,2.0,300000000.0,4.0694774949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,2.5001,4.8058,,2.0,350000000.0,0.4056359138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,2.5146,6.3299,,2.0,400000000.0,1.349254696e-19,10.6,8.9,-0.36777,-0.25924,-2.719,-3.8575,-3.067e-10,2.0214e-10
32.0,3.0322,10.7638,,2.0,450000000.0,2.3298323364000004e-18,10.6,9.0,-0.45311,-0.24831,-2.20699,-4.0274,6.4458e-10,-1.3836e-09
32.0,3.6443,15.7676,,2.0,500000000.0,1.5889025896000001e-18,10.5,9.0,-0.55078,-0.24116,-1.8156,-4.1466,-5.7114e-10,1.1237e-09
32.0,4.2685,21.6889,,2.0,550000000.0,1.0570417812500001e-13,10.5,9.1,-0.67261,-0.23554,-1.4867,-4.24559,-3.1787e-07,6.8285e-08
32.0,4.8233,29.1674,,2.0,600000000.0,1.866343066e-11,10.4,9.1,-0.84031,-0.22993,-1.19,-4.3492,-2.5179e-06,-3.5105e-06
32.0,5.1226,40.2387,,2.0,650000000.0,6.655592970000001e-12,10.4,9.2,-1.12515,-0.2218,-0.88877,-4.5085,-2.0391e-06,1.5804e-06
32.0,5.1255,57.6107,,2.0,700000000.0,0.00798198664625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,6.9145,56.456,,2.0,750000000.0,0.077344115141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,8.8103,55.3501,,2.0,800000000.0,0.196259018489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,10.8211,54.2544,,2.0,850000000.0,0.347557897121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,12.8802,53.2656,,2.0,900000000.0,0.520722531316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,15.0605,52.2388,,2.0,950000000.0,0.7089673600810001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,17.2845,51.2824,,2.0,1000000000.0,0.9077787865000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,2.5001,4.8058,,2.0,200000000.0,79.34265653000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,2.5001,4.8058,,2.0,250000000.0,17.662755370000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,2.5003,4.8059,,2.0,300000000.0,3.469301293600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,2.5001,4.8058,,2.0,350000000.0,0.2817701746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,2.5001,6.9954,,2.0,400000000.0,2.016899361e-05,11.3,9.4,-0.3666,-0.24083,-2.7044,-4.1758,0.0041769,-0.00165
30.0,3.0944,11.4132,,2.0,450000000.0,1.878838562e-15,11.2,9.5,-0.45242,-0.23126,-2.2104,-4.32409,-3.2491e-08,2.8691e-08
30.0,3.7849,16.3593,,2.0,500000000.0,2.934993841e-13,11.2,9.6,-0.54734,-0.22614,-1.827,-4.4223,5.2896e-07,-1.1705e-07
30.0,4.4803,22.2106,,2.0,550000000.0,2.0187538705638404e-14,11.1,9.6,-0.6662,-0.22207,-1.5011,-4.503,1.4208e-07,9.0128e-10
30.0,5.1089,29.5603,,2.0,600000000.0,8.55565204e-18,11.1,9.7,-0.82896,-0.21791,-1.2063,-4.589,2.698e-09,1.1298e-09
30.0,5.5057,40.2311,,2.0,650000000.0,8.733703850000001e-12,11.0,9.8,-1.09861,-0.21156,-0.91023,-4.72689,1.1191e-06,-2.7352e-06
30.0,5.4494,58.8134,,2.0,700000000.0,0.00562377139649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,7.2374,57.6476,,2.0,750000000.0,0.071468769161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,9.1218,56.5743,,2.0,800000000.0,0.190014248161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,11.1185,55.5371,,2.0,850000000.0,0.343498401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,13.1476,54.6473,,2.0,900000000.0,0.520768731456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,15.2542,53.6195,,2.0,950000000.0,0.7145413096209999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,17.4151,52.7545,,2.0,1000000000.0,0.919806793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
