0,1,2,3,4,5,6,7,8,9
0.01,0.04709514621361626,0.017710503540035984,2.5E+8,32.623589029774465,55.147058823529406,0.38856,0.14606,1.0,0.33080564975365223
0.01,0.04709514621361626,0.017710503540035984,2.5E+8,32.623589029774465,55.147058823529406,0.38856,0.14606,1.0,0.33080564975365223
0.01,0.04709514621361626,0.017710503540035984,2.5E+8,32.623589029774465,55.147058823529406,0.38856,0.14606,1.0,0.33080564975365223
0.01,0.04709514621361626,0.017710503540035984,2.5E+8,32.623589029774465,55.147058823529406,0.38856,0.14606,1.0,0.33080564975365223
0.01,0.04709514621361626,0.017710503540035984,2.5E+8,32.623589029774465,55.147058823529406,0.38856,0.14606,1.0,0.33080564975365223
0.01,0.04709514621361626,0.017710503540035984,2.5E+8,32.623589029774465,55.147058823529406,0.38856,0.14606,1.0,0.33080564975365223
0.01,0.04709514621361626,0.017710503540035984,2.5E+8,32.623589029774465,55.147058823529406,0.38856,0.14606,1.0,0.33080564975365223
0.01,0.04709514621361626,0.017710503540035984,2.5E+8,32.623589029774465,55.147058823529406,0.38856,0.14606,1.0,0.33080564975365223
0.01,0.04709514621361626,0.017710503540035984,2.5E+8,32.623589029774465,55.147058823529406,0.38856,0.14606,1.0,0.33080564975365223
0.01,0.04709514621361626,0.017710503540035984,2.5E+8,32.623589029774465,55.147058823529406,0.38856,0.14606,1.0,0.33080564975365223
0.01,0.04709514621361626,0.017710503540035984,2.5E+8,32.623589029774465,55.147058823529406,0.38856,0.14606,1.0,0.33080564975365223
0.01,0.04709514621361626,0.017710503540035984,2.5E+8,32.623589029774465,55.147058823529406,0.38856,0.14606,1.0,0.33080564975365223
0.01,0.04709514621361626,0.017710503540035984,2.5E+8,32.623589029774465,55.147058823529406,0.38856,0.14606,1.0,0.33080564975365223
0.01,0.04709514621361626,0.017710503540035984,2.5E+8,32.623589029774465,55.147058823529406,0.38856,0.14606,1.0,0.33080564975365223
0.01,0.04709514621361626,0.017710503540035984,2.5E+8,32.623589029774465,55.147058823529406,0.38856,0.14606,1.0,0.33080564975365223
0.01,0.04709514621361626,0.017710503540035984,2.5E+8,32.623589029774465,55.147058823529406,0.38856,0.14606,1.0,0.33080564975365223
0.01,0.04709514621361626,0.017710503540035984,2.5E+8,32.623589029774465,55.147058823529406,0.38856,0.14606,1.0,0.33080564975365223
0.01,0.04709514621361626,0.017710503540035984,2.5E+8,32.623589029774465,55.147058823529406,0.38856,0.14606,1.0,0.33080564975365223
0.02,0.04308717870360614,0.015393373350561868,2.5E+8,34.6628460507464,50.62436719541006,0.42442,0.10754,1.0,0.33448055205416805
0.02,0.04308717870360614,0.015393373350561868,2.5E+8,34.6628460507464,50.62436719541006,0.42442,0.10754,1.0,0.33448055205416805
0.02,0.04308717870360614,0.015393373350561868,2.5E+8,34.6628460507464,50.62436719541006,0.42442,0.10754,1.0,0.33448055205416805
0.02,0.04308717870360614,0.015393373350561868,2.5E+8,34.6628460507464,50.62436719541006,0.42442,0.10754,1.0,0.33448055205416805
0.02,0.04308717870360614,0.015393373350561868,2.5E+8,34.6628460507464,50.62436719541006,0.42442,0.10754,1.0,0.33448055205416805
0.02,0.04308717870360614,0.015393373350561868,2.5E+8,34.6628460507464,50.62436719541006,0.42442,0.10754,1.0,0.33448055205416805
0.02,0.04308717870360614,0.015393373350561868,2.5E+8,34.6628460507464,50.62436719541006,0.42442,0.10754,1.0,0.33448055205416805
0.02,0.04308717870360614,0.015393373350561868,2.5E+8,34.6628460507464,50.62436719541006,0.42442,0.10754,1.0,0.33448055205416805
0.02,0.04308717870360614,0.015393373350561868,2.5E+8,34.6628460507464,50.62436719541006,0.42442,0.10754,1.0,0.33448055205416805
0.02,0.04308717870360614,0.015393373350561868,2.5E+8,34.6628460507464,50.62436719541006,0.42442,0.10754,1.0,0.33448055205416805
0.02,0.04308717870360614,0.015393373350561868,2.5E+8,34.6628460507464,50.62436719541006,0.42442,0.10754,1.0,0.33448055205416805
0.02,0.04308717870360614,0.015393373350561868,2.5E+8,34.6628460507464,50.62436719541006,0.42442,0.10754,1.0,0.33448055205416805
0.02,0.04308717870360614,0.015393373350561868,2.5E+8,34.6628460507464,50.62436719541006,0.42442,0.10754,1.0,0.33448055205416805
0.02,0.04308717870360614,0.015393373350561868,2.5E+8,34.6628460507464,50.62436719541006,0.42442,0.10754,1.0,0.33448055205416805
