0.01 [0.02920178569734796,0.02463282241632674,0.02097991224603622,0.0180631103248102,0.01575368828894044,0.01395919137068959,0.01261451423629952,0.01167697117515882,0.01112457784477833,0.01095786719023864] [-0.002928038501990807,-0.003963335745003748,-0.005261720726501601,-0.006801025826404834,-0.008562714468521062,-0.01053347721999184,-0.01270687900035823,-0.01508538277504465,-0.01768335738458959,-0.02053227367782056] 200
0.01 [0.04833309018791523,0.04302783966272652,0.03859974095488788,0.03489727159478641,0.03180569946312614,0.02923719822134093,0.02712430873286605,0.02541560679190489,0.02407292000534571,0.02306974672864829] [0.01632795508510957,0.01531802010337697,0.01403990411042817,0.01251294831318364,0.01075571128891398,0.00878495406927267,0.006614700956958278,0.004255344557151092,0.001712717257773896,-0.00101300662130963] 250
0.01 [0.06803948259714972,0.0621684070715078,0.05712608761278755,0.05278524839514387,0.04904581471069837,0.04582824973513973,0.04306888538948536,0.04071661597171427,0.03873055323585549,0.03707838844648594] [0.03594743642911824,0.03498626793768402,0.03376172785867698,0.03228925770465418,0.03058462070134252,0.02866324100497791,0.02653957775165371,0.02422654320135781,0.02173495873964779,0.01907302642469753] 300
0.01 [0.08809128259526328,0.0817737547561626,0.07623562417170568,0.0713692732884398,0.06708769636899674,0.06331988444899182,0.06000745531366373,0.05710216569481054,0.05456406178159442,0.05236010252001144] [0.05580196641552513,0.05489607692858925,0.05373643741250342,0.05233511783091346,0.05070488950235406,0.04885879599366052,0.04680973160360865,0.04457003935435956,0.04215113436317178,0.03956315210184735] 350
0.01 [0.1083674900773535,0.1016894791843856,0.09574388365958774,0.09043888113976564,0.08569860576127456,0.08145986606620853,0.07766967042793288,0.07428334293725923,0.07126307779246566,0.06857682462206985] [0.07581584411105348,0.07496477149654751,0.07387152141510489,0.07254553566891085,0.07099703980924488,0.06923676185192686,0.06727564739184772,0.06512457986037827,0.06279411224213681,0.06029421383240915] 400
0.01 [0.1287979853027796,0.1218231512167778,0.1155372884146472,0.1098613155984516,0.1047287371673725,0.1000832521589783,0.09587690432533427,0.09206863855456257,0.08862316621824555,0.08551006828049628] [0.09594226434364517,0.09514280614434442,0.09411321553706419,0.0928609429347236,0.09139418845059347,0.08972171433052992,0.08785265042526014,0.08579629842288439,0.08356193958363291,0.08115864951840511] 450
0.01 [0.1493392203044241,0.1421158951501834,0.1355418723852331,0.1295484341200417,0.1240769534662027,0.1190771147072149,0.114505506525059,0.1103245017568984,0.1065013594862822,0.1030075013778182] [0.1161509382486214,0.1153989862852276,0.1144286891477685,0.1132459932894709,0.1118575207031357,0.1102704412934841,0.1084923380764771,0.1065310688393227,0.1043946275072204,0.1020910079334238] 500
0.01 [0.1699626791371766,0.1625283673037443,0.1557073170996753,0.1494393219630815,0.1436723837222069,0.1383613621513416,0.1334668881742964,0.1289544835181582,0.1247938434352046,0.1209582493037186] [0.1364214718817616,0.1357128082100654,0.1347969900946995,0.1336788207998252,0.1323636966303163,0.1308575182688539,0.1291665957932535,0.1272975496808238,0.1252572099614111,0.123052515449377] 550
0.01 [0.1906488888733378,0.1830332496467205,0.1759981659235202,0.1694904901072886,0.1634638374022334,0.1578775435792232,0.1526958131878345,0.1478870194104465,0.1434231255654999,0.1392792048984288] [0.156739660298907,0.1560702905497407,0.1552042248629493,0.1541453885530377,0.1528982217387175,0.1514676165002937,0.1498588488018936,0.1480775066589594,0.1461294159854336,0.1440205654572732] 600
0.01 [0.211384089700482,0.2036109686137503,0.1963886978770823,0.1896700396237933,0.1834133914084196,0.1775819695402424,0.1721431326779231,0.1670678187461442,0.1623300740075962,0.1579066575447293] [0.1770953186391734,0.1764615953867222,0.1756408707762858,0.1746363880056559,0.1734518354365099,0.1720913012048486,0.1705592236094654,0.1688603382434582,0.1669996228271662,0.164982240663084] 650
0.02 [0.02920178569734796,0.02463282241632674,0.02097991224603622,0.0180631103248102,0.01575368828894044,0.01395919137068959,0.01261451423629952,0.01167697117515882,0.01112457784477833,0.01095786719023864] [-0.002928038501990807,-0.003963335745003748,-0.005261720726501601,-0.006801025826404834,-0.008562714468521062,-0.01053347721999184,-0.01270687900035823,-0.01508538277504465,-0.01768335738458959,-0.02053227367782056] 200
0.02 [0.04833309018791523,0.04302783966272652,0.03859974095488788,0.03489727159478641,0.03180569946312614,0.02923719822134093,0.02712430873286605,0.02541560679190489,0.02407292000534571,0.02306974672864829] [0.01632795508510957,0.01531802010337697,0.01403990411042817,0.01251294831318364,0.01075571128891398,0.00878495406927267,0.006614700956958278,0.004255344557151092,0.001712717257773896,-0.00101300662130963] 250
