# units are Tesla, degrees, mm and s
#
# Local coordinate system origin: x0=218.0, y0=24.0, z0=60.0
#
# Scanned matrices:
# 1
#
# Gaussmeter filter = 0
#
# mag ang	probe ang	x glob	y glob	z glob	x local	y local	z local	X Bfield		Y Bfield	Z Bfield	V Bfield	time			range
0	0	216.0	20.0	170.0	-2.0	-4.0	110.0	0.22303	-0.09057	0.09632	0.25927	4003	20210930	151735	aaa	
0	0	216.0	20.0	160.0	-2.0	-4.0	100.0	0.27121	-0.11638	0.09429	0.30982	4013	20210930	151744	aaa	
0	0	216.0	20.0	150.0	-2.0	-4.0	90.0	0.2899	-0.14866	0.0665	0.3325	4023	20210930	151754	aaa	
0	0	216.0	20.0	140.0	-2.0	-4.0	80.0	0.3037	-0.17088	0.03201	0.3499	4033	20210930	151804	aaa	
0	0	216.0	20.0	130.0	-2.0	-4.0	70.0	0.3147	-0.18347	0.004327	0.3643	4043	20210930	151814	aaa	
0	0	216.0	20.0	120.0	-2.0	-4.0	60.0	0.3182	-0.19005	-0.009549	0.3708	4052	20210930	151824	aaa	
0	0	216.0	20.0	110.0	-2.0	-4.0	50.0	0.3193	-0.18771	-0.02986	0.3716	4062	20210930	151834	aaa	
0	0	216.0	20.0	100.0	-2.0	-4.0	40.0	0.3056	-0.17832	-0.04574	0.3568	4072	20210930	151844	aaa	
0	0	216.0	20.0	90.0	-2.0	-4.0	30.0	0.2768	-0.15797	-0.08359	0.3295	4082	20210930	151853	aaa	
0	0	216.0	20.0	80.0	-2.0	-4.0	20.0	0.2494	-0.10331	-0.10547	0.2899	4092	20210930	151903	aaa	
0	0	216.0	20.0	70.0	-2.0	-4.0	10.0	0.15456	-0.10162	-0.10811	0.21425	4101	20210930	151913	aaa	
0	0	216.0	20.0	60.0	-2.0	-4.0	0.0	0.0879	-0.09047	-0.12285	0.17608	4111	20210930	151923	aaa	
0	0	216.0	20.0	50.0	-2.0	-4.0	-10.0	0.06018	-0.05943	-0.11142	0.13989	4121	20210930	151933	aaa	
0	0	216.0	20.0	40.0	-2.0	-4.0	-20.0	0.04199	-0.03644	-0.0904	0.10613	4131	20210930	151942	aaa	
0	0	216.0	20.0	30.0	-2.0	-4.0	-30.0	0.02914	-0.02228	-0.07047	0.07945	4141	20210930	151952	aaa	
0	0	216.0	20.0	20.0	-2.0	-4.0	-40.0	0.02028	-0.013906	-0.05421	0.05951	4151	20210930	152002	aaa	
0	0	216.0	20.0	10.0	-2.0	-4.0	-50.0	0.014242	-0.008907	-0.04163	0.04489	4160	20210930	152012	aaa	
0	0	214.0	20.0	10.0	-4.0	-4.0	-50.0	0.015128	-0.009312	-0.04069	0.04442	4168	20210930	152020	aaa	
0	0	214.0	20.0	20.0	-4.0	-4.0	-40.0	0.021381	-0.014614	-0.05282	0.05882	4178	20210930	152029	aaa	
0	0	214.0	20.0	30.0	-4.0	-4.0	-30.0	0.03045	-0.023575	-0.0684	0.0785	4188	20210930	152039	aaa	
0	0	214.0	20.0	40.0	-4.0	-4.0	-20.0	0.04325	-0.03874	-0.08738	0.10492	4198	20210930	152049	aaa	
0	0	214.0	20.0	50.0	-4.0	-4.0	-10.0	0.06065	-0.06335	-0.10694	0.1383	4207	20210930	152059	aaa	
0	0	214.0	20.0	60.0	-4.0	-4.0	0.0	0.08476	-0.09487	-0.1146	0.17122	4217	20210930	152108	aaa	
0	0	214.0	20.0	70.0	-4.0	-4.0	10.0	0.14716	-0.08709	-0.0871	0.19191	4227	20210930	152118	aaa	
0	0	214.0	20.0	80.0	-4.0	-4.0	20.0	0.24636	-0.0528	-0.09245	0.26838	4237	20210930	152128	aaa	
0	0	214.0	20.0	90.0	-4.0	-4.0	30.0	0.26404	-0.11377	-0.07938	0.29826	4247	20210930	152138	aaa	
0	0	214.0	20.0	100.0	-4.0	-4.0	40.0	0.2942	-0.1307	-0.0383	0.3242	4256	20210930	152148	aaa	
0	0	214.0	20.0	110.0	-4.0	-4.0	50.0	0.3066	-0.13934	-0.02873	0.338	4266	20210930	152158	aaa	
0	0	214.0	20.0	120.0	-4.0	-4.0	60.0	0.3052	-0.14262	-0.007979	0.337	4276	20210930	152207	aaa	
0	0	214.0	20.0	130.0	-4.0	-4.0	70.0	0.3022	-0.1349	0.003514	0.331	4286	20210930	152217	aaa	
0	0	214.0	20.0	140.0	-4.0	-4.0	80.0	0.2912	-0.11957	0.03137	0.3162	4296	20210930	152227	aaa	
0	0	214.0	20.0	150.0	-4.0	-4.0	90.0	0.2792	-0.09539	0.06406	0.3019	4305	20210930	152237	aaa	
0	0	214.0	20.0	160.0	-4.0	-4.0	100.0	0.2624	-0.06059	0.0901	0.284	4315	20210930	152247	aaa	
0	0	214.0	20.0	170.0	-4.0	-4.0	110.0	0.2213	-0.04399	0.07999	0.2394	4325	20210930	152256	aaa	
0	0	214.0	20.0	180.0	-4.0	-4.0	120.0	0.11572	-0.10559	0.09096	0.18115	4335	20210930	152306	aaa	
0	0	214.0	20.0	190.0	-4.0	-4.0	130.0	0.07377	-0.08868	0.10793	0.15797	4345	20210930	152316	aaa	
0	0	214.0	20.0	200.0	-4.0	-4.0	140.0	0.05207	-0.05612	0.09515	0.12212	4355	20210930	152326	aaa	
0	0	214.0	20.0	210.0	-4.0	-4.0	150.0	0.03637	-0.03396	0.07656	0.09132	4364	20210930	152336	aaa	
0	0	214.0	20.0	220.0	-4.0	-4.0	160.0	0.02525	-0.02075	0.05974	0.0681	4374	20210930	152346	aaa	
0	0	214.0	20.0	230.0	-4.0	-4.0	170.0	0.017578	-0.01303	0.04614	0.05107	4384	20210930	152355	aaa	
0	0	212.0	20.0	230.0	-6.0	-4.0	170.0	0.018542	-0.013588	0.04486	0.05041	4392	20210930	152403	aaa	
0	0	212.0	20.0	220.0	-6.0	-4.0	160.0	0.02638	-0.021756	0.05785	0.0672	4402	20210930	152413	aaa	
0	0	212.0	20.0	210.0	-6.0	-4.0	150.0	0.03756	-0.03579	0.07384	0.09025	4412	20210930	152423	aaa	
0	0	212.0	20.0	200.0	-6.0	-4.0	140.0	0.05278	-0.05946	0.0913	0.12106	4421	20210930	152433	aaa	
0	0	212.0	20.0	190.0	-6.0	-4.0	130.0	0.07215	-0.09397	0.10223	0.15649	4431	20210930	152442	aaa	
0	0	212.0	20.0	180.0	-6.0	-4.0	120.0	0.1059	-0.10574	0.07632	0.16799	4441	20210930	152452	aaa	
0	0	212.0	20.0	170.0	-6.0	-4.0	110.0	0.22014	0.00567	0.06397	0.22931	4451	20210930	152502	aaa	
0	0	212.0	20.0	160.0	-6.0	-4.0	100.0	0.25193	-0.004897	0.08709	0.2666	4461	20210930	152512	aaa	
0	0	212.0	20.0	150.0	-6.0	-4.0	90.0	0.26633	-0.04209	0.06163	0.27659	4470	20210930	152522	aaa	
0	0	212.0	20.0	140.0	-6.0	-4.0	80.0	0.2761	-0.0685	0.03119	0.28618	4480	20210930	152532	aaa	
0	0	212.0	20.0	130.0	-6.0	-4.0	70.0	0.2866	-0.08618	0.002292	0.2992	4490	20210930	152542	aaa	
0	0	212.0	20.0	120.0	-6.0	-4.0	60.0	0.2889	-0.09495	-0.005967	0.3042	4500	20210930	152551	aaa	
0	0	212.0	20.0	110.0	-6.0	-4.0	50.0	0.2907	-0.09136	-0.02826	0.306	4510	20210930	152601	aaa	
0	0	212.0	20.0	100.0	-6.0	-4.0	40.0	0.2807	-0.08299	-0.03039	0.2943	4520	20210930	152611	aaa	
0	0	212.0	20.0	90.0	-6.0	-4.0	30.0	0.2482	-0.072	-0.07735	0.2697	4529	20210930	152621	aaa	
0	0	212.0	20.0	80.0	-6.0	-4.0	20.0	0.2425	-0.0004717	-0.08096	0.2557	4539	20210930	152631	aaa	
0	0	212.0	20.0	70.0	-6.0	-4.0	10.0	0.13682	-0.07502	-0.06488	0.169	4549	20210930	152640	aaa	
0	0	212.0	20.0	60.0	-6.0	-4.0	0.0	0.08103	-0.10033	-0.1075	0.16789	4559	20210930	152650	aaa	
0	0	212.0	20.0	50.0	-6.0	-4.0	-10.0	0.06084	-0.06732	-0.10283	0.13714	4569	20210930	152700	aaa	
0	0	212.0	20.0	40.0	-6.0	-4.0	-20.0	0.04434	-0.04096	-0.08443	0.10379	4579	20210930	152710	aaa	
0	0	212.0	20.0	30.0	-6.0	-4.0	-30.0	0.0316	-0.02477	-0.06634	0.07754	4588	20210930	152720	aaa	
0	0	212.0	20.0	20.0	-6.0	-4.0	-40.0	0.02239	-0.015282	-0.0514	0.05811	4598	20210930	152730	aaa	
0	0	212.0	20.0	10.0	-6.0	-4.0	-50.0	0.015951	-0.009693	-0.03974	0.04391	4608	20210930	152740	aaa	
0	0	210.0	20.0	10.0	-8.0	-4.0	-50.0	0.016714	-0.010054	-0.03872	0.04335	4616	20210930	152747	aaa	
0	0	210.0	20.0	20.0	-8.0	-4.0	-40.0	0.023318	-0.015914	-0.04992	0.05735	4626	20210930	152757	aaa	
0	0	210.0	20.0	30.0	-8.0	-4.0	-30.0	0.03263	-0.025931	-0.06422	0.07656	4636	20210930	152807	aaa	
0	0	210.0	20.0	40.0	-8.0	-4.0	-20.0	0.04527	-0.04311	-0.08149	0.10271	4645	20210930	152817	aaa	
0	0	210.0	20.0	50.0	-8.0	-4.0	-10.0	0.06093	-0.07136	-0.099	0.13641	4655	20210930	152827	aaa	
0	0	210.0	20.0	60.0	-8.0	-4.0	0.0	0.07703	-0.10709	-0.10172	0.16658	4665	20210930	152836	aaa	
0	0	210.0	20.0	70.0	-8.0	-4.0	10.0	0.12111	-0.06736	-0.04058	0.1444	4675	20210930	152846	aaa	
0	0	210.0	20.0	80.0	-8.0	-4.0	20.0	0.23591	0.0556	-0.07123	0.25262	4685	20210930	152856	aaa	
0	0	210.0	20.0	90.0	-8.0	-4.0	30.0	0.22816	-0.03121	-0.07881	0.2434	4695	20210930	152906	aaa	
0	0	210.0	20.0	100.0	-8.0	-4.0	40.0	0.26299	-0.03289	-0.02204	0.26595	4704	20210930	152916	aaa	
0	0	210.0	20.0	110.0	-8.0	-4.0	50.0	0.26881	-0.04195	-0.02882	0.27359	4714	20210930	152926	aaa	
0	0	210.0	20.0	120.0	-8.0	-4.0	60.0	0.26682	-0.04542	-0.003347	0.27068	4724	20210930	152936	aaa	
0	0	210.0	20.0	130.0	-8.0	-4.0	70.0	0.26473	-0.03557	0.000522	0.26711	4734	20210930	152945	aaa	
0	0	210.0	20.0	140.0	-8.0	-4.0	80.0	0.25441	-0.015848	0.03161	0.25685	4744	20210930	152955	aaa	
0	0	210.0	20.0	150.0	-8.0	-4.0	90.0	0.247	0.013079	0.05905	0.2543	4753	20210930	153005	aaa	
0	0	210.0	20.0	160.0	-8.0	-4.0	100.0	0.23503	0.05249	0.08536	0.25551	4763	20210930	153015	aaa	
0	0	210.0	20.0	170.0	-8.0	-4.0	110.0	0.2157	0.06161	0.04867	0.22955	4773	20210930	153025	aaa	
0	0	210.0	20.0	180.0	-8.0	-4.0	120.0	0.09327	-0.11063	0.06285	0.15776	4783	20210930	153034	aaa	
0	0	210.0	20.0	190.0	-8.0	-4.0	130.0	0.07041	-0.09996	0.09728	0.15625	4793	20210930	153044	aaa	
0	0	210.0	20.0	200.0	-8.0	-4.0	140.0	0.05337	-0.06283	0.0876	0.12029	4803	20210930	153054	aaa	
0	0	210.0	20.0	210.0	-8.0	-4.0	150.0	0.03861	-0.03758	0.0711	0.08921	4813	20210930	153104	aaa	
0	0	210.0	20.0	220.0	-8.0	-4.0	160.0	0.02743	-0.02271	0.05593	0.0663	4822	20210930	153114	aaa	
0	0	210.0	20.0	230.0	-8.0	-4.0	170.0	0.019427	-0.014116	0.04355	0.04972	4832	20210930	153124	aaa	
0	0	210.0	22.0	230.0	-8.0	-2.0	170.0	0.019864	-0.015502	0.0421	0.04907	4840	20210930	153132	aaa	
0	0	210.0	22.0	220.0	-8.0	-2.0	160.0	0.02825	-0.024589	0.05352	0.06532	4850	20210930	153141	aaa	
0	0	210.0	22.0	210.0	-8.0	-2.0	150.0	0.04023	-0.04004	0.06704	0.08784	4860	20210930	153151	aaa	
0	0	210.0	22.0	200.0	-8.0	-2.0	140.0	0.05671	-0.06572	0.08118	0.11885	4869	20210930	153201	aaa	
0	0	210.0	22.0	190.0	-8.0	-2.0	130.0	0.07745	-0.10151	0.09051	0.15651	4879	20210930	153211	aaa	
0	0	210.0	22.0	180.0	-8.0	-2.0	120.0	0.10266	-0.1029	0.07743	0.16469	4889	20210930	153221	aaa	
0	0	210.0	22.0	170.0	-8.0	-2.0	110.0	0.16163	0.04315	0.06637	0.17997	4899	20210930	153230	aaa	
0	0	210.0	22.0	160.0	-8.0	-2.0	100.0	0.18609	0.04039	0.07496	0.20465	4909	20210930	153240	aaa	
0	0	210.0	22.0	150.0	-8.0	-2.0	90.0	0.20001	0.004342	0.05528	0.20756	4919	20210930	153250	aaa	
0	0	210.0	22.0	140.0	-8.0	-2.0	80.0	0.21084	-0.026194	0.02253	0.21365	4929	20210930	153300	aaa	
0	0	210.0	22.0	130.0	-8.0	-2.0	70.0	0.22122	-0.05068	-0.0008073	0.22694	4938	20210930	153310	aaa	
0	0	210.0	22.0	120.0	-8.0	-2.0	60.0	0.22303	-0.05981	-0.006871	0.23101	4948	20210930	153320	aaa	
0	0	210.0	22.0	110.0	-8.0	-2.0	50.0	0.22707	-0.05777	-0.023575	0.23548	4958	20210930	153329	aaa	
0	0	210.0	22.0	100.0	-8.0	-2.0	40.0	0.22004	-0.04913	-0.026081	0.22696	4968	20210930	153339	aaa	
0	0	210.0	22.0	90.0	-8.0	-2.0	30.0	0.19414	-0.03625	-0.05636	0.20538	4978	20210930	153349	aaa	
0	0	210.0	22.0	80.0	-8.0	-2.0	20.0	0.18104	0.04266	-0.06973	0.19863	4987	20210930	153359	aaa	
0	0	210.0	22.0	70.0	-8.0	-2.0	10.0	0.12023	-0.06228	-0.06955	0.15221	4997	20210930	153409	aaa	
0	0	210.0	22.0	60.0	-8.0	-2.0	0.0	0.08554	-0.10688	-0.09817	0.16846	5007	20210930	153419	aaa	
0	0	210.0	22.0	50.0	-8.0	-2.0	-10.0	0.06491	-0.07425	-0.0924	0.13513	5017	20210930	153428	aaa	
0	0	210.0	22.0	40.0	-8.0	-2.0	-20.0	0.04714	-0.04583	-0.077	0.10125	5027	20210930	153438	aaa	
0	0	210.0	22.0	30.0	-8.0	-2.0	-30.0	0.03355	-0.02804	-0.06152	0.07548	5037	20210930	153448	aaa	
0	0	210.0	22.0	20.0	-8.0	-2.0	-40.0	0.0238	-0.017496	-0.04832	0.05663	5047	20210930	153458	aaa	
0	0	210.0	22.0	10.0	-8.0	-2.0	-50.0	0.016972	-0.01122	-0.03775	0.04289	5056	20210930	153508	aaa	
0	0	212.0	22.0	10.0	-6.0	-2.0	-50.0	0.016238	-0.010875	-0.03881	0.04345	5064	20210930	153516	aaa	
0	0	212.0	22.0	20.0	-6.0	-2.0	-40.0	0.022918	-0.016884	-0.04988	0.05743	5074	20210930	153525	aaa	
0	0	212.0	22.0	30.0	-6.0	-2.0	-30.0	0.03259	-0.026923	-0.06377	0.07651	5084	20210930	153535	aaa	
0	0	212.0	22.0	40.0	-6.0	-2.0	-20.0	0.04632	-0.04369	-0.0802	0.1024	5093	20210930	153545	aaa	
0	0	212.0	22.0	50.0	-6.0	-2.0	-10.0	0.06483	-0.07022	-0.09668	0.13594	5103	20210930	153555	aaa	
0	0	212.0	22.0	60.0	-6.0	-2.0	0.0	0.08811	-0.10065	-0.10397	0.16941	5113	20210930	153605	aaa	
0	0	212.0	22.0	70.0	-6.0	-2.0	10.0	0.12941	-0.07299	-0.08348	0.17042	5123	20210930	153614	aaa	
0	0	212.0	22.0	80.0	-6.0	-2.0	20.0	0.19097	-0.00938	-0.07815	0.20656	5133	20210930	153624	aaa	
0	0	212.0	22.0	90.0	-6.0	-2.0	30.0	0.21203	-0.07486	-0.06041	0.23283	5143	20210930	153634	aaa	
0	0	212.0	22.0	100.0	-6.0	-2.0	40.0	0.23931	-0.09387	-0.03189	0.25903	5153	20210930	153644	aaa	
0	0	212.0	22.0	110.0	-6.0	-2.0	50.0	0.24928	-0.10241	-0.02433	0.2706	5163	20210930	153654	aaa	
0	0	212.0	22.0	120.0	-6.0	-2.0	60.0	0.24634	-0.10512	-0.008161	0.26795	5172	20210930	153704	aaa	
0	0	212.0	22.0	130.0	-6.0	-2.0	70.0	0.24349	-0.09668	0.0004508	0.26198	5182	20210930	153713	aaa	
0	0	212.0	22.0	140.0	-6.0	-2.0	80.0	0.23042	-0.07469	0.023896	0.2434	5192	20210930	153723	aaa	
0	0	212.0	22.0	150.0	-6.0	-2.0	90.0	0.21755	-0.04683	0.05743	0.22982	5202	20210930	153733	aaa	
0	0	212.0	22.0	160.0	-6.0	-2.0	100.0	0.20156	-0.012786	0.07831	0.21662	5212	20210930	153743	aaa	
0	0	212.0	22.0	170.0	-6.0	-2.0	110.0	0.17043	-0.005989	0.07606	0.18672	5221	20210930	153753	aaa	
0	0	212.0	22.0	180.0	-6.0	-2.0	120.0	0.10929	-0.10107	0.08647	0.17216	5231	20210930	153803	aaa	
0	0	212.0	22.0	190.0	-6.0	-2.0	130.0	0.07853	-0.09575	0.09586	0.1566	5241	20210930	153813	aaa	
0	0	212.0	22.0	200.0	-6.0	-2.0	140.0	0.05624	-0.0624	0.08526	0.11969	5251	20210930	153822	aaa	
0	0	212.0	22.0	210.0	-6.0	-2.0	150.0	0.03931	-0.0383	0.06998	0.08893	5261	20210930	153832	aaa	
0	0	212.0	22.0	220.0	-6.0	-2.0	160.0	0.02729	-0.02365	0.05555	0.06626	5271	20210930	153842	aaa	
0	0	212.0	22.0	230.0	-6.0	-2.0	170.0	0.019023	-0.014993	0.04348	0.04977	5281	20210930	153852	aaa	
0	0	214.0	22.0	230.0	-4.0	-2.0	170.0	0.018099	-0.014447	0.04481	0.05044	5288	20210930	153900	aaa	
0	0	214.0	22.0	220.0	-4.0	-2.0	160.0	0.026206	-0.022665	0.05755	0.06718	5298	20210930	153909	aaa	
0	0	214.0	22.0	210.0	-4.0	-2.0	150.0	0.03822	-0.03644	0.07295	0.09006	5308	20210930	153919	aaa	
0	0	214.0	22.0	200.0	-4.0	-2.0	140.0	0.05552	-0.05901	0.08952	0.12074	5318	20210930	153929	aaa	
0	0	214.0	22.0	190.0	-4.0	-2.0	130.0	0.07936	-0.0906	0.10174	0.15766	5328	20210930	153939	aaa	
0	0	214.0	22.0	180.0	-4.0	-2.0	120.0	0.1146	-0.10322	0.09627	0.18181	5337	20210930	153949	aaa	
0	0	214.0	22.0	170.0	-4.0	-2.0	110.0	0.17576	-0.05133	0.0863	0.20241	5347	20210930	153959	aaa	
0	0	214.0	22.0	160.0	-4.0	-2.0	100.0	0.21203	-0.06563	0.08241	0.23676	5357	20210930	154009	aaa	
0	0	214.0	22.0	150.0	-4.0	-2.0	90.0	0.23025	-0.09796	0.05972	0.25725	5367	20210930	154018	aaa	
0	0	214.0	22.0	140.0	-4.0	-2.0	80.0	0.24506	-0.12327	0.02565	0.27552	5377	20210930	154028	aaa	
0	0	214.0	22.0	130.0	-4.0	-2.0	70.0	0.25939	-0.14223	0.0016174	0.29584	5386	20210930	154038	aaa	
0	0	214.0	22.0	120.0	-4.0	-2.0	60.0	0.26322	-0.14983	-0.009258	0.30302	5396	20210930	154048	aaa	
0	0	214.0	22.0	110.0	-4.0	-2.0	50.0	0.26495	-0.14718	-0.025712	0.30417	5406	20210930	154058	aaa	
0	0	214.0	22.0	100.0	-4.0	-2.0	40.0	0.25305	-0.13805	-0.03783	0.29073	5416	20210930	154107	aaa	
0	0	214.0	22.0	90.0	-4.0	-2.0	30.0	0.22534	-0.11566	-0.06596	0.26174	5426	20210930	154117	aaa	
0	0	214.0	22.0	80.0	-4.0	-2.0	20.0	0.19751	-0.05856	-0.08775	0.22392	5436	20210930	154127	aaa	
0	0	214.0	22.0	70.0	-4.0	-2.0	10.0	0.13605	-0.0865	-0.09702	0.18816	5446	20210930	154137	aaa	
0	0	214.0	22.0	60.0	-4.0	-2.0	0.0	0.0904	-0.09574	-0.1106	0.17196	5455	20210930	154147	aaa	
0	0	214.0	22.0	50.0	-4.0	-2.0	-10.0	0.06454	-0.06626	-0.10124	0.13714	5465	20210930	154157	aaa	
0	0	214.0	22.0	40.0	-4.0	-2.0	-20.0	0.04532	-0.04146	-0.08345	0.10363	5475	20210930	154207	aaa	
0	0	214.0	22.0	30.0	-4.0	-2.0	-30.0	0.03151	-0.02571	-0.06601	0.07753	5485	20210930	154216	aaa	
0	0	214.0	22.0	20.0	-4.0	-2.0	-40.0	0.02195	-0.016229	-0.05137	0.05817	5495	20210930	154226	aaa	
0	0	214.0	22.0	10.0	-4.0	-2.0	-50.0	0.01544	-0.010506	-0.03981	0.04397	5504	20210930	154236	aaa	
0	0	216.0	22.0	10.0	-2.0	-2.0	-50.0	0.014579	-0.010114	-0.04077	0.04447	5512	20210930	154244	aaa	
0	0	216.0	22.0	20.0	-2.0	-2.0	-40.0	0.020882	-0.015536	-0.05283	0.05889	5522	20210930	154254	aaa	
0	0	216.0	22.0	30.0	-2.0	-2.0	-30.0	0.03028	-0.02447	-0.0682	0.07853	5532	20210930	154303	aaa	
0	0	216.0	22.0	40.0	-2.0	-2.0	-20.0	0.04414	-0.03918	-0.08672	0.1049	5542	20210930	154313	aaa	
0	0	216.0	22.0	50.0	-2.0	-2.0	-10.0	0.06402	-0.06239	-0.10602	0.13868	5552	20210930	154323	aaa	
0	0	216.0	22.0	60.0	-2.0	-2.0	0.0	0.09229	-0.09192	-0.11794	0.17572	5562	20210930	154333	aaa	
0	0	216.0	22.0	70.0	-2.0	-2.0	10.0	0.14103	-0.1017	-0.11042	0.20598	5571	20210930	154343	aaa	
0	0	216.0	22.0	80.0	-2.0	-2.0	20.0	0.20258	-0.10607	-0.09827	0.24889	5581	20210930	154353	aaa	
0	0	216.0	22.0	90.0	-2.0	-2.0	30.0	0.23582	-0.15871	-0.07238	0.29332	5591	20210930	154403	aaa	
0	0	216.0	22.0	100.0	-2.0	-2.0	40.0	0.26342	-0.18277	-0.04371	0.32357	5601	20210930	154412	aaa	
0	0	216.0	22.0	110.0	-2.0	-2.0	50.0	0.27644	-0.19255	-0.02743	0.33801	5610	20210930	154422	aaa	
0	0	216.0	22.0	120.0	-2.0	-2.0	60.0	0.27547	-0.19476	-0.01019	0.33752	5620	20210930	154432	aaa	
0	0	216.0	22.0	130.0	-2.0	-2.0	70.0	0.27098	-0.18814	0.0026099	0.3299	5630	20210930	154442	aaa	
0	0	216.0	22.0	140.0	-2.0	-2.0	80.0	0.25632	-0.17251	0.027549	0.31019	5640	20210930	154451	aaa	
0	0	216.0	22.0	150.0	-2.0	-2.0	90.0	0.23999	-0.1494	0.06218	0.28945	5650	20210930	154501	aaa	
0	0	216.0	22.0	160.0	-2.0	-2.0	100.0	0.2196	-0.11867	0.08706	0.26436	5660	20210930	154511	aaa	
0	0	216.0	22.0	170.0	-2.0	-2.0	110.0	0.17947	-0.09452	0.09693	0.22481	5670	20210930	154521	aaa	
0	0	216.0	22.0	180.0	-2.0	-2.0	120.0	0.11869	-0.10812	0.10658	0.19271	5679	20210930	154531	aaa	
0	0	216.0	22.0	190.0	-2.0	-2.0	130.0	0.07987	-0.0861	0.10802	0.15957	5689	20210930	154541	aaa	
0	0	216.0	22.0	200.0	-2.0	-2.0	140.0	0.05457	-0.05564	0.09389	0.12202	5699	20210930	154550	aaa	
0	0	216.0	22.0	210.0	-2.0	-2.0	150.0	0.03693	-0.03455	0.07592	0.09122	5709	20210930	154600	aaa	
0	0	216.0	22.0	220.0	-2.0	-2.0	160.0	0.02501	-0.02162	0.05952	0.06808	5718	20210930	154610	aaa	
0	0	216.0	22.0	230.0	-2.0	-2.0	170.0	0.017089	-0.013872	0.04612	0.0511	5728	20210930	154620	aaa	
0	0	218.0	22.0	230.0	0.0	-2.0	170.0	0.01599	-0.013261	0.04737	0.05172	5736	20210930	154627	aaa	
0	0	218.0	22.0	220.0	0.0	-2.0	160.0	0.023652	-0.020528	0.06145	0.06897	5746	20210930	154637	aaa	
0	0	218.0	22.0	210.0	0.0	-2.0	150.0	0.03542	-0.03255	0.07888	0.09239	5756	20210930	154647	aaa	
0	0	218.0	22.0	200.0	0.0	-2.0	140.0	0.05328	-0.05223	0.09839	0.12348	5765	20210930	154657	aaa	
0	0	218.0	22.0	190.0	0.0	-2.0	130.0	0.07988	-0.08201	0.11477	0.16211	5775	20210930	154707	aaa	
0	0	218.0	22.0	180.0	0.0	-2.0	120.0	0.12162	-0.11496	0.11734	0.20439	5785	20210930	154717	aaa	
0	0	218.0	22.0	170.0	0.0	-2.0	110.0	0.18255	-0.13695	0.10785	0.25241	5795	20210930	154726	aaa	
0	0	218.0	22.0	160.0	0.0	-2.0	100.0	0.22567	-0.17266	0.09227	0.29875	5805	20210930	154736	aaa	
0	0	218.0	22.0	150.0	0.0	-2.0	90.0	0.2479	-0.2018	0.06488	0.32617	5814	20210930	154746	aaa	
0	0	218.0	22.0	140.0	0.0	-2.0	80.0	0.26548	-0.22285	0.02951	0.34786	5824	20210930	154756	aaa	
0	0	218.0	22.0	130.0	0.0	-2.0	70.0	0.27955	-0.23534	0.003381	0.36544	5834	20210930	154805	aaa	
0	0	218.0	22.0	120.0	0.0	-2.0	60.0	0.2842	-0.2411	-0.010989	0.3728	5844	20210930	154815	aaa	
0	0	218.0	22.0	110.0	0.0	-2.0	50.0	0.2849	-0.23977	-0.02936	0.3735	5854	20210930	154825	aaa	
0	0	218.0	22.0	100.0	0.0	-2.0	40.0	0.2714	-0.22914	-0.04948	0.3586	5863	20210930	154835	aaa	
0	0	218.0	22.0	90.0	0.0	-2.0	30.0	0.2443	-0.20431	-0.07933	0.3282	5873	20210930	154845	aaa	
0	0	218.0	22.0	80.0	0.0	-2.0	20.0	0.2071	-0.15324	-0.10962	0.28	5883	20210930	154855	aaa	
0	0	218.0	22.0	70.0	0.0	-2.0	10.0	0.1449	-0.11793	-0.12393	0.22419	5893	20210930	154904	aaa	
0	0	218.0	22.0	60.0	0.0	-2.0	0.0	0.09359	-0.08891	-0.1259	0.18032	5903	20210930	154914	aaa	
0	0	218.0	22.0	50.0	0.0	-2.0	-10.0	0.06317	-0.05859	-0.11102	0.14054	5913	20210930	154924	aaa	
0	0	218.0	22.0	40.0	0.0	-2.0	-20.0	0.04272	-0.03684	-0.09004	0.10626	5923	20210930	154934	aaa	
0	0	218.0	22.0	30.0	0.0	-2.0	-30.0	0.0289	-0.02316	-0.07036	0.07951	5932	20210930	154944	aaa	
0	0	218.0	22.0	20.0	0.0	-2.0	-40.0	0.019716	-0.014811	-0.05423	0.05957	5942	20210930	154953	aaa	
0	0	218.0	22.0	10.0	0.0	-2.0	-50.0	0.013653	-0.009703	-0.04169	0.04494	5952	20210930	155003	aaa	
0	0	220.0	22.0	10.0	2.0	-2.0	-50.0	0.012665	-0.009273	-0.04255	0.04535	5960	20210930	155011	aaa	
0	0	220.0	22.0	20.0	2.0	-2.0	-40.0	0.018452	-0.014064	-0.05555	0.06021	5970	20210930	155021	aaa	
0	0	220.0	22.0	30.0	2.0	-2.0	-30.0	0.027356	-0.021828	-0.07246	0.08047	5979	20210930	155031	aaa	
0	0	220.0	22.0	40.0	2.0	-2.0	-20.0	0.04106	-0.03448	-0.09332	0.10762	5989	20210930	155041	aaa	
0	0	220.0	22.0	50.0	2.0	-2.0	-10.0	0.06196	-0.05485	-0.11614	0.1426	5999	20210930	155051	aaa	
0	0	220.0	22.0	60.0	2.0	-2.0	0.0	0.09417	-0.08635	-0.13429	0.18536	6009	20210930	155100	aaa	
0	0	220.0	22.0	70.0	2.0	-2.0	10.0	0.14771	-0.13467	-0.13768	0.24272	6019	20210930	155110	aaa	
