D1 [m],D2 [m],setup length [m],Pz [MeV],"f(x',y') [mrad^2]",D1 + l1 + D2 + l2 [m],l1 [m],l2 [m],int Grad1 [T],int Grad2 [m]
0.31566391878793365,0.0381584279038233,1.2,850,2.6477957370242217e-06,0.653822346691757,0.1,0.2,15.84,-10.560000000000006
0.3144820776078279,0.062476468678611854,1.2,850,6.821411275294118e-06,0.5970117879651433,0.08585597291061922,0.15733346836276713,15.85765472597262,-10.574666266130844
0.3341668406044388,0.04715524913253237,1.2,900,3.1712800039999996e-07,0.6813220897369712,0.1,0.2,15.84,-10.560000000000006
0.3324585028518139,0.07005822950817048,1.2,900,5.121260948938271e-07,0.6275025762410953,0.08655276604548948,0.1596277204586346,15.856956301632811,-10.57412783881963
0.3512928354563612,0.056335484698852446,1.2,950,1.7339994881994463e-06,0.7076283201552136,0.1,0.2,15.84,-10.560000000000006
0.3524769419502772,0.07677060980575232,1.2,950,5.6378173839335174e-05,0.656368985045712,0.08713962618378839,0.1616010387067099,15.856357296952893,-10.573648449452815
0.36910549225328065,0.06531457833216257,1.2,1000,1.86671078996e-05,0.7344200705854433,0.1,0.2,15.84,-10.560000000000006
0.3669455125496072,0.08679087650069786,1.2,1000,1.5488912499999998e-05,0.6855477890779678,0.08769839018398194,0.16342932830854265,15.855777534329375,-10.573192474343953
