D1 [cm],D2 [cm],D3 [cm],D4 [cm],setup length [m],Pz [eV/c],"f(x',y') [mrad^2]",x acceptance [mrad],y acceptance [mrad],beam ratio [-]
23.0,176.8536,199.9954,,3.0,350000000.0,1000000000.0,0.0,0.0,0.0
23.0,176.8536,199.9954,,3.0,400000000.0,1000000000.0,0.0,0.0,0.0
23.0,4.1942,9.7459,,3.0,450000000.0,4.13618899049e-15,14.3,12.0,22.54
23.0,117.096,129.7485,,3.0,500000000.0,755.6921145684003,0.0,0.0,0.0
23.0,106.3226,140.5308,,3.0,550000000.0,515.8610604099999,0.0,0.0,0.0
23.0,7.6692,20.454,,3.0,600000000.0,6.486139920625001e-12,14.0,12.3,118.87
23.0,8.9117,24.5052,,3.0,650000000.0,2.427652897e-13,14.0,12.4,0.36
23.0,10.176,28.8571,,3.0,700000000.0,4.4600500276e-10,13.9,12.4,0.07
23.0,11.4502,33.5694,,3.0,750000000.0,5.914792817e-13,13.8,12.4,0.76
23.0,12.7215,38.7275,,3.0,800000000.0,1.0053766368040002e-12,13.2,12.5,12.83
23.0,103.7068,143.1431,,3.0,850000000.0,117.43876,0.0,0.0,0.0
23.0,15.1908,50.9682,,3.0,900000000.0,2.3006281730000002e-25,10.9,12.6,1.1
23.0,16.3382,58.62,,3.0,950000000.0,3.557961817e-09,9.9,12.6,1.0
23.0,17.3601,68.1807,,3.0,1000000000.0,4.248928441e-21,8.8,12.6,0.81
21.0,178.8515,199.9954,,3.0,200000000.0,1000000000.0,0.0,0.0,0.0
21.0,178.8515,199.9954,,3.0,250000000.0,1000000000.0,0.0,0.0,0.0
21.0,178.8515,199.9954,,3.0,300000000.0,1000000000.0,0.0,0.0,0.0
21.0,178.8515,199.9954,,3.0,350000000.0,1000000000.0,0.0,0.0,0.0
21.0,116.2545,132.6011,,3.0,400000000.0,1615.94363081,0.0,0.0,0.0
21.0,4.3807,10.4294,,3.0,450000000.0,2.58167253096e-17,15.5,13.0,6.43
21.0,5.5487,13.7764,,3.0,500000000.0,8.818158972500003e-12,15.4,13.1,13.57
21.0,6.773,17.3291,,3.0,550000000.0,1.49105636244e-23,15.3,13.2,0.14
21.0,8.0397,21.1075,,3.0,600000000.0,5.9519138500000015e-24,15.2,13.3,1.32
21.0,9.3368,25.1413,,3.0,650000000.0,1.5991359699999998e-25,15.1,13.3,2.32
21.0,10.6525,29.4727,,3.0,700000000.0,2.0790902644000007e-12,15.0,13.4,9.17
21.0,11.9762,34.16,,3.0,750000000.0,3.5581521796e-12,14.3,13.5,9.93
21.0,13.2949,39.2881,,3.0,800000000.0,4.967321364e-11,13.0,13.5,0.16
21.0,14.5942,44.9829,,3.0,850000000.0,5.877364298e-23,11.8,13.5,5.34
21.0,15.8551,51.4448,,3.0,900000000.0,1.872526625e-13,10.8,13.6,2.34
21.0,17.0481,59.0276,,3.0,950000000.0,2.181695449e-09,9.7,13.6,1.09
21.0,18.1182,68.4698,,3.0,1000000000.0,8.761797634e-11,8.7,13.6,1.04
24.0,175.8531,199.9954,,3.0,200000000.0,1000000000.0,0.0,0.0,0.0
24.0,175.8531,199.9954,,3.0,250000000.0,1000000000.0,0.0,0.0,0.0
24.0,175.8531,199.9954,,3.0,300000000.0,1000000000.0,0.0,0.0,0.0
24.0,175.8531,199.9954,,3.0,350000000.0,1000000000.0,0.0,0.0,0.0
24.0,175.8531,199.9954,,3.0,400000000.0,1000000000.0,0.0,0.0,0.0
24.0,175.8531,199.9954,,3.0,450000000.0,1000000000.0,0.0,0.0,0.0
24.0,5.1882,12.7543,,3.0,500000000.0,9.750493514e-21,13.7,11.7,0.97
24.0,6.3211,16.3217,,3.0,550000000.0,1.0712324860250001e-12,13.6,11.8,70.67
24.0,7.5022,20.1196,,3.0,600000000.0,1.5587573156504895e-20,13.5,11.8,0.01
24.0,8.7181,24.1784,,3.0,650000000.0,9.494058250010002e-13,13.4,11.9,26.86
24.0,9.9568,28.5402,,3.0,700000000.0,2.6473838788999998e-20,13.4,11.9,0.14
24.0,11.2065,33.2646,,3.0,750000000.0,6.21216733736e-13,13.3,12.0,24.01
24.0,12.4544,38.4375,,3.0,800000000.0,4.957502276840001e-21,13.3,12.0,0.12
24.0,104.0357,141.8141,,3.0,850000000.0,118.20463738,0.0,0.0,0.0
24.0,14.8776,50.7216,,3.0,900000000.0,1.2752266744900001e-13,11.0,12.1,26.04
24.0,9.8755,176.9991,,3.0,950000000.0,0.396630538484,4.5,12.1,8.83
24.0,17.0,68.0303,,3.0,1000000000.0,7.037868730000002e-26,8.9,12.1,1.31
32.0,167.8549,199.9954,,3.0,200000000.0,1000000000.0,0.0,0.0,0.0
32.0,167.8549,199.9954,,3.0,250000000.0,1000000000.0,0.0,0.0,0.0
32.0,167.8549,199.9954,,3.0,300000000.0,1000000000.0,0.0,0.0,0.0
32.0,167.8549,199.9954,,3.0,350000000.0,1000000000.0,0.0,0.0,0.0
32.0,167.8549,199.9954,,3.0,400000000.0,1000000000.0,0.0,0.0,0.0
32.0,167.8549,199.9954,,3.0,450000000.0,1000000000.0,0.0,0.0,0.0
32.0,167.8549,199.9954,,3.0,500000000.0,1000000000.0,0.0,0.0,0.0
32.0,167.8549,199.9954,,3.0,550000000.0,1000000000.0,0.0,0.0,0.0
32.0,167.8549,199.9954,,3.0,600000000.0,1000000000.0,0.0,0.0,0.0
32.0,7.5542,21.4051,,3.0,650000000.0,1.1735267530900002e-11,10.4,9.2,5.5
32.0,90.8935,146.9588,,3.0,700000000.0,238.71377309,0.0,0.0,0.0
32.0,94.1985,143.6514,,3.0,750000000.0,188.57857796000008,0.0,0.0,0.0
32.0,103.4672,134.3775,,3.0,800000000.0,155.58170525,0.0,0.0,0.0
32.0,11.7578,41.8367,,3.0,850000000.0,6.043069906900001e-12,10.3,9.3,0.14
32.0,12.7689,48.5714,,3.0,900000000.0,6.859690493289999e-13,10.2,9.3,11.19
32.0,129.4133,108.4416,,3.0,950000000.0,82.72050161000001,0.0,0.0,0.0
32.0,14.5025,66.7409,,3.0,1000000000.0,8.438011394000001e-15,9.2,9.4,5.73
29.0,170.8533,199.9954,,3.0,200000000.0,1000000000.0,0.0,0.0,0.0
29.0,170.8533,199.9954,,3.0,250000000.0,1000000000.0,0.0,0.0,0.0
29.0,170.8533,199.9954,,3.0,300000000.0,1000000000.0,0.0,0.0,0.0
29.0,170.8533,199.9954,,3.0,350000000.0,1000000000.0,0.0,0.0,0.0
29.0,170.8533,199.9954,,3.0,400000000.0,1000000000.0,0.0,0.0,0.0
29.0,170.8533,199.9954,,3.0,450000000.0,1000000000.0,0.0,0.0,0.0
29.0,170.8533,199.9954,,3.0,500000000.0,1000000000.0,0.0,0.0,0.0
29.0,170.8533,199.9954,,3.0,550000000.0,1000000000.0,0.0,0.0,0.0
29.0,6.834,18.3775,,3.0,600000000.0,5.68135206325e-11,11.4,10.0,10.76
29.0,7.9178,22.4725,,3.0,650000000.0,1.6383974450000001e-19,11.4,10.0,14.27
29.0,9.0305,26.8805,,3.0,700000000.0,7.2930778516e-12,11.3,10.1,15.15
29.0,94.415,146.4385,,3.0,750000000.0,180.00041235999998,0.0,0.0,0.0
29.0,98.9843,141.8682,,3.0,800000000.0,147.25416435999998,0.0,0.0,0.0
29.0,12.4054,42.7491,,3.0,850000000.0,6.296859245000001e-11,11.2,10.2,6.83
29.0,13.485,49.4068,,3.0,900000000.0,1.4958541880899997e-11,11.2,10.2,0.05
29.0,130.0989,110.757,,3.0,950000000.0,83.42650648999998,0.0,0.0,0.0
29.0,15.3667,67.2338,,3.0,1000000000.0,1.5810068174976005e-15,9.1,10.3,40.91
30.0,169.8559,199.9954,,3.0,200000000.0,1000000000.0,0.0,0.0,0.0
30.0,169.8559,199.9954,,3.0,250000000.0,1000000000.0,0.0,0.0,0.0
30.0,169.8559,199.9954,,3.0,300000000.0,1000000000.0,0.0,0.0,0.0
30.0,169.8559,199.9954,,3.0,350000000.0,1000000000.0,0.0,0.0,0.0
30.0,169.8559,199.9954,,3.0,400000000.0,1000000000.0,0.0,0.0,0.0
30.0,169.8559,199.9954,,3.0,450000000.0,1000000000.0,0.0,0.0,0.0
30.0,169.8559,199.9954,,3.0,500000000.0,1000000000.0,0.0,0.0,0.0
30.0,169.8559,199.9954,,3.0,550000000.0,1000000000.0,0.0,0.0,0.0
30.0,6.73,18.0179,,3.0,600000000.0,1.7617374440100005e-25,11.1,9.7,8.73
30.0,7.7873,22.1202,,3.0,650000000.0,3.9570260090000004e-21,11.0,9.7,0.2
30.0,142.189,97.6644,,3.0,700000000.0,231.35826484000003,0.0,0.0,0.0
30.0,94.4976,145.358,,3.0,750000000.0,182.97059464,0.0,0.0,0.0
30.0,98.8209,141.0327,,3.0,800000000.0,148.90143844000005,0.0,0.0,0.0
30.0,12.1804,42.4483,,3.0,850000000.0,3.626648296400001e-12,10.9,9.9,12.1
30.0,13.2372,49.1309,,3.0,900000000.0,2.2702961801000002e-26,10.9,9.9,0.08
30.0,129.7241,110.1292,,3.0,950000000.0,83.21491552999998,0.0,0.0,0.0
30.0,15.0696,67.0694,,3.0,1000000000.0,1.7856083220999995e-16,9.2,10.0,0.29
31.0,168.8554,199.9954,,3.0,200000000.0,1000000000.0,0.0,0.0,0.0
31.0,168.8554,199.9954,,3.0,250000000.0,1000000000.0,0.0,0.0,0.0
31.0,168.8554,199.9954,,3.0,300000000.0,1000000000.0,0.0,0.0,0.0
31.0,168.8554,199.9954,,3.0,350000000.0,1000000000.0,0.0,0.0,0.0
31.0,168.8554,199.9954,,3.0,400000000.0,1000000000.0,0.0,0.0,0.0
31.0,168.8554,199.9954,,3.0,450000000.0,1000000000.0,0.0,0.0,0.0
31.0,168.8554,199.9954,,3.0,500000000.0,1000000000.0,0.0,0.0,0.0
31.0,168.8554,199.9954,,3.0,550000000.0,1000000000.0,0.0,0.0,0.0
31.0,168.8554,199.9954,,3.0,600000000.0,1000000000.0,0.0,0.0,0.0
31.0,7.6664,21.7641,,3.0,650000000.0,8.399813889999999e-21,10.7,9.5,0.17
31.0,95.9249,142.9295,,3.0,700000000.0,242.48962384,0.0,0.0,0.0
31.0,94.4378,144.4089,,3.0,750000000.0,185.89359364,0.0,0.0,0.0
31.0,98.8105,140.0406,,3.0,800000000.0,150.71369524000002,0.0,0.0,0.0
31.0,11.9646,42.1441,,3.0,850000000.0,3.6820513349000005e-24,10.6,9.6,6.19
31.0,12.9985,48.8531,,3.0,900000000.0,5.0792685800000006e-11,10.5,9.6,2.07
31.0,129.6408,109.2103,,3.0,950000000.0,82.92392954,0.0,0.0,0.0
31.0,14.782,66.9053,,3.0,1000000000.0,9.713079334249999e-15,9.2,9.7,33.86
18.0,2.5001,4.8047,,3.0,200000000.0,97.32732705,0.0,0.0,0.0
18.0,181.8547,199.9954,,3.0,250000000.0,1000000000.0,0.0,0.0,0.0
18.0,181.8547,199.9954,,3.0,300000000.0,1000000000.0,0.0,0.0,0.0
18.0,2.5001,5.1893,,3.0,350000000.0,0.000638454717,18.0,14.5,1.09
18.0,3.5575,8.2636,,3.0,400000000.0,3.662239492e-15,17.8,14.7,0.72
18.0,4.7606,11.4114,,3.0,450000000.0,5.367664450000001e-26,17.6,14.8,1.81
18.0,6.0285,14.747,,3.0,500000000.0,2.5857113657600007e-11,17.5,15.0,8.39
18.0,119.9979,131.8509,,3.0,550000000.0,462.8815566400001,0.0,0.0,0.0
18.0,8.7002,22.0381,,3.0,600000000.0,1.31766102125e-13,17.3,15.1,8.37
18.0,129.3238,122.5277,,3.0,650000000.0,267.16463044,0.0,0.0,0.0
18.0,11.4742,30.3412,,3.0,700000000.0,1.0491540497960002e-12,15.3,15.3,13.31
18.0,132.3223,119.5299,,3.0,750000000.0,171.26850055999998,0.0,0.0,0.0
18.0,129.5109,122.34,,3.0,800000000.0,142.83212621000004,0.0,0.0,0.0
18.0,15.6309,45.7125,,3.0,850000000.0,1.04735473e-13,11.5,15.4,0.74
18.0,16.9592,52.1044,,3.0,900000000.0,2.406452067721e-14,10.5,15.5,0.07
18.0,18.2189,59.5892,,3.0,950000000.0,1.3999776003284e-09,9.5,15.5,50.71
18.0,19.359,68.8672,,3.0,1000000000.0,2.18609309e-10,8.5,15.4,1.19
20.0,2.5006,4.8047,,3.0,200000000.0,116.26318924999998,0.0,0.0,0.0
20.0,179.8536,199.9954,,3.0,250000000.0,1000000000.0,0.0,0.0,0.0
20.0,179.8536,199.9954,,3.0,300000000.0,1000000000.0,0.0,0.0,0.0
20.0,179.8536,199.9954,,3.0,350000000.0,1000000000.0,0.0,0.0,0.0
20.0,130.2532,119.599,,3.0,400000000.0,1559.54216925,0.0,0.0,0.0
20.0,134.6309,115.2223,,3.0,450000000.0,998.2578759361,0.0,0.0,0.0
20.0,5.6946,14.1061,,3.0,500000000.0,7.719891919999999e-13,16.0,13.7,12.26
20.0,6.9497,17.6534,,3.0,550000000.0,5.232548662400001e-12,15.9,13.8,19.93
20.0,8.2451,21.425,,3.0,600000000.0,7.174987240000003e-12,15.8,13.9,11.31
20.0,9.5695,25.4495,,3.0,650000000.0,5.939943840008228e-12,15.7,13.9,849701.92
20.0,10.9115,29.77,,3.0,700000000.0,5.108797834399999e-12,15.6,14.0,5.8
20.0,12.2599,34.4442,,3.0,750000000.0,6.7025040004e-18,14.2,14.0,13.01
20.0,130.5636,119.2896,,3.0,800000000.0,143.06790303999998,0.0,0.0,0.0
20.0,14.9249,45.2341,,3.0,850000000.0,2.5064917480000013e-13,11.7,14.1,3.82
20.0,16.2081,51.6723,,3.0,900000000.0,4.9617234787600004e-15,10.7,14.2,11.22
20.0,17.4235,59.221,,3.0,950000000.0,4.2856596e-10,9.6,14.2,0.57
20.0,18.5172,68.6082,,3.0,1000000000.0,1.935747476e-11,8.7,14.2,1.1
19.0,2.5005,4.8047,,3.0,200000000.0,106.62089764,0.0,0.0,0.0
19.0,180.8542,199.9954,,3.0,250000000.0,1000000000.0,0.0,0.0,0.0
19.0,180.8542,199.9954,,3.0,300000000.0,1000000000.0,0.0,0.0,0.0
19.0,2.5001,4.8047,,3.0,350000000.0,0.002743532944,17.2,13.9,0.63
19.0,3.4529,7.9405,,3.0,400000000.0,7.815501289999999e-18,17.0,14.0,3.08
19.0,4.6199,11.0901,,3.0,450000000.0,1.1768888020000004e-11,16.9,14.2,8.7
19.0,5.8542,14.4299,,3.0,500000000.0,9.9256275396e-12,16.7,14.3,10.58
19.0,7.1403,17.9716,,3.0,550000000.0,8.361460809999999e-24,16.6,14.4,0.51
19.0,8.465,21.7354,,3.0,600000000.0,6.629317404999999e-11,16.5,14.5,0.74
19.0,135.0995,115.7554,,3.0,650000000.0,268.1223418900001,0.0,0.0,0.0
19.0,11.1851,30.0597,,3.0,700000000.0,1.44877469989e-11,15.5,14.6,0.12
19.0,125.333,125.5167,,3.0,750000000.0,174.00562709000008,0.0,0.0,0.0
19.0,13.9246,39.8193,,3.0,800000000.0,5.519034999490002e-11,12.8,14.7,0.13
19.0,15.2701,45.4775,,3.0,850000000.0,3.244445088210001e-13,11.6,14.8,17.29
19.0,16.5757,51.8924,,3.0,900000000.0,5.805528002900001e-12,10.6,14.8,0.07
19.0,17.8137,59.4079,,3.0,950000000.0,6.999221258000001e-15,9.6,14.8,0.83
19.0,18.9307,68.7406,,3.0,1000000000.0,1.2276145817e-10,8.6,14.8,1.21
17.0,2.5001,4.8047,,3.0,200000000.0,88.41133228999998,0.0,0.0,0.0
17.0,182.8554,199.9954,,3.0,250000000.0,1000000000.0,0.0,0.0,0.0
17.0,2.5003,4.8047,,3.0,300000000.0,1.8704481601,19.1,15.0,0.31
17.0,2.5177,5.6167,,3.0,350000000.0,1.1222913481e-20,18.9,15.2,0.31
17.0,3.6768,8.5807,,3.0,400000000.0,1.4109868961e-20,18.7,15.4,2.26
17.0,131.8115,121.0401,,3.0,450000000.0,897.33385081,0.0,0.0,0.0
17.0,6.2185,15.0571,,3.0,500000000.0,1.29971463949e-11,18.3,15.7,8.8
17.0,7.5675,18.586,,3.0,550000000.0,7.3843573576e-12,18.2,15.8,6.98
17.0,141.5357,111.3167,,3.0,600000000.0,328.7401009999999,0.0,0.0,0.0
17.0,10.359,26.3285,,3.0,650000000.0,1.6141194821e-10,16.8,16.0,0.34
17.0,111.9634,140.8885,,3.0,700000000.0,205.95221341000007,0.0,0.0,0.0
17.0,13.2028,35.2492,,3.0,750000000.0,1.3576258961e-12,13.8,16.1,9.53
17.0,14.6169,40.3168,,3.0,800000000.0,1.918459933000001e-11,12.5,16.2,0.13
17.0,16.0082,45.9387,,3.0,850000000.0,2.0189380676e-12,11.4,16.2,0.73
17.0,17.3585,52.3083,,3.0,900000000.0,1.13662809e-10,10.4,16.2,1.87
17.0,18.6404,59.7609,,3.0,950000000.0,1.5646218249999995e-09,9.4,16.0,1.3
17.0,19.8031,68.9882,,3.0,1000000000.0,1.5822280808e-10,8.4,15.6,1.21
28.0,171.8539,199.9954,,3.0,200000000.0,1000000000.0,0.0,0.0,0.0
28.0,171.8539,199.9954,,3.0,250000000.0,1000000000.0,0.0,0.0,0.0
28.0,171.8539,199.9954,,3.0,300000000.0,1000000000.0,0.0,0.0,0.0
28.0,171.8539,199.9954,,3.0,350000000.0,1000000000.0,0.0,0.0,0.0
28.0,171.8539,199.9954,,3.0,400000000.0,1000000000.0,0.0,0.0,0.0
28.0,171.8539,199.9954,,3.0,450000000.0,1000000000.0,0.0,0.0,0.0
28.0,171.8539,199.9954,,3.0,500000000.0,1000000000.0,0.0,0.0,0.0
28.0,5.8789,14.9121,,3.0,550000000.0,2.5703789132410007e-12,11.8,10.3,18.11
28.0,6.9472,18.7339,,3.0,600000000.0,1.7898243924999997e-12,11.8,10.3,8.81
28.0,8.0573,22.8221,,3.0,650000000.0,2.5690115476000005e-16,11.7,10.4,13.94
28.0,9.1949,27.221,,3.0,700000000.0,3.088944687449e-12,11.7,10.4,20.75
28.0,100.8522,141.0021,,3.0,750000000.0,183.99685684,0.0,0.0,0.0
28.0,98.6671,143.1881,,3.0,800000000.0,145.28311876,0.0,0.0,0.0
28.0,128.5526,113.3024,,3.0,850000000.0,121.378685,0.0,0.0,0.0
28.0,13.7423,49.6786,,3.0,900000000.0,2.6725205809e-12,11.3,10.6,0.3
28.0,130.0528,111.8026,,3.0,950000000.0,83.8462385,0.0,0.0,0.0
28.0,15.6727,67.3967,,3.0,1000000000.0,9.736926136999997e-11,9.1,10.6,0.84
26.0,173.8551,199.9954,,3.0,200000000.0,1000000000.0,0.0,0.0,0.0
26.0,173.8551,199.9954,,3.0,250000000.0,1000000000.0,0.0,0.0,0.0
26.0,173.8551,199.9954,,3.0,300000000.0,1000000000.0,0.0,0.0,0.0
26.0,173.8551,199.9954,,3.0,350000000.0,1000000000.0,0.0,0.0,0.0
26.0,173.8551,199.9954,,3.0,400000000.0,1000000000.0,0.0,0.0,0.0
26.0,173.8551,199.9954,,3.0,450000000.0,1000000000.0,0.0,0.0,0.0
26.0,5.0063,12.0485,,3.0,500000000.0,2.8124177300000004e-27,12.7,10.9,1.27
26.0,110.0286,133.826,,3.0,550000000.0,569.8969643449,0.0,0.0,0.0
26.0,7.2035,19.4352,,3.0,600000000.0,3.778894210976e-12,12.6,11.0,19.95
26.0,8.3662,23.509,,3.0,650000000.0,5.881292697759999e-11,12.5,11.1,18.36
26.0,9.5545,27.8894,,3.0,700000000.0,5.880625375658668e-16,12.5,11.1,3956.54
26.0,10.7554,32.6376,,3.0,750000000.0,6.756379850090001e-23,12.4,11.2,8.73
26.0,98.5145,145.3369,,3.0,800000000.0,141.92832196,0.0,0.0,0.0
26.0,13.1403,43.6268,,3.0,850000000.0,7.72542151901e-13,12.3,11.2,9.6
26.0,14.2881,50.2097,,3.0,900000000.0,1.984825985e-13,11.2,11.3,0.58
26.0,129.9161,113.9387,,3.0,950000000.0,84.81294736000001,0.0,0.0,0.0
26.0,16.3149,67.7186,,3.0,1000000000.0,1.6225598978000002e-14,9.0,11.3,1.07
25.0,174.8523,199.9954,,3.0,200000000.0,1000000000.0,0.0,0.0,0.0
25.0,174.8523,199.9954,,3.0,250000000.0,1000000000.0,0.0,0.0,0.0
25.0,174.8523,199.9954,,3.0,300000000.0,1000000000.0,0.0,0.0,0.0
25.0,174.8523,199.9954,,3.0,350000000.0,1000000000.0,0.0,0.0,0.0
25.0,174.8523,199.9954,,3.0,400000000.0,1000000000.0,0.0,0.0,0.0
25.0,174.8523,199.9954,,3.0,450000000.0,1000000000.0,0.0,0.0,0.0
25.0,5.0919,12.4036,,3.0,500000000.0,1.9849824208999998e-10,13.2,11.3,0.46
25.0,6.1946,15.9756,,3.0,550000000.0,2.8261716296960005e-12,13.1,11.4,82.96
25.0,7.3476,19.7793,,3.0,600000000.0,1.7691607214239998e-12,13.0,11.4,27.2
25.0,8.5367,23.8457,,3.0,650000000.0,6.138409269251024e-13,13.0,11.5,6094.75
25.0,9.75,28.2173,,3.0,700000000.0,5.58467081e-22,12.9,11.5,0.79
25.0,10.9755,32.9532,,3.0,750000000.0,6.262195596610816e-13,12.9,11.6,1053.66
25.0,102.737,142.1128,,3.0,800000000.0,143.50227944000002,0.0,0.0,0.0
25.0,104.1357,140.7172,,3.0,850000000.0,118.90763281,0.0,0.0,0.0
25.0,14.5771,50.4679,,3.0,900000000.0,2.4114205078224997e-13,11.1,11.7,62.84
25.0,9.5654,176.0207,,3.0,950000000.0,0.3802432058959999,4.5,11.7,9.21
25.0,16.6519,67.8756,,3.0,1000000000.0,5.269054697e-11,9.0,11.7,0.94
27.0,172.8546,199.9954,,3.0,200000000.0,1000000000.0,0.0,0.0,0.0
27.0,172.8546,199.9954,,3.0,250000000.0,1000000000.0,0.0,0.0,0.0
27.0,172.8546,199.9954,,3.0,300000000.0,1000000000.0,0.0,0.0,0.0
27.0,172.8546,199.9954,,3.0,350000000.0,1000000000.0,0.0,0.0,0.0
27.0,172.8546,199.9954,,3.0,400000000.0,1000000000.0,0.0,0.0,0.0
27.0,172.8546,199.9954,,3.0,450000000.0,1000000000.0,0.0,0.0,0.0
27.0,172.8546,199.9954,,3.0,500000000.0,1000000000.0,0.0,0.0,0.0
27.0,5.9737,15.2708,,3.0,550000000.0,9.187236623240002e-13,12.2,10.6,26.52
27.0,7.0701,19.0868,,3.0,600000000.0,1.22148328949e-23,12.2,10.7,4.99
27.0,8.2063,23.1679,,3.0,650000000.0,1.5248591577640002e-22,12.1,10.7,24.22
27.0,9.3692,27.5577,,3.0,700000000.0,8.607934326641e-14,12.1,10.8,66.86
27.0,10.546,32.3169,,3.0,750000000.0,1.452266019916774e-12,12.0,10.8,12101.47
27.0,98.7177,144.1374,,3.0,800000000.0,143.64271829000003,0.0,0.0,0.0
27.0,12.8848,43.3383,,3.0,850000000.0,1.04639294916e-11,11.9,10.9,0.07
27.0,14.0098,49.9465,,3.0,900000000.0,1.3016774502250004e-14,11.2,10.9,23.75
27.0,130.0398,112.8146,,3.0,950000000.0,84.29275592999998,0.0,0.0,0.0
27.0,15.9886,67.5587,,3.0,1000000000.0,2.9988172370000004e-11,9.1,10.9,0.86
38.0,2.5007,4.8047,,3.0,200000000.0,338.14859740160006,0.0,0.0,0.0
38.0,161.8531,199.9954,,3.0,250000000.0,1000000000.0,0.0,0.0,0.0
38.0,161.8531,199.9954,,3.0,300000000.0,1000000000.0,0.0,0.0,0.0
38.0,161.8531,199.9954,,3.0,350000000.0,1000000000.0,0.0,0.0,0.0
38.0,161.8531,199.9954,,3.0,400000000.0,1000000000.0,0.0,0.0,0.0
38.0,161.8531,199.9954,,3.0,450000000.0,1000000000.0,0.0,0.0,0.0
38.0,161.8531,199.9954,,3.0,500000000.0,1000000000.0,0.0,0.0,0.0
38.0,161.8531,199.9954,,3.0,550000000.0,1000000000.0,0.0,0.0,0.0
38.0,161.8531,199.9954,,3.0,600000000.0,1000000000.0,0.0,0.0,0.0
38.0,161.8531,199.9954,,3.0,650000000.0,1000000000.0,0.0,0.0,0.0
38.0,161.8531,199.9954,,3.0,700000000.0,1000000000.0,0.0,0.0,0.0
38.0,161.8531,199.9954,,3.0,750000000.0,1000000000.0,0.0,0.0,0.0
38.0,161.8531,199.9954,,3.0,800000000.0,1000000000.0,0.0,0.0,0.0
38.0,10.6825,39.9489,,3.0,850000000.0,7.3808599509e-12,8.8,8.0,6.06
38.0,11.5568,46.845,,3.0,900000000.0,1.8335183021e-12,8.8,8.0,5.92
38.0,129.1791,102.6758,,3.0,950000000.0,81.53670850000002,0.0,0.0,0.0
38.0,12.984,65.7913,,3.0,1000000000.0,1.2932365382500004e-13,8.7,8.0,0.11
39.0,2.5009,4.8047,,3.0,200000000.0,352.5502066704,0.0,0.0,0.0
39.0,160.8559,199.9954,,3.0,250000000.0,1000000000.0,0.0,0.0,0.0
39.0,160.8559,199.9954,,3.0,300000000.0,1000000000.0,0.0,0.0,0.0
39.0,160.8559,199.9954,,3.0,350000000.0,1000000000.0,0.0,0.0,0.0
39.0,160.8559,199.9954,,3.0,400000000.0,1000000000.0,0.0,0.0,0.0
39.0,160.8559,199.9954,,3.0,450000000.0,1000000000.0,0.0,0.0,0.0
39.0,160.8559,199.9954,,3.0,500000000.0,1000000000.0,0.0,0.0,0.0
39.0,160.8559,199.9954,,3.0,550000000.0,1000000000.0,0.0,0.0,0.0
39.0,160.8559,199.9954,,3.0,600000000.0,1000000000.0,0.0,0.0,0.0
39.0,160.8559,199.9954,,3.0,650000000.0,1000000000.0,0.0,0.0,0.0
39.0,160.8559,199.9954,,3.0,700000000.0,1000000000.0,0.0,0.0,0.0
39.0,160.8559,199.9954,,3.0,750000000.0,1000000000.0,0.0,0.0,0.0
39.0,160.8559,199.9954,,3.0,800000000.0,1000000000.0,0.0,0.0,0.0
39.0,179.7217,51.1317,,3.0,850000000.0,48.7305429689,0.0,0.0,0.0
39.0,11.3796,46.5536,,3.0,900000000.0,3.0195622981e-12,8.6,7.8,5.45
39.0,129.1381,101.7168,,3.0,950000000.0,81.39718145000002,0.0,0.0,0.0
39.0,8.5015,131.7071,,3.0,1000000000.0,4.108060829000001e-11,5.7,7.8,2.74
37.0,2.5006,4.8047,,3.0,200000000.0,323.94253170250005,0.0,0.0,0.0
37.0,162.8536,199.9954,,3.0,250000000.0,1000000000.0,0.0,0.0,0.0
37.0,162.8536,199.9954,,3.0,300000000.0,1000000000.0,0.0,0.0,0.0
37.0,162.8536,199.9954,,3.0,350000000.0,1000000000.0,0.0,0.0,0.0
37.0,162.8536,199.9954,,3.0,400000000.0,1000000000.0,0.0,0.0,0.0
37.0,162.8536,199.9954,,3.0,450000000.0,1000000000.0,0.0,0.0,0.0
37.0,162.8536,199.9954,,3.0,500000000.0,1000000000.0,0.0,0.0,0.0
37.0,162.8536,199.9954,,3.0,550000000.0,1000000000.0,0.0,0.0,0.0
37.0,162.8536,199.9954,,3.0,600000000.0,1000000000.0,0.0,0.0,0.0
37.0,162.8536,199.9954,,3.0,650000000.0,1000000000.0,0.0,0.0,0.0
37.0,162.8536,199.9954,,3.0,700000000.0,1000000000.0,0.0,0.0,0.0
37.0,162.8536,199.9954,,3.0,750000000.0,1000000000.0,0.0,0.0,0.0
37.0,9.9096,34.2757,,3.0,800000000.0,1.8884482986100007e-25,9.0,8.2,0.12
37.0,10.8437,40.2665,,3.0,850000000.0,1.0506863208999997e-12,9.0,8.2,6.59
37.0,11.7406,47.1359,,3.0,900000000.0,8.79916052669e-11,9.0,8.2,22.0
37.0,129.6067,103.2454,,3.0,950000000.0,81.48881545,0.0,0.0,0.0
37.0,13.2203,65.9415,,3.0,1000000000.0,1.3399702541e-14,8.9,8.2,0.13
40.0,2.5005,4.8047,,3.0,200000000.0,367.0271282596,0.0,0.0,0.0
40.0,159.8551,199.9954,,3.0,250000000.0,1000000000.0,0.0,0.0,0.0
