D1 [cm],D2 [cm],D3 [cm],D4 [cm],setup length [m],Pz [eV/c],"f(x',y') [mrad^2]",x acceptance [mrad],y acceptance [mrad],beam ratio [-]
6.0,13.5527,32.6055,,1.2,750000000.0,1.056079012,13.8,26.5,2.32
6.0,14.2645,32.4734,,1.2,800000000.0,1.2092277985999995,13.8,25.9,2.16
6.0,14.8275,32.376599999999996,,1.2,850000000.0,1.3483412276,13.8,25.4,2.02
6.0,15.3818,32.0456,,1.2,900000000.0,1.4740375509,13.9,25.0,1.92
6.0,15.7894,31.7992,,1.2,950000000.0,1.5872050664,14.0,24.7,1.83
6.0,16.270699999999998,31.470399999999998,,1.2,1000000000.0,1.6890170400000002,14.1,24.3,1.77
7.0,2.5003,4.805899999999999,,1.2,200000000.0,1.9591855289,38.1,28.0,0.19
7.0,2.5000999999999998,4.8058,,1.2,250000000.0,0.1213041544999999,35.4,28.9,0.33
7.0,2.7108,6.711,,2.0,300000000.0,5.788481877e-19,31.8,29.5,5.47
7.0,4.19,10.033,,2.0,350000000.0,1.3632911268100003e-09,27.1,30.0,4.93
7.0,5.7093,13.688099999999999,,2.0,400000000.0,2.3804366009000003e-08,23.4,30.3,3.16
7.0,7.2447,17.7439,,2.0,450000000.0,9.582251929999998e-09,20.3,30.6,0.07
7.0,8.7719,22.3204,,2.0,500000000.0,1.0882268100000001e-13,17.7,29.3,0.52
7.0,10.2662,27.6121,,2.0,550000000.0,9.672364381000002e-13,15.5,27.9,0.56
7.0,11.6905,33.9889,,2.0,600000000.0,1.1189749140000003e-09,13.5,26.7,2.07
7.0,12.975,42.3113,,2.0,650000000.0,2.8006677469000013e-20,11.7,25.7,2.07
7.0,13.861600000000001,56.2871,,2.0,700000000.0,8.55934789e-12,9.6,25.1,0.35
7.0,13.5358,32.0786,,1.2,750000000.0,1.0315719976,14.0,25.3,2.4
7.0,14.300799999999999,31.8248,,1.2,800000000.0,1.1836412641000005,14.0,24.8,2.22
7.0,14.8529,31.6745,,1.2,850000000.0,1.3224064976,14.0,24.4,2.06
7.0,15.6369,31.2031,,1.2,900000000.0,1.4483109064000002,14.0,23.9,1.98
7.0,15.8005,31.2674,,1.2,950000000.0,1.5620174209,14.1,23.7,1.85
7.0,16.307100000000002,30.8594,,1.2,1000000000.0,1.6645537424,14.2,23.4,1.78
2.0,2.5000999999999998,4.8058,,1.2,200000000.0,0.3745831832999999,30.4,55.4,0.49
2.0,2.6245999999999996,6.756900000000001,,1.2,250000000.0,3.8125505049999997e-11,29.0,55.0,0.19
2.0,4.6887,7.5185,,2.0,300000000.0,6.427146412999999e-19,26.5,49.0,4.56
2.0,6.4282,10.8017,,2.0,350000000.0,1.1183127219999994e-09,22.9,44.8,2.73
2.0,8.17,14.4054,,2.0,400000000.0,3.4454623843999994e-10,19.9,41.2,0.17
2.0,9.8974,18.404700000000002,,2.0,450000000.0,5.340512402e-09,17.4,38.2,2.75
2.0,11.593800000000002,22.9115,,2.0,500000000.0,4.3476301940000015e-09,15.3,35.6,2.74
2.0,13.238599999999998,28.1201,,2.0,550000000.0,1.915323796e-15,13.5,33.4,0.4
2.0,14.8004,34.3799,,2.0,600000000.0,3.196005235999999e-13,11.9,31.5,0.41
2.0,16.2169,42.4926,,2.0,650000000.0,1.654163901e-21,10.3,30.0,0.34
2.0,17.270799999999998,55.6136,,2.0,700000000.0,1.159418657e-16,8.6,28.9,0.94
2.0,13.6748,34.7044,,1.2,750000000.0,1.1701285713,13.1,32.1,2.0
2.0,14.1373,34.4786,,1.2,800000000.0,1.3257639169000002,13.3,31.4,1.89
2.0,14.418,34.2517,,1.2,850000000.0,1.4647047689,13.5,30.9,1.79
2.0,14.732000000000001,34.143,,1.2,900000000.0,1.5882272801000006,13.6,30.4,1.72
2.0,14.8925,34.1184,,1.2,950000000.0,1.6980485209,13.7,30.1,1.65
2.0,15.3115,33.9268,,1.2,1000000000.0,1.7956103944,13.8,29.6,1.62
1.0,2.5000999999999998,4.8058,,1.2,200000000.0,0.2122671708999999,29.2,63.1,0.72
1.0,3.1664,6.8422,,1.2,250000000.0,4.0756699720900004e-15,27.5,59.5,8.53
1.0,5.2808,7.6123,,2.0,300000000.0,1.9320444949e-12,25.2,52.5,0.25
1.0,7.0649,10.888399999999999,,2.0,350000000.0,1.85892460325e-09,21.8,47.5,7.08
1.0,8.8426,14.4848,,2.0,400000000.0,2.143280705e-15,19.1,43.5,0.35
1.0,10.6,18.4754,,2.0,450000000.0,1.920401837e-13,16.7,40.0,0.29
1.0,12.3217,22.974,,2.0,500000000.0,4.734315764e-09,14.8,37.2,2.81
1.0,13.988599999999998,28.1723,,2.0,550000000.0,2.3737378600000005e-25,13.1,34.8,3.15
1.0,15.569700000000001,34.418,,2.0,600000000.0,1.732534024e-09,11.5,32.7,2.52
1.0,17.0041,42.5052,,2.0,650000000.0,4.626176788000001e-15,10.0,31.1,2.47
1.0,18.0794,55.5292,,2.0,700000000.0,9.20186122e-20,8.4,29.9,1.66
1.0,13.7528,35.0482,,1.2,750000000.0,1.203354752,13.0,33.8,1.93
1.0,14.2607,34.6817,,1.2,800000000.0,1.3592163600999998,13.2,32.9,1.85
1.0,14.511099999999999,34.625,,1.2,850000000.0,1.4975011229,13.3,32.4,1.76
1.0,14.6194,34.7556,,1.2,900000000.0,1.6200174341000002,13.5,32.0,1.67
1.0,14.9044,34.4563,,1.2,950000000.0,1.7285735396000002,13.7,31.6,1.62
1.0,15.464,34.1592,,1.2,1000000000.0,1.8250623376,13.7,30.8,1.61
3.0,2.5000999999999998,4.8058,,1.2,200000000.0,0.5938484980000001,31.7,46.5,0.37
3.0,2.5000999999999998,6.3036,,1.2,250000000.0,0.004405467805,30.4,47.7,0.58
3.0,4.1768,7.399500000000001,,2.0,300000000.0,3.6087020136e-14,27.8,46.0,0.19
3.0,5.8674,10.6903,,2.0,350000000.0,7.5390724049e-14,23.8,42.4,0.05
3.0,7.5684000000000005,14.303199999999999,,2.0,400000000.0,1.5872979170000002e-15,20.7,39.2,1.95
3.0,9.2617,18.311500000000002,,2.0,450000000.0,3.7669017639999993e-25,18.1,36.5,0.83
3.0,10.9287,22.83,,2.0,500000000.0,2.5099409960000003e-09,15.9,34.1,2.42
3.0,12.5479,28.051599999999997,,2.0,550000000.0,1.304974336e-13,14.0,32.1,0.49
3.0,14.087,34.3284,,2.0,600000000.0,4.45800394e-20,12.2,30.4,1.3
3.0,15.4817,42.4731,,2.0,650000000.0,8.284896984999999e-11,10.6,29.0,2.0
3.0,16.5098,55.7148,,2.0,700000000.0,4.659652996e-13,8.9,28.1,0.95
3.0,13.5986,34.168800000000005,,1.2,750000000.0,1.1389210384000004,13.3,30.5,2.07
3.0,14.273699999999998,33.7819,,1.2,800000000.0,1.2942941636,13.4,29.7,1.97
3.0,14.6627,33.662600000000005,,1.2,850000000.0,1.4335183124,13.5,29.2,1.87
3.0,14.8856,33.6958,,1.2,900000000.0,1.5578432941,13.6,28.9,1.77
3.0,15.069600000000001,33.787800000000004,,1.2,950000000.0,1.6686889636000002,13.8,28.6,1.69
3.0,15.3525,33.4654,,1.2,1000000000.0,1.7674993876,13.9,28.2,1.64
4.0,2.5000999999999998,4.8058,,1.2,200000000.0,0.8659131053000001,33.1,39.8,0.3
4.0,2.5000999999999998,5.6589,,1.2,250000000.0,0.0211141514,31.9,40.9,0.68
4.0,3.7325,7.2572,,2.0,300000000.0,1.065543898e-27,28.9,41.7,0.85
4.0,5.3712,10.556199999999999,,2.0,350000000.0,5.493314205121e-14,24.8,40.1,0.04
4.0,7.0288,14.1789,,2.0,400000000.0,1.69202041e-21,21.4,37.4,1.36
4.0,8.684800000000001,18.1983,,2.0,450000000.0,6.000331219999999e-15,18.7,34.9,1.46
4.0,10.3195,22.729400000000002,,2.0,500000000.0,2.165988416e-09,16.4,32.8,2.19
4.0,11.9102,27.9661,,2.0,550000000.0,4.7210062499999996e-17,14.4,31.0,0.66
4.0,13.4233,34.2644,,2.0,600000000.0,1.439385314e-19,12.6,29.4,0.47
4.0,14.7939,42.4463,,2.0,650000000.0,2.1994390261000008e-12,10.9,28.1,2.33
4.0,15.7917,55.835,,2.0,700000000.0,4.39310794e-24,9.1,27.3,0.56
4.0,13.5674,33.649499999999996,,1.2,750000000.0,1.1096082325,13.5,29.1,2.15
4.0,14.170399999999999,33.4346,,1.2,800000000.0,1.26434673,13.6,28.4,2.02
4.0,14.624400000000001,33.2607,,1.2,850000000.0,1.4037695761,13.6,27.9,1.9
4.0,14.9437,33.1348,,1.2,900000000.0,1.5287169389,13.8,27.6,1.8
4.0,15.325999999999999,32.8696,,1.2,950000000.0,1.6405008424999998,13.9,27.1,1.74
4.0,15.6686,32.9104,,1.2,1000000000.0,1.7403827283999995,13.9,26.8,1.69
12.0,2.5002,4.805899999999999,,1.2,200000000.0,4.479170890399999,26.5,18.8,0.13
12.0,2.5000999999999998,4.8058,,1.2,250000000.0,0.5316652450000001,26.0,19.5,0.04
12.0,2.5000999999999998,6.1989,,1.2,300000000.0,0.0534019538,25.4,19.9,1.35
12.0,2.932,8.8575,,2.0,350000000.0,2.939675818960001e-15,25.0,20.2,5.46
12.0,4.2233,12.553099999999999,,2.0,400000000.0,4.927719606249999e-13,24.6,20.5,0.1
12.0,5.551,16.6736,,2.0,450000000.0,7.185397762000002e-09,22.4,20.7,2.09
12.0,6.888999999999999,21.331599999999998,,2.0,500000000.0,7.909684193599999e-20,19.5,20.9,0.34
12.0,8.2074,26.7346,,2.0,550000000.0,3.1274215524e-10,17.0,21.0,1.65
12.0,9.465,33.2752,,2.0,600000000.0,8.56080985e-10,14.7,21.1,1.67
12.0,10.581700000000001,41.9108,,2.0,650000000.0,4.997003196999999e-13,12.6,21.2,0.44
12.0,11.2163,57.485600000000005,,2.0,700000000.0,1.8984538861000008e-22,10.2,21.3,2.2
12.0,13.8976,29.011599999999998,,1.2,750000000.0,0.9268138081,14.9,20.6,2.96
12.0,15.0626,28.6428,,1.2,800000000.0,1.0716311376,14.7,20.1,2.67
12.0,16.013099999999998,28.4279,,1.2,850000000.0,1.2067516576,14.6,19.6,2.44
12.0,17.0799,27.965100000000003,,1.2,900000000.0,1.3318492564,14.5,19.2,2.3
12.0,17.5858,27.7995,,1.2,950000000.0,1.4466537828999997,14.5,19.0,2.12
12.0,18.151500000000002,27.7943,,1.2,1000000000.0,1.5516463936000002,14.4,18.8,2.01
10.0,2.5003,4.805899999999999,,1.2,200000000.0,3.3880289764,30.7,21.6,0.15
10.0,2.5000999999999998,4.8058,,1.2,250000000.0,0.3352261376289999,29.8,22.4,0.1
10.0,2.5000999999999998,7.641900000000001,,1.2,300000000.0,0.0343907184999999,29.1,22.9,1.13
10.0,3.3516000000000004,9.3635,,2.0,350000000.0,7.259964785103999e-22,28.5,23.2,27.11
10.0,4.7324,13.0449,,2.0,400000000.0,8.0951136196e-22,25.0,23.5,6.7
10.0,6.1422,17.1398,,2.0,450000000.0,1.2886428465e-08,21.6,23.7,1.09
10.0,7.5562000000000005,21.767,,2.0,500000000.0,1.6371489121e-26,18.8,23.9,0.17
10.0,8.946,27.1236,,2.0,550000000.0,2.18097601e-14,16.4,24.1,2.26
10.0,10.271700000000001,33.5952,,2.0,600000000.0,1.216798056e-09,14.3,24.2,2.25
10.0,11.4581,42.095200000000006,,2.0,650000000.0,5.330042522000001e-25,12.3,23.6,0.94
10.0,12.204,56.9145,,2.0,700000000.0,2.0454126819999998e-11,10.0,23.2,0.33
10.0,13.6765,30.317600000000002,,1.2,750000000.0,0.9656550829,14.5,22.3,2.71
10.0,14.638599999999999,30.028000000000002,,1.2,800000000.0,1.1137069985,14.4,21.8,2.46
10.0,15.5449,29.5935,,1.2,850000000.0,1.2506153576,14.4,21.3,2.28
10.0,16.2793,29.2813,,1.2,900000000.0,1.3763094725,14.3,21.0,2.14
10.0,17.0792,29.0207,,1.2,950000000.0,1.4910057341000005,14.3,20.6,2.04
10.0,17.292,29.1083,,1.2,1000000000.0,1.5951426481,14.3,20.5,1.91
9.0,2.5003,4.805899999999999,,1.2,200000000.0,2.8808283825,33.2,23.5,0.16
9.0,2.5000999999999998,4.8058,,1.2,250000000.0,0.252112216801,32.1,24.3,0.15
9.0,2.5000999999999998,8.4448,,1.2,300000000.0,0.0234254996999999,30.8,24.8,1.0
9.0,3.6001999999999996,9.5998,,2.0,350000000.0,4.0361954404e-16,28.4,25.2,2.03
9.0,5.0267,13.2731,,2.0,400000000.0,4.8319114916e-12,24.5,25.5,0.2
9.0,6.4782,17.3563,,2.0,450000000.0,1.5520048180999998e-16,21.2,25.7,0.76
9.0,7.9303,21.9654,,2.0,500000000.0,5.889257690000001e-10,18.5,25.9,1.74
9.0,9.3551,27.300300000000004,,2.0,550000000.0,4.55353369e-24,16.1,26.1,1.45
9.0,10.7146,33.7385,,2.0,600000000.0,1.0787266010000004e-09,14.0,25.1,1.58
9.0,11.9346,42.1758,,2.0,650000000.0,1.2828623776e-20,12.1,24.3,2.13
9.0,12.730899999999998,56.68,,2.0,700000000.0,1.7626384729e-26,9.9,23.8,0.6
9.0,13.6181,30.926599999999997,,1.2,750000000.0,0.9864854609,14.3,23.3,2.6
9.0,14.5205,30.7088,,1.2,800000000.0,1.1359966066,14.2,22.7,2.39
9.0,15.2865,30.2169,,1.2,850000000.0,1.2736589923999997,14.3,22.3,2.2
9.0,16.023,30.042199999999998,,1.2,900000000.0,1.399512538400001,14.2,21.9,2.08
9.0,16.4751,30.164699999999996,,1.2,950000000.0,1.5139035200000002,14.2,21.7,1.97
9.0,17.0598,29.7894,,1.2,1000000000.0,1.6176215849,14.2,21.4,1.89
11.0,2.5003,4.805899999999999,,1.2,200000000.0,3.9220408084,28.5,20.1,0.14
11.0,2.5000999999999998,4.8058,,1.2,250000000.0,0.428770755281,27.8,20.8,0.07
11.0,2.5000999999999998,6.903,,1.2,300000000.0,0.0446359994,27.1,21.3,1.24
11.0,3.1298000000000004,9.115499999999999,,2.0,350000000.0,4.385497232225e-16,26.6,21.6,43.32
11.0,4.4656,12.8045,,2.0,400000000.0,1.172967362225e-18,25.4,21.9,11.56
11.0,5.834199999999999,16.9139,,2.0,450000000.0,1.7439254729e-08,22.0,22.1,1.56
11.0,7.2099,21.5552,,2.0,500000000.0,2.5721846769999997e-23,19.2,22.3,0.32
11.0,8.5641,26.935100000000002,,2.0,550000000.0,9.92950994e-10,16.7,22.4,1.65
11.0,9.8558,33.4403,,2.0,600000000.0,4.3738233796000006e-10,14.5,22.5,2.53
11.0,11.0079,42.006800000000005,,2.0,650000000.0,2.2994095669e-12,12.5,22.6,0.09
11.0,11.700099999999999,57.1796,,2.0,700000000.0,1.38570684544e-11,10.1,22.7,25.29
11.0,13.765999999999998,29.7269,,1.2,750000000.0,0.9457942724,14.7,21.4,2.83
11.0,14.874400000000001,29.276,,1.2,800000000.0,1.0922786245,14.6,20.9,2.57
11.0,15.7697,28.852199999999996,,1.2,850000000.0,1.2283744100000002,14.5,20.5,2.35
11.0,16.465,28.770300000000002,,1.2,900000000.0,1.3537446984000003,14.4,20.2,2.18
11.0,17.3463,28.3841,,1.2,950000000.0,1.4685489629,14.4,19.8,2.08
11.0,17.924300000000002,28.430100000000003,,1.2,1000000000.0,1.5732017384,14.3,19.5,1.99
22.0,38.2639,29.5902,,1.2,200000000.0,222.66280336000003,0.0,0.0,0.0
22.0,38.2639,29.5898,,1.2,250000000.0,86.20311074,0.0,0.0,0.0
22.0,38.2639,29.5898,,1.2,300000000.0,38.2897487425,0.0,0.0,0.0
22.0,2.5002,7.4275,,1.2,350000000.0,0.045283925024,15.1,12.2,2.51
22.0,2.7904,9.6436,,2.0,400000000.0,1.83632080641616e-14,15.0,12.4,0.01
22.0,3.7327,13.8532,,2.0,450000000.0,9.17746961864e-15,14.9,12.5,58.26
22.0,4.7068,18.6596,,2.0,500000000.0,2.3216227240000003e-11,14.8,12.6,0.23
22.0,5.6747000000000005,24.2967,,2.0,550000000.0,2.596005161410001e-09,14.7,12.7,0.15
22.0,6.584199999999999,31.2375,,2.0,600000000.0,5.2560864810000005e-11,14.6,12.8,0.54
22.0,7.3237,40.769,,2.0,650000000.0,1.4653877881e-10,13.6,12.8,0.38
22.0,15.2767,20.8215,,1.2,700000000.0,0.6346342217,14.4,12.9,7.58
22.0,18.387,19.7715,,1.2,750000000.0,0.7571193236,14.4,12.9,5.88
22.0,21.046100000000003,19.1219,,1.2,800000000.0,0.8800124885000001,14.3,12.9,4.54
22.0,23.224,18.9193,,1.2,850000000.0,1.002065193,14.3,12.4,3.7
22.0,25.0123,18.6596,,1.2,900000000.0,1.1214226681,14.2,12.1,3.11
22.0,25.9364,18.6777,,1.2,950000000.0,1.2363169863999997,14.2,12.0,2.67
22.0,26.331500000000002,19.3895,,1.2,1000000000.0,1.3452168780999998,14.2,12.0,2.41
23.0,2.5003,4.805899999999999,,1.2,200000000.0,11.2690226609,0.0,0.0,0.0
23.0,2.5002,4.8058,,1.2,250000000.0,2.014086492100001,14.7,11.3,0.1
23.0,2.5000999999999998,4.8058,,1.2,300000000.0,0.210768335125,14.6,11.6,0.17
23.0,2.5000999999999998,6.9978,,1.2,350000000.0,0.044962980049,14.5,11.8,2.68
23.0,2.7218,9.3254,,2.0,400000000.0,8.931698119999999e-14,14.4,11.9,0.83
23.0,3.6262,13.5458,,2.0,450000000.0,7.0754112356e-14,14.3,12.0,19.3
23.0,4.565,18.3672,,2.0,500000000.0,2.10764859461e-11,14.2,12.1,0.14
23.0,5.4988,24.0286,,2.0,550000000.0,9.061941250000005e-20,14.1,12.2,0.43
23.0,6.3735,31.014400000000002,,2.0,600000000.0,2.510978852e-11,14.0,12.3,0.52
23.0,7.0725,40.661100000000005,,2.0,650000000.0,9.15273281e-15,13.7,12.4,2.98
23.0,16.0873,19.4798,,1.2,700000000.0,0.6199231525159999,13.9,12.4,8.95
23.0,19.5401,18.3546,,1.2,750000000.0,0.7382572145,13.8,12.4,6.52
23.0,22.930100000000003,17.4852,,1.2,800000000.0,0.8582062354,13.8,12.0,4.98
23.0,25.203899999999997,17.3616,,1.2,850000000.0,0.9789741554,13.7,11.6,3.86
23.0,26.6135,17.5052,,1.2,900000000.0,1.0984702609,13.7,11.4,3.15
23.0,27.3505,18.0939,,1.2,950000000.0,1.2141278404000002,13.7,11.4,2.72
23.0,28.477899999999998,17.7938,,1.2,1000000000.0,1.3242346,13.6,11.3,2.41
21.0,38.8555,29.9991,,1.2,200000000.0,217.63125584,0.0,0.0,0.0
21.0,38.8555,29.9989,,1.2,250000000.0,84.52806601000005,0.0,0.0,0.0
21.0,38.8555,29.9991,,1.2,300000000.0,37.7270588776,0.0,0.0,0.0
21.0,2.5000999999999998,7.8946000000000005,,1.2,350000000.0,0.044963767341,15.7,12.7,2.35
21.0,2.8701999999999996,9.957699999999999,,2.0,400000000.0,1.1030315110399998e-19,15.6,12.9,12.38
21.0,3.8501,14.1578,,2.0,450000000.0,1.1636999716000002e-24,15.5,13.0,0.14
21.0,4.8593,18.9501,,2.0,500000000.0,2.208284368000001e-23,15.4,13.1,0.66
21.0,5.8618,24.5631,,2.0,550000000.0,3.14190545e-12,15.3,13.2,0.92
21.0,6.8062000000000005,31.459600000000002,,2.0,600000000.0,2.1352245876e-20,15.2,13.3,1.26
21.0,7.5851,40.883,,2.0,650000000.0,3.701609509e-27,13.6,13.3,1.83
21.0,14.644400000000001,21.9789,,1.2,700000000.0,0.6485774920000001,15.0,13.4,6.58
21.0,17.2528,21.124699999999997,,1.2,750000000.0,0.7748234024,15.0,13.5,5.12
21.0,19.7424,20.4653,,1.2,800000000.0,0.9004441637,14.9,13.5,4.2
21.0,21.7085,20.2727,,1.2,850000000.0,1.0239532756,14.9,13.2,3.52
21.0,23.1648,20.1024,,1.2,900000000.0,1.1436175796,14.8,12.9,3.0
21.0,24.428,20.054000000000002,,1.2,950000000.0,1.2580762276000004,14.8,12.7,2.66
21.0,25.305500000000002,20.0164,,1.2,1000000000.0,1.3661247709,14.7,12.6,2.39
24.0,2.5002,4.8058,,1.2,200000000.0,11.8755772109,0.0,0.0,0.0
