0.2	2
0.2001	2
0.2003	2
0.2003	2
0.2005	2
0.2006	2
0.2006	2
0.2008	2
0.2008	2
0.201	2
0.2011	2
0.2011	2
0.2013	2
0.2013	2
0.2015	2
0.2016	2
0.2016	2
0.2018	2
0.2018	2
0.202	2
0.2021	2
0.2021	2
0.2023	2
0.2023	2
0.2025	2
0.2026	2
0.2026	2
0.2028	2
0.2028	2
0.2029	2
0.2031	2
0.2031	2
0.2033	2
0.2033	2
0.2034	2
0.2036	2
0.2036	2
0.2038	2
0.2038	2
0.2039	2
0.2041	2
0.2041	2
0.2043	2
0.2043	2
0.2044	2
0.2046	2
0.2046	2
0.2048	2
0.2048	2
0.2049	2
0.205	2
0.2051	2
0.2052	2
0.2053	2
0.2054	2
0.2055	2
0.2056	2
0.2057	2
0.2058	2
0.2059	2
0.206	2
0.2061	2
0.2062	2
0.2063	2
0.2064	2
0.2065	2
0.2066	2
0.2067	2
0.2068	2
0.2069	2
0.207	2
0.2071	2
0.2072	2
0.2073	2
0.2074	2
0.2075	2
0.2076	2
0.2077	2
0.2078	2
0.2079	2
0.208	2
0.2081	2
0.2082	2
0.2083	2
0.2084	2
0.2085	2
0.2086	2
0.2087	2
0.2088	2
0.2089	2
0.209	2
0.2091	2
0.2092	2
0.2093	2
0.2094	2
0.2095	2
0.2096	2
0.2097	2
0.2098	2
0.2099	2
0.21	2
0.2101	2
0.2102	2
0.2103	2
0.2104	2
0.2105	2
0.2106	2
0.2107	2
0.2108	2
0.2109	2
0.211	2
0.2111	2
0.2112	2
0.2113	2
0.2114	2
0.2115	2
0.2116	2
0.2117	2
0.2118	2
0.2119	2
0.212	2
0.2121	2
0.2122	2
0.2123	2
0.2124	2
0.2125	2
0.2126	2
0.2127	2
0.2128	2
0.2129	2
0.213	2
0.2131	2
0.2132	2
0.2133	2
0.2134	2
0.2135	2
0.2136	2
0.2137	2
0.2138	2
0.2139	2
0.214	2
0.2141	2
0.2142	2
0.2143	2
0.2144	2
0.2145	2
0.2146	2
0.2147	2
0.2148	2
0.2149	2
0.215	2
0.2151	2
0.2152	2
0.2153	2
0.2154	2
0.2155	2
0.2156	2
0.2157	2
0.2158	2
0.2159	2
0.216	2
0.2161	2
0.2162	2
0.2163	2
0.2164	2
0.2165	2
0.2166	2
0.2167	2
0.2168	2
0.2169	2
0.217	2
0.2171	2
0.2172	2
0.2173	2
0.2174	2
0.2175	2
0.2176	2
0.2177	2
0.2178	2
0.2179	2
0.218	2
0.2181	2
0.2182	2
0.2183	2
0.2184	2
0.2185	2
0.2186	2
0.2187	2
0.2188	2
0.2189	2
0.219	2
0.2191	2
0.2192	2
0.2193	2
0.2194	2
0.2195	2
0.2196	2
0.2197	2
0.2198	2
0.2199	2
0.22	2
0.2201	2
0.2202	2
0.2203	2
0.2204	2
0.2205	2
0.2206	2
0.2207	2
0.2208	2
0.2209	2
0.221	2
0.2211	2
0.2212	2
0.2213	2
0.2214	2
0.2215	2
0.2216	2
0.2217	2
0.2218	2
0.2219	2
0.222	2
0.2221	2
0.2222	2
0.2223	2
0.2224	2
0.2225	2
0.2226	2
0.2227	2
0.2228	2
0.2229	2
0.223	2
0.2231	2
0.2232	2
0.2233	2
0.2234	2
