D1 [cm],D2 [cm],D3 [cm],D4 [cm],setup length [m],Pz [MeV/c],"f(x',y') [mrad^2]",studied variable,Astra key,xAngle xOffset slope[mm],xAngle yOffset slope [mm],yAngle xOffset slope [mm],yAngle yOffset slope [mm]
10.0,17.636,41.739,,3.0,800,2.9920870856e-22,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
10.0,17.636,41.739,,3.0,800,2.9920870856e-22,Q1RotY,Q_yrot(1),0.001,-0.004,0.0,-0.004
10.0,17.636,41.739,,3.0,800,2.9920870856e-22,Q1RotZ,Q_zrot(1),0.0,-0.004,0.0,0.001
10.0,17.636,41.739,,3.0,800,2.9920870856e-22,Q2OffsetX,Q_xoff(2),-2.128,0.0,-2.128,0.001
10.0,17.636,41.739,,3.0,800,2.9920870856e-22,Q2OffsetY,Q_yoff(2),0.001,19.857,0.0,19.862
10.0,17.636,41.739,,3.0,800,2.9920870856e-22,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
10.0,17.636,41.739,,3.0,800,2.9920870856e-22,Q2RotX,Q_xrot(2),-0.011,0.0,-0.011,0.001
10.0,17.636,41.739,,3.0,800,2.9920870856e-22,Q2RotY,Q_yrot(2),0.0,0.029,0.0,0.029
10.0,17.636,41.739,,3.0,800,2.9920870856e-22,Q2RotZ,Q_zrot(2),0.001,0.062,0.01,0.0
10.0,17.636,41.739,,3.0,800,2.9920870856e-22,Q3OffsetX,Q_xoff(3),4.148,0.0,4.148,0.001
10.0,17.636,41.739,,3.0,800,2.9920870856e-22,Q3OffsetY,Q_yoff(3),0.001,-4.451,0.0,-4.455
10.0,17.636,41.739,,3.0,800,2.9920870856e-22,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
10.0,17.636,41.739,,3.0,800,2.9920870856e-22,Q3RotX,Q_xrot(3),0.003,0.0,0.003,0.0
10.0,17.636,41.739,,3.0,800,2.9920870856e-22,Q3RotY,Q_yrot(3),0.001,0.007,0.0,0.007
10.0,17.636,41.739,,3.0,800,2.9920870856e-22,Q3RotZ,Q_zrot(3),0.0,-0.057,-0.008,0.001
10.0,17.636,41.739,,3.0,800,2.9920870856e-22,Q1Gradient,Q_grad(1),-0.001,0.0,0.0,0.011
10.0,17.636,41.739,,3.0,800,2.9920870856e-22,Q2Gradient,Q_grad(2),-0.036,0.0,0.0,0.454
10.0,17.636,41.739,,3.0,800,2.9920870856e-22,Q3Gradient,Q_grad(3),-0.471,0.0,0.0,0.081
10.0,19.182,47.244,,3.0,850,1.0651677170000003e-23,sourceOffsetX,x_off,-1.38,0.0,-1.38,0.001
10.0,19.182,47.244,,3.0,850,1.0651677170000003e-23,sourceOffsetY,y_off,0.001,-10.234,0.0,-10.232
10.0,19.182,47.244,,3.0,850,1.0651677170000003e-23,Q1OffsetX,Q_xoff(1),0.454,0.0,0.455,0.001
10.0,19.182,47.244,,3.0,850,1.0651677170000003e-23,Q1OffsetY,Q_yoff(1),0.001,-3.475,0.0,-3.479
10.0,19.182,47.244,,3.0,850,1.0651677170000003e-23,Q1OffsetZ,Q_pos(1),-0.003,0.0,0.0,0.041
10.0,19.182,47.244,,3.0,850,1.0651677170000003e-23,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
10.0,19.182,47.244,,3.0,850,1.0651677170000003e-23,Q1RotY,Q_yrot(1),0.001,-0.003,0.0,-0.004
10.0,19.182,47.244,,3.0,850,1.0651677170000003e-23,Q1RotZ,Q_zrot(1),0.0,-0.004,0.0,0.001
10.0,19.182,47.244,,3.0,850,1.0651677170000003e-23,Q2OffsetX,Q_xoff(2),-1.853,0.0,-1.854,0.001
10.0,19.182,47.244,,3.0,850,1.0651677170000003e-23,Q2OffsetY,Q_yoff(2),0.001,18.751,0.0,18.757
10.0,19.182,47.244,,3.0,850,1.0651677170000003e-23,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
10.0,19.182,47.244,,3.0,850,1.0651677170000003e-23,Q2RotX,Q_xrot(2),-0.009,0.0,-0.009,0.001
10.0,19.182,47.244,,3.0,850,1.0651677170000003e-23,Q2RotY,Q_yrot(2),0.0,0.026,0.0,0.026
10.0,19.182,47.244,,3.0,850,1.0651677170000003e-23,Q2RotZ,Q_zrot(2),0.001,0.062,0.009,0.0
10.0,19.182,47.244,,3.0,850,1.0651677170000003e-23,Q3OffsetX,Q_xoff(3),3.781,0.0,3.781,0.001
10.0,19.182,47.244,,3.0,850,1.0651677170000003e-23,Q3OffsetY,Q_yoff(3),0.001,-4.04,0.0,-4.043
10.0,19.182,47.244,,3.0,850,1.0651677170000003e-23,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
10.0,19.182,47.244,,3.0,850,1.0651677170000003e-23,Q3RotX,Q_xrot(3),0.002,0.0,0.002,0.0
10.0,19.182,47.244,,3.0,850,1.0651677170000003e-23,Q3RotY,Q_yrot(3),0.001,0.006,0.0,0.006
10.0,19.182,47.244,,3.0,850,1.0651677170000003e-23,Q3RotZ,Q_zrot(3),0.0,-0.057,-0.007,0.001
10.0,19.182,47.244,,3.0,850,1.0651677170000003e-23,Q1Gradient,Q_grad(1),-0.001,0.0,0.0,0.01
10.0,19.182,47.244,,3.0,850,1.0651677170000003e-23,Q2Gradient,Q_grad(2),-0.032,0.0,0.0,0.444
10.0,19.182,47.244,,3.0,850,1.0651677170000003e-23,Q3Gradient,Q_grad(3),-0.471,0.0,0.0,0.073
10.0,20.681,53.469,,3.0,900,1.5103837276999998e-24,sourceOffsetX,x_off,-1.21,0.0,-1.211,0.001
10.0,20.681,53.469,,3.0,900,1.5103837276999998e-24,sourceOffsetY,y_off,0.001,-9.925,0.0,-9.924
10.0,20.681,53.469,,3.0,900,1.5103837276999998e-24,Q1OffsetX,Q_xoff(1),0.376,0.0,0.377,0.001
10.0,20.681,53.469,,3.0,900,1.5103837276999998e-24,Q1OffsetY,Q_yoff(1),0.001,-3.18,0.0,-3.184
10.0,20.681,53.469,,3.0,900,1.5103837276999998e-24,Q1OffsetZ,Q_pos(1),-0.003,0.0,0.0,0.037
10.0,20.681,53.469,,3.0,900,1.5103837276999998e-24,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
10.0,20.681,53.469,,3.0,900,1.5103837276999998e-24,Q1RotY,Q_yrot(1),0.001,-0.003,0.0,-0.003
10.0,20.681,53.469,,3.0,900,1.5103837276999998e-24,Q1RotZ,Q_zrot(1),0.0,-0.003,0.0,0.001
10.0,20.681,53.469,,3.0,900,1.5103837276999998e-24,Q2OffsetX,Q_xoff(2),-1.606,0.0,-1.606,0.001
10.0,20.681,53.469,,3.0,900,1.5103837276999998e-24,Q2OffsetY,Q_yoff(2),0.001,17.77,0.0,17.776
10.0,20.681,53.469,,3.0,900,1.5103837276999998e-24,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
10.0,20.681,53.469,,3.0,900,1.5103837276999998e-24,Q2RotX,Q_xrot(2),-0.008,0.0,-0.008,0.001
10.0,20.681,53.469,,3.0,900,1.5103837276999998e-24,Q2RotY,Q_yrot(2),0.0,0.024,0.0,0.024
10.0,20.681,53.469,,3.0,900,1.5103837276999998e-24,Q2RotZ,Q_zrot(2),0.001,0.061,0.008,0.0
10.0,20.681,53.469,,3.0,900,1.5103837276999998e-24,Q3OffsetX,Q_xoff(3),3.442,0.0,3.442,0.001
10.0,20.681,53.469,,3.0,900,1.5103837276999998e-24,Q3OffsetY,Q_yoff(3),0.001,-3.663,0.0,-3.666
10.0,20.681,53.469,,3.0,900,1.5103837276999998e-24,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
10.0,20.681,53.469,,3.0,900,1.5103837276999998e-24,Q3RotX,Q_xrot(3),0.002,0.0,0.002,0.0
10.0,20.681,53.469,,3.0,900,1.5103837276999998e-24,Q3RotY,Q_yrot(3),0.001,0.005,0.0,0.005
10.0,20.681,53.469,,3.0,900,1.5103837276999998e-24,Q3RotZ,Q_zrot(3),0.0,-0.057,-0.006,0.001
10.0,20.681,53.469,,3.0,900,1.5103837276999998e-24,Q1Gradient,Q_grad(1),0.0,0.0,0.0,0.009
10.0,20.681,53.469,,3.0,900,1.5103837276999998e-24,Q2Gradient,Q_grad(2),-0.029,0.0,0.0,0.436
10.0,20.681,53.469,,3.0,900,1.5103837276999998e-24,Q3Gradient,Q_grad(3),-0.471,0.0,0.0,0.066
10.0,22.108,60.728,,3.0,950,1.9025639684e-22,sourceOffsetX,x_off,-1.051,0.0,-1.052,0.001
10.0,22.108,60.728,,3.0,950,1.9025639684e-22,sourceOffsetY,y_off,0.001,-9.66,0.0,-9.659
10.0,22.108,60.728,,3.0,950,1.9025639684e-22,Q1OffsetX,Q_xoff(1),0.31,0.0,0.311,0.001
10.0,22.108,60.728,,3.0,950,1.9025639684e-22,Q1OffsetY,Q_yoff(1),0.001,-2.929,0.0,-2.934
10.0,22.108,60.728,,3.0,950,1.9025639684e-22,Q1OffsetZ,Q_pos(1),-0.002,0.0,0.0,0.034
10.0,22.108,60.728,,3.0,950,1.9025639684e-22,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
10.0,22.108,60.728,,3.0,950,1.9025639684e-22,Q1RotY,Q_yrot(1),0.001,-0.003,0.0,-0.003
10.0,22.108,60.728,,3.0,950,1.9025639684e-22,Q1RotZ,Q_zrot(1),0.0,-0.003,0.0,0.001
10.0,22.108,60.728,,3.0,950,1.9025639684e-22,Q2OffsetX,Q_xoff(2),-1.377,0.0,-1.378,0.001
10.0,22.108,60.728,,3.0,950,1.9025639684e-22,Q2OffsetY,Q_yoff(2),0.001,16.9,0.0,16.908
10.0,22.108,60.728,,3.0,950,1.9025639684e-22,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
10.0,22.108,60.728,,3.0,950,1.9025639684e-22,Q2RotX,Q_xrot(2),-0.006,0.0,-0.006,0.001
10.0,22.108,60.728,,3.0,950,1.9025639684e-22,Q2RotY,Q_yrot(2),0.0,0.022,0.0,0.023
10.0,22.108,60.728,,3.0,950,1.9025639684e-22,Q2RotZ,Q_zrot(2),0.001,0.061,0.007,0.0
10.0,22.108,60.728,,3.0,950,1.9025639684e-22,Q3OffsetX,Q_xoff(3),3.121,0.0,3.121,0.001
10.0,22.108,60.728,,3.0,950,1.9025639684e-22,Q3OffsetY,Q_yoff(3),0.001,-3.309,0.0,-3.313
10.0,22.108,60.728,,3.0,950,1.9025639684e-22,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
10.0,22.108,60.728,,3.0,950,1.9025639684e-22,Q3RotX,Q_xrot(3),0.002,0.0,0.001,0.0
10.0,22.108,60.728,,3.0,950,1.9025639684e-22,Q3RotY,Q_yrot(3),0.001,0.005,0.0,0.005
10.0,22.108,60.728,,3.0,950,1.9025639684e-22,Q3RotZ,Q_zrot(3),0.0,-0.056,-0.006,0.001
10.0,22.108,60.728,,3.0,950,1.9025639684e-22,Q1Gradient,Q_grad(1),0.0,0.0,0.0,0.009
10.0,22.108,60.728,,3.0,950,1.9025639684e-22,Q2Gradient,Q_grad(2),-0.026,0.0,0.0,0.427
10.0,22.108,60.728,,3.0,950,1.9025639684e-22,Q3Gradient,Q_grad(3),-0.47,0.0,0.0,0.058
10.0,23.418,69.644,,3.0,1000,2.506145825e-23,sourceOffsetX,x_off,-0.897,0.0,-0.897,0.001
10.0,23.418,69.644,,3.0,1000,2.506145825e-23,sourceOffsetY,y_off,0.001,-9.447,0.0,-9.446
10.0,23.418,69.644,,3.0,1000,2.506145825e-23,Q1OffsetX,Q_xoff(1),0.251,0.0,0.252,0.001
10.0,23.418,69.644,,3.0,1000,2.506145825e-23,Q1OffsetY,Q_yoff(1),0.001,-2.719,0.0,-2.724
10.0,23.418,69.644,,3.0,1000,2.506145825e-23,Q1OffsetZ,Q_pos(1),-0.002,0.0,0.0,0.032
10.0,23.418,69.644,,3.0,1000,2.506145825e-23,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
10.0,23.418,69.644,,3.0,1000,2.506145825e-23,Q1RotY,Q_yrot(1),0.001,-0.003,0.0,-0.003
10.0,23.418,69.644,,3.0,1000,2.506145825e-23,Q1RotZ,Q_zrot(1),0.0,-0.003,0.0,0.001
10.0,23.418,69.644,,3.0,1000,2.506145825e-23,Q2OffsetX,Q_xoff(2),-1.159,0.0,-1.159,0.001
10.0,23.418,69.644,,3.0,1000,2.506145825e-23,Q2OffsetY,Q_yoff(2),0.001,16.135,0.0,16.143
10.0,23.418,69.644,,3.0,1000,2.506145825e-23,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
10.0,23.418,69.644,,3.0,1000,2.506145825e-23,Q2RotX,Q_xrot(2),-0.005,0.0,-0.005,0.001
10.0,23.418,69.644,,3.0,1000,2.506145825e-23,Q2RotY,Q_yrot(2),0.0,0.021,0.0,0.021
10.0,23.418,69.644,,3.0,1000,2.506145825e-23,Q2RotZ,Q_zrot(2),0.001,0.06,0.006,0.0
10.0,23.418,69.644,,3.0,1000,2.506145825e-23,Q3OffsetX,Q_xoff(3),2.807,0.0,2.806,0.001
10.0,23.418,69.644,,3.0,1000,2.506145825e-23,Q3OffsetY,Q_yoff(3),0.001,-2.966,0.0,-2.97
10.0,23.418,69.644,,3.0,1000,2.506145825e-23,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
10.0,23.418,69.644,,3.0,1000,2.506145825e-23,Q3RotX,Q_xrot(3),0.001,0.0,0.001,0.0
10.0,23.418,69.644,,3.0,1000,2.506145825e-23,Q3RotY,Q_yrot(3),0.001,0.004,0.0,0.004
10.0,23.418,69.644,,3.0,1000,2.506145825e-23,Q3RotZ,Q_zrot(3),0.0,-0.056,-0.005,0.001
10.0,23.418,69.644,,3.0,1000,2.506145825e-23,Q1Gradient,Q_grad(1),0.0,0.0,0.0,0.008
10.0,23.418,69.644,,3.0,1000,2.506145825e-23,Q2Gradient,Q_grad(2),-0.023,0.0,0.0,0.419
10.0,23.418,69.644,,3.0,1000,2.506145825e-23,Q3Gradient,Q_grad(3),-0.469,0.0,0.0,0.051
5.0,3.337,7.097,,2.0,300,7.023587658400001e-28,sourceOffsetX,x_off,-3.169,0.0,-3.17,0.001
5.0,3.337,7.097,,2.0,300,7.023587658400001e-28,sourceOffsetY,y_off,0.001,-14.124,0.0,-14.118
5.0,3.337,7.097,,2.0,300,7.023587658400001e-28,Q1OffsetX,Q_xoff(1),1.656,0.0,1.657,0.003
5.0,3.337,7.097,,2.0,300,7.023587658400001e-28,Q1OffsetY,Q_yoff(1),0.001,-8.052,0.0,-8.056
5.0,3.337,7.097,,2.0,300,7.023587658400001e-28,Q1OffsetZ,Q_pos(1),-0.012,0.0,0.0,0.104
5.0,3.337,7.097,,2.0,300,7.023587658400001e-28,Q1RotX,Q_xrot(1),0.003,0.0,0.003,0.0
5.0,3.337,7.097,,2.0,300,7.023587658400001e-28,Q1RotY,Q_yrot(1),0.001,-0.016,0.0,-0.016
5.0,3.337,7.097,,2.0,300,7.023587658400001e-28,Q1RotZ,Q_zrot(1),0.0,-0.005,-0.001,0.001
5.0,3.337,7.097,,2.0,300,7.023587658400001e-28,Q2OffsetX,Q_xoff(2),-5.61,0.0,-5.611,0.002
5.0,3.337,7.097,,2.0,300,7.023587658400001e-28,Q2OffsetY,Q_yoff(2),0.002,33.003,0.0,33.005
5.0,3.337,7.097,,2.0,300,7.023587658400001e-28,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
5.0,3.337,7.097,,2.0,300,7.023587658400001e-28,Q2RotX,Q_xrot(2),-0.059,0.0,-0.059,0.001
5.0,3.337,7.097,,2.0,300,7.023587658400001e-28,Q2RotY,Q_yrot(2),0.0,0.106,0.0,0.106
5.0,3.337,7.097,,2.0,300,7.023587658400001e-28,Q2RotZ,Q_zrot(2),0.001,0.052,0.012,0.0
5.0,3.337,7.097,,2.0,300,7.023587658400001e-28,Q3OffsetX,Q_xoff(3),8.125,0.0,8.125,0.001
5.0,3.337,7.097,,2.0,300,7.023587658400001e-28,Q3OffsetY,Q_yoff(3),0.001,-9.823,0.0,-9.825
5.0,3.337,7.097,,2.0,300,7.023587658400001e-28,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
5.0,3.337,7.097,,2.0,300,7.023587658400001e-28,Q3RotX,Q_xrot(3),0.018,0.0,0.017,0.0
5.0,3.337,7.097,,2.0,300,7.023587658400001e-28,Q3RotY,Q_yrot(3),0.001,0.03,0.0,0.03
5.0,3.337,7.097,,2.0,300,7.023587658400001e-28,Q3RotZ,Q_zrot(3),0.0,-0.045,-0.01,0.001
5.0,3.337,7.097,,2.0,300,7.023587658400001e-28,Q1Gradient,Q_grad(1),-0.002,0.0,0.0,0.014
5.0,3.337,7.097,,2.0,300,7.023587658400001e-28,Q2Gradient,Q_grad(2),-0.049,0.0,0.0,0.354
5.0,3.337,7.097,,2.0,300,7.023587658400001e-28,Q3Gradient,Q_grad(3),-0.337,0.0,0.0,0.111
5.0,4.924,10.403,,2.0,350,1.1825068853e-26,sourceOffsetX,x_off,-2.63,0.0,-2.631,0.001
5.0,4.924,10.403,,2.0,350,1.1825068853e-26,sourceOffsetY,y_off,0.001,-13.207,0.0,-13.202
5.0,4.924,10.403,,2.0,350,1.1825068853e-26,Q1OffsetX,Q_xoff(1),1.186,0.0,1.187,0.002
5.0,4.924,10.403,,2.0,350,1.1825068853e-26,Q1OffsetY,Q_yoff(1),0.001,-6.414,0.0,-6.418
5.0,4.924,10.403,,2.0,350,1.1825068853e-26,Q1OffsetZ,Q_pos(1),-0.009,0.0,0.0,0.08
5.0,4.924,10.403,,2.0,350,1.1825068853e-26,Q1RotX,Q_xrot(1),0.002,0.0,0.002,0.0
5.0,4.924,10.403,,2.0,350,1.1825068853e-26,Q1RotY,Q_yrot(1),0.001,-0.013,0.0,-0.013
5.0,4.924,10.403,,2.0,350,1.1825068853e-26,Q1RotZ,Q_zrot(1),0.0,-0.004,0.0,0.001
5.0,4.924,10.403,,2.0,350,1.1825068853e-26,Q2OffsetX,Q_xoff(2),-4.405,0.0,-4.407,0.002
5.0,4.924,10.403,,2.0,350,1.1825068853e-26,Q2OffsetY,Q_yoff(2),0.002,28.685,0.0,28.687
5.0,4.924,10.403,,2.0,350,1.1825068853e-26,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
5.0,4.924,10.403,,2.0,350,1.1825068853e-26,Q2RotX,Q_xrot(2),-0.044,0.0,-0.043,0.001
5.0,4.924,10.403,,2.0,350,1.1825068853e-26,Q2RotY,Q_yrot(2),0.0,0.082,0.0,0.082
5.0,4.924,10.403,,2.0,350,1.1825068853e-26,Q2RotZ,Q_zrot(2),0.001,0.049,0.01,0.0
5.0,4.924,10.403,,2.0,350,1.1825068853e-26,Q3OffsetX,Q_xoff(3),6.852,0.0,6.852,0.001
5.0,4.924,10.403,,2.0,350,1.1825068853e-26,Q3OffsetY,Q_yoff(3),0.001,-8.06,0.0,-8.063
5.0,4.924,10.403,,2.0,350,1.1825068853e-26,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
5.0,4.924,10.403,,2.0,350,1.1825068853e-26,Q3RotX,Q_xrot(3),0.012,0.0,0.012,0.0
5.0,4.924,10.403,,2.0,350,1.1825068853e-26,Q3RotY,Q_yrot(3),0.001,0.022,0.0,0.022
5.0,4.924,10.403,,2.0,350,1.1825068853e-26,Q3RotZ,Q_zrot(3),0.0,-0.044,-0.008,0.001
5.0,4.924,10.403,,2.0,350,1.1825068853e-26,Q1Gradient,Q_grad(1),-0.001,0.0,0.0,0.011
5.0,4.924,10.403,,2.0,350,1.1825068853e-26,Q2Gradient,Q_grad(2),-0.042,0.0,0.0,0.333
5.0,4.924,10.403,,2.0,350,1.1825068853e-26,Q3Gradient,Q_grad(3),-0.336,0.0,0.0,0.093
5.0,6.536,14.036,,2.0,400,3.0042648199999997e-26,sourceOffsetX,x_off,-2.198,0.0,-2.199,0.001
5.0,6.536,14.036,,2.0,400,3.0042648199999997e-26,sourceOffsetY,y_off,0.001,-12.377,0.0,-12.373
5.0,6.536,14.036,,2.0,400,3.0042648199999997e-26,Q1OffsetX,Q_xoff(1),0.871,0.0,0.872,0.002
5.0,6.536,14.036,,2.0,400,3.0042648199999997e-26,Q1OffsetY,Q_yoff(1),0.001,-5.235,0.0,-5.239
5.0,6.536,14.036,,2.0,400,3.0042648199999997e-26,Q1OffsetZ,Q_pos(1),-0.006,0.0,0.0,0.064
5.0,6.536,14.036,,2.0,400,3.0042648199999997e-26,Q1RotX,Q_xrot(1),0.002,0.0,0.002,0.0
5.0,6.536,14.036,,2.0,400,3.0042648199999997e-26,Q1RotY,Q_yrot(1),0.001,-0.01,0.0,-0.01
5.0,6.536,14.036,,2.0,400,3.0042648199999997e-26,Q1RotZ,Q_zrot(1),0.0,-0.003,0.0,0.001
5.0,6.536,14.036,,2.0,400,3.0042648199999997e-26,Q2OffsetX,Q_xoff(2),-3.53,0.0,-3.531,0.001
5.0,6.536,14.036,,2.0,400,3.0042648199999997e-26,Q2OffsetY,Q_yoff(2),0.002,25.367,0.0,25.37
5.0,6.536,14.036,,2.0,400,3.0042648199999997e-26,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
5.0,6.536,14.036,,2.0,400,3.0042648199999997e-26,Q2RotX,Q_xrot(2),-0.033,0.0,-0.033,0.001
5.0,6.536,14.036,,2.0,400,3.0042648199999997e-26,Q2RotY,Q_yrot(2),0.0,0.066,0.0,0.066
5.0,6.536,14.036,,2.0,400,3.0042648199999997e-26,Q2RotZ,Q_zrot(2),0.001,0.048,0.009,0.0
5.0,6.536,14.036,,2.0,400,3.0042648199999997e-26,Q3OffsetX,Q_xoff(3),5.859,0.0,5.859,0.001
5.0,6.536,14.036,,2.0,400,3.0042648199999997e-26,Q3OffsetY,Q_yoff(3),0.001,-6.751,0.0,-6.754
5.0,6.536,14.036,,2.0,400,3.0042648199999997e-26,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
5.0,6.536,14.036,,2.0,400,3.0042648199999997e-26,Q3RotX,Q_xrot(3),0.009,0.0,0.008,0.0
5.0,6.536,14.036,,2.0,400,3.0042648199999997e-26,Q3RotY,Q_yrot(3),0.001,0.017,0.0,0.017
5.0,6.536,14.036,,2.0,400,3.0042648199999997e-26,Q3RotZ,Q_zrot(3),0.0,-0.043,-0.007,0.001
5.0,6.536,14.036,,2.0,400,3.0042648199999997e-26,Q1Gradient,Q_grad(1),-0.001,0.0,0.0,0.009
5.0,6.536,14.036,,2.0,400,3.0042648199999997e-26,Q2Gradient,Q_grad(2),-0.036,0.0,0.0,0.318
5.0,6.536,14.036,,2.0,400,3.0042648199999997e-26,Q3Gradient,Q_grad(3),-0.335,0.0,0.0,0.08
5.0,8.154,18.067,,2.0,450,4.705144480000001e-26,sourceOffsetX,x_off,-1.844,0.0,-1.844,0.001
5.0,8.154,18.067,,2.0,450,4.705144480000001e-26,sourceOffsetY,y_off,0.001,-11.639,0.0,-11.635
5.0,8.154,18.067,,2.0,450,4.705144480000001e-26,Q1OffsetX,Q_xoff(1),0.652,0.0,0.653,0.002
5.0,8.154,18.067,,2.0,450,4.705144480000001e-26,Q1OffsetY,Q_yoff(1),0.001,-4.36,0.0,-4.363
5.0,8.154,18.067,,2.0,450,4.705144480000001e-26,Q1OffsetZ,Q_pos(1),-0.005,0.0,0.0,0.052
5.0,8.154,18.067,,2.0,450,4.705144480000001e-26,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
5.0,8.154,18.067,,2.0,450,4.705144480000001e-26,Q1RotY,Q_yrot(1),0.001,-0.008,0.0,-0.008
5.0,8.154,18.067,,2.0,450,4.705144480000001e-26,Q1RotZ,Q_zrot(1),0.0,-0.002,0.0,0.001
5.0,8.154,18.067,,2.0,450,4.705144480000001e-26,Q2OffsetX,Q_xoff(2),-2.863,0.0,-2.864,0.001
5.0,8.154,18.067,,2.0,450,4.705144480000001e-26,Q2OffsetY,Q_yoff(2),0.001,22.737,0.0,22.74
5.0,8.154,18.067,,2.0,450,4.705144480000001e-26,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
5.0,8.154,18.067,,2.0,450,4.705144480000001e-26,Q2RotX,Q_xrot(2),-0.025,0.0,-0.025,0.001
5.0,8.154,18.067,,2.0,450,4.705144480000001e-26,Q2RotY,Q_yrot(2),0.0,0.055,0.0,0.055
5.0,8.154,18.067,,2.0,450,4.705144480000001e-26,Q2RotZ,Q_zrot(2),0.001,0.046,0.008,0.0
5.0,8.154,18.067,,2.0,450,4.705144480000001e-26,Q3OffsetX,Q_xoff(3),5.057,0.0,5.057,0.001
5.0,8.154,18.067,,2.0,450,4.705144480000001e-26,Q3OffsetY,Q_yoff(3),0.001,-5.735,0.0,-5.738
5.0,8.154,18.067,,2.0,450,4.705144480000001e-26,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
5.0,8.154,18.067,,2.0,450,4.705144480000001e-26,Q3RotX,Q_xrot(3),0.006,0.0,0.006,0.0
5.0,8.154,18.067,,2.0,450,4.705144480000001e-26,Q3RotY,Q_yrot(3),0.001,0.013,0.0,0.013
5.0,8.154,18.067,,2.0,450,4.705144480000001e-26,Q3RotZ,Q_zrot(3),0.0,-0.043,-0.006,0.001
5.0,8.154,18.067,,2.0,450,4.705144480000001e-26,Q1Gradient,Q_grad(1),0.0,0.0,0.0,0.008
5.0,8.154,18.067,,2.0,450,4.705144480000001e-26,Q2Gradient,Q_grad(2),-0.032,0.0,0.0,0.305
5.0,8.154,18.067,,2.0,450,4.705144480000001e-26,Q3Gradient,Q_grad(3),-0.334,0.0,0.0,0.069
5.0,9.754,22.613,,2.0,500,1.3872355599999998e-20,sourceOffsetX,x_off,-1.547,0.0,-1.547,0.001
5.0,9.754,22.613,,2.0,500,1.3872355599999998e-20,sourceOffsetY,y_off,0.001,-10.992,0.0,-10.989
5.0,9.754,22.613,,2.0,500,1.3872355599999998e-20,Q1OffsetX,Q_xoff(1),0.494,0.0,0.495,0.001
5.0,9.754,22.613,,2.0,500,1.3872355599999998e-20,Q1OffsetY,Q_yoff(1),0.001,-3.695,0.0,-3.698
5.0,9.754,22.613,,2.0,500,1.3872355599999998e-20,Q1OffsetZ,Q_pos(1),-0.004,0.0,0.0,0.044
5.0,9.754,22.613,,2.0,500,1.3872355599999998e-20,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
5.0,9.754,22.613,,2.0,500,1.3872355599999998e-20,Q1RotY,Q_yrot(1),0.001,-0.007,0.0,-0.007
5.0,9.754,22.613,,2.0,500,1.3872355599999998e-20,Q1RotZ,Q_zrot(1),0.0,-0.002,0.0,0.001
5.0,9.754,22.613,,2.0,500,1.3872355599999998e-20,Q2OffsetX,Q_xoff(2),-2.336,0.0,-2.337,0.001
5.0,9.754,22.613,,2.0,500,1.3872355599999998e-20,Q2OffsetY,Q_yoff(2),0.001,20.606,0.0,20.609
5.0,9.754,22.613,,2.0,500,1.3872355599999998e-20,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
5.0,9.754,22.613,,2.0,500,1.3872355599999998e-20,Q2RotX,Q_xrot(2),-0.019,0.0,-0.019,0.001
5.0,9.754,22.613,,2.0,500,1.3872355599999998e-20,Q2RotY,Q_yrot(2),0.0,0.046,0.0,0.046
5.0,9.754,22.613,,2.0,500,1.3872355599999998e-20,Q2RotZ,Q_zrot(2),0.001,0.045,0.007,0.0
5.0,9.754,22.613,,2.0,500,1.3872355599999998e-20,Q3OffsetX,Q_xoff(3),4.391,0.0,4.391,0.001
5.0,9.754,22.613,,2.0,500,1.3872355599999998e-20,Q3OffsetY,Q_yoff(3),0.001,-4.916,0.0,-4.919
