D1 [cm],D2 [cm],D3 [cm],D4 [cm],setup length [m],Pz [MeV/c],"f(x',y') [mrad^2]",studied variable,Astra key,xAngle xOffset slope[mm],xAngle yOffset slope [mm],yAngle xOffset slope [mm],yAngle yOffset slope [mm]
15.0,2.698,6.255,,3.0,350,7.83003796e-27,sourceOffsetY,y_off,0.001,-11.999,0.0,-11.992
15.0,2.698,6.255,,3.0,350,7.83003796e-27,Q1OffsetX,Q_xoff(1),6.097,0.0,6.096,0.004
15.0,2.698,6.255,,3.0,350,7.83003796e-27,Q1OffsetY,Q_yoff(1),0.001,-14.437,0.0,-14.442
15.0,2.698,6.255,,3.0,350,7.83003796e-27,Q1OffsetZ,Q_pos(1),-0.027,0.0,0.0,0.232
15.0,2.698,6.255,,3.0,350,7.83003796e-27,Q1RotX,Q_xrot(1),0.003,0.0,0.003,0.0
15.0,2.698,6.255,,3.0,350,7.83003796e-27,Q1RotY,Q_yrot(1),0.001,-0.015,0.0,-0.015
15.0,2.698,6.255,,3.0,350,7.83003796e-27,Q1RotZ,Q_zrot(1),0.0,-0.023,-0.01,0.001
15.0,2.698,6.255,,3.0,350,7.83003796e-27,Q2OffsetX,Q_xoff(2),-10.605,0.0,-10.603,0.003
15.0,2.698,6.255,,3.0,350,7.83003796e-27,Q2OffsetY,Q_yoff(2),0.002,40.4,0.0,40.402
15.0,2.698,6.255,,3.0,350,7.83003796e-27,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
15.0,2.698,6.255,,3.0,350,7.83003796e-27,Q2RotX,Q_xrot(2),-0.056,0.0,-0.056,0.001
15.0,2.698,6.255,,3.0,350,7.83003796e-27,Q2RotY,Q_yrot(2),0.0,0.097,0.0,0.098
15.0,2.698,6.255,,3.0,350,7.83003796e-27,Q2RotZ,Q_zrot(2),0.001,0.079,0.036,0.0
15.0,2.698,6.255,,3.0,350,7.83003796e-27,Q3OffsetX,Q_xoff(3),11.003,0.0,11.003,0.001
15.0,2.698,6.255,,3.0,350,7.83003796e-27,Q3OffsetY,Q_yoff(3),0.001,-12.959,0.0,-12.961
15.0,2.698,6.255,,3.0,350,7.83003796e-27,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
15.0,2.698,6.255,,3.0,350,7.83003796e-27,Q3RotX,Q_xrot(3),0.022,0.0,0.021,0.0
15.0,2.698,6.255,,3.0,350,7.83003796e-27,Q3RotY,Q_yrot(3),0.001,0.032,0.0,0.032
15.0,2.698,6.255,,3.0,350,7.83003796e-27,Q3RotZ,Q_zrot(3),0.0,-0.055,-0.025,0.001
15.0,2.698,6.255,,3.0,350,7.83003796e-27,Q1Gradient,Q_grad(1),-0.022,0.0,0.0,0.058
15.0,2.698,6.255,,3.0,350,7.83003796e-27,Q2Gradient,Q_grad(2),-0.112,0.0,0.0,0.726
15.0,2.698,6.255,,3.0,350,7.83003796e-27,Q3Gradient,Q_grad(3),-0.415,0.0,0.0,0.264
15.0,3.6,11.766,,2.0,400,1.089198077e-24,sourceOffsetX,x_off,-2.574,0.0,-2.575,0.001
15.0,3.6,11.766,,2.0,400,1.089198077e-24,sourceOffsetY,y_off,0.001,-7.741,0.0,-7.738
15.0,3.6,11.766,,2.0,400,1.089198077e-24,Q1OffsetX,Q_xoff(1),2.513,0.0,2.513,0.002
15.0,3.6,11.766,,2.0,400,1.089198077e-24,Q1OffsetY,Q_yoff(1),0.001,-8.11,0.0,-8.113
15.0,3.6,11.766,,2.0,400,1.089198077e-24,Q1OffsetZ,Q_pos(1),-0.012,0.0,0.0,0.124
15.0,3.6,11.766,,2.0,400,1.089198077e-24,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
15.0,3.6,11.766,,2.0,400,1.089198077e-24,Q1RotY,Q_yrot(1),0.001,-0.008,0.0,-0.008
15.0,3.6,11.766,,2.0,400,1.089198077e-24,Q1RotZ,Q_zrot(1),0.0,-0.013,-0.004,0.001
15.0,3.6,11.766,,2.0,400,1.089198077e-24,Q2OffsetX,Q_xoff(2),-4.613,0.0,-4.613,0.002
15.0,3.6,11.766,,2.0,400,1.089198077e-24,Q2OffsetY,Q_yoff(2),0.001,23.396,0.0,23.398
15.0,3.6,11.766,,2.0,400,1.089198077e-24,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
15.0,3.6,11.766,,2.0,400,1.089198077e-24,Q2RotX,Q_xrot(2),-0.025,0.0,-0.025,0.001
15.0,3.6,11.766,,2.0,400,1.089198077e-24,Q2RotY,Q_yrot(2),0.0,0.056,0.0,0.056
15.0,3.6,11.766,,2.0,400,1.089198077e-24,Q2RotZ,Q_zrot(2),0.001,0.049,0.017,0.0
15.0,3.6,11.766,,2.0,400,1.089198077e-24,Q3OffsetX,Q_xoff(3),5.676,0.0,5.676,0.001
15.0,3.6,11.766,,2.0,400,1.089198077e-24,Q3OffsetY,Q_yoff(3),0.001,-6.541,0.0,-6.543
15.0,3.6,11.766,,2.0,400,1.089198077e-24,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
15.0,3.6,11.766,,2.0,400,1.089198077e-24,Q3RotX,Q_xrot(3),0.008,0.0,0.008,0.0
15.0,3.6,11.766,,2.0,400,1.089198077e-24,Q3RotY,Q_yrot(3),0.001,0.016,0.0,0.017
15.0,3.6,11.766,,2.0,400,1.089198077e-24,Q3RotZ,Q_zrot(3),0.0,-0.035,-0.011,0.001
15.0,3.6,11.766,,2.0,400,1.089198077e-24,Q1Gradient,Q_grad(1),-0.009,0.0,0.0,0.033
15.0,3.6,11.766,,2.0,400,1.089198077e-24,Q2Gradient,Q_grad(2),-0.051,0.0,0.0,0.431
15.0,3.6,11.766,,2.0,400,1.089198077e-24,Q3Gradient,Q_grad(3),-0.269,0.0,0.0,0.119
15.0,4.809,15.913,,2.0,450,1.6450611929999998e-23,sourceOffsetX,x_off,-2.153,0.0,-2.153,0.001
15.0,4.809,15.913,,2.0,450,1.6450611929999998e-23,sourceOffsetY,y_off,0.001,-7.581,0.0,-7.577
15.0,4.809,15.913,,2.0,450,1.6450611929999998e-23,Q1OffsetX,Q_xoff(1),1.876,0.0,1.876,0.002
15.0,4.809,15.913,,2.0,450,1.6450611929999998e-23,Q1OffsetY,Q_yoff(1),0.001,-7.032,0.0,-7.035
15.0,4.809,15.913,,2.0,450,1.6450611929999998e-23,Q1OffsetZ,Q_pos(1),-0.01,0.0,0.0,0.103
15.0,4.809,15.913,,2.0,450,1.6450611929999998e-23,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
15.0,4.809,15.913,,2.0,450,1.6450611929999998e-23,Q1RotY,Q_yrot(1),0.001,-0.006,0.0,-0.007
15.0,4.809,15.913,,2.0,450,1.6450611929999998e-23,Q1RotZ,Q_zrot(1),0.0,-0.011,-0.003,0.001
15.0,4.809,15.913,,2.0,450,1.6450611929999998e-23,Q2OffsetX,Q_xoff(2),-3.625,0.0,-3.625,0.001
15.0,4.809,15.913,,2.0,450,1.6450611929999998e-23,Q2OffsetY,Q_yoff(2),0.001,21.177,0.0,21.179
15.0,4.809,15.913,,2.0,450,1.6450611929999998e-23,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
15.0,4.809,15.913,,2.0,450,1.6450611929999998e-23,Q2RotX,Q_xrot(2),-0.02,0.0,-0.02,0.001
15.0,4.809,15.913,,2.0,450,1.6450611929999998e-23,Q2RotY,Q_yrot(2),0.0,0.047,0.0,0.048
15.0,4.809,15.913,,2.0,450,1.6450611929999998e-23,Q2RotZ,Q_zrot(2),0.001,0.047,0.014,0.0
15.0,4.809,15.913,,2.0,450,1.6450611929999998e-23,Q3OffsetX,Q_xoff(3),4.904,0.0,4.904,0.001
15.0,4.809,15.913,,2.0,450,1.6450611929999998e-23,Q3OffsetY,Q_yoff(3),0.001,-5.561,0.0,-5.563
15.0,4.809,15.913,,2.0,450,1.6450611929999998e-23,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
15.0,4.809,15.913,,2.0,450,1.6450611929999998e-23,Q3RotX,Q_xrot(3),0.006,0.0,0.006,0.0
15.0,4.809,15.913,,2.0,450,1.6450611929999998e-23,Q3RotY,Q_yrot(3),0.001,0.013,0.0,0.013
15.0,4.809,15.913,,2.0,450,1.6450611929999998e-23,Q3RotZ,Q_zrot(3),0.0,-0.034,-0.009,0.001
15.0,4.809,15.913,,2.0,450,1.6450611929999998e-23,Q1Gradient,Q_grad(1),-0.006,0.0,0.0,0.028
15.0,4.809,15.913,,2.0,450,1.6450611929999998e-23,Q2Gradient,Q_grad(2),-0.042,0.0,0.0,0.406
15.0,4.809,15.913,,2.0,450,1.6450611929999998e-23,Q3Gradient,Q_grad(3),-0.269,0.0,0.0,0.099
15.0,6.036,20.618,,2.0,500,1.897218505e-25,sourceOffsetX,x_off,-1.798,0.0,-1.798,0.001
15.0,6.036,20.618,,2.0,500,1.897218505e-25,sourceOffsetY,y_off,0.001,-7.413,0.0,-7.41
15.0,6.036,20.618,,2.0,500,1.897218505e-25,Q1OffsetX,Q_xoff(1),1.415,0.0,1.415,0.001
15.0,6.036,20.618,,2.0,500,1.897218505e-25,Q1OffsetY,Q_yoff(1),0.001,-6.17,0.0,-6.172
15.0,6.036,20.618,,2.0,500,1.897218505e-25,Q1OffsetZ,Q_pos(1),-0.008,0.0,0.0,0.088
15.0,6.036,20.618,,2.0,500,1.897218505e-25,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
15.0,6.036,20.618,,2.0,500,1.897218505e-25,Q1RotY,Q_yrot(1),0.001,-0.005,0.0,-0.006
15.0,6.036,20.618,,2.0,500,1.897218505e-25,Q1RotZ,Q_zrot(1),0.0,-0.01,-0.002,0.001
15.0,6.036,20.618,,2.0,500,1.897218505e-25,Q2OffsetX,Q_xoff(2),-2.873,0.0,-2.873,0.001
15.0,6.036,20.618,,2.0,500,1.897218505e-25,Q2OffsetY,Q_yoff(2),0.001,19.353,0.0,19.355
15.0,6.036,20.618,,2.0,500,1.897218505e-25,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
15.0,6.036,20.618,,2.0,500,1.897218505e-25,Q2RotX,Q_xrot(2),-0.015,0.0,-0.015,0.001
15.0,6.036,20.618,,2.0,500,1.897218505e-25,Q2RotY,Q_yrot(2),0.0,0.041,0.0,0.041
15.0,6.036,20.618,,2.0,500,1.897218505e-25,Q2RotZ,Q_zrot(2),0.001,0.045,0.011,0.0
15.0,6.036,20.618,,2.0,500,1.897218505e-25,Q3OffsetX,Q_xoff(3),4.258,0.0,4.258,0.001
15.0,6.036,20.618,,2.0,500,1.897218505e-25,Q3OffsetY,Q_yoff(3),0.001,-4.768,0.0,-4.77
15.0,6.036,20.618,,2.0,500,1.897218505e-25,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
15.0,6.036,20.618,,2.0,500,1.897218505e-25,Q3RotX,Q_xrot(3),0.004,0.0,0.004,0.0
15.0,6.036,20.618,,2.0,500,1.897218505e-25,Q3RotY,Q_yrot(3),0.001,0.011,0.0,0.011
15.0,6.036,20.618,,2.0,500,1.897218505e-25,Q3RotZ,Q_zrot(3),0.0,-0.034,-0.008,0.001
15.0,6.036,20.618,,2.0,500,1.897218505e-25,Q1Gradient,Q_grad(1),-0.005,0.0,0.0,0.025
15.0,6.036,20.618,,2.0,500,1.897218505e-25,Q2Gradient,Q_grad(2),-0.035,0.0,0.0,0.385
15.0,6.036,20.618,,2.0,500,1.897218505e-25,Q3Gradient,Q_grad(3),-0.27,0.0,0.0,0.083
15.0,7.248,26.088,,2.0,550,2.5718604466100004e-25,sourceOffsetX,x_off,-1.491,0.0,-1.491,0.001
15.0,7.248,26.088,,2.0,550,2.5718604466100004e-25,sourceOffsetY,y_off,0.001,-7.254,0.0,-7.252
15.0,7.248,26.088,,2.0,550,2.5718604466100004e-25,Q1OffsetX,Q_xoff(1),1.069,0.0,1.07,0.001
15.0,7.248,26.088,,2.0,550,2.5718604466100004e-25,Q1OffsetY,Q_yoff(1),0.001,-5.475,0.0,-5.477
15.0,7.248,26.088,,2.0,550,2.5718604466100004e-25,Q1OffsetZ,Q_pos(1),-0.006,0.0,0.0,0.076
15.0,7.248,26.088,,2.0,550,2.5718604466100004e-25,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
15.0,7.248,26.088,,2.0,550,2.5718604466100004e-25,Q1RotY,Q_yrot(1),0.001,-0.005,0.0,-0.005
15.0,7.248,26.088,,2.0,550,2.5718604466100004e-25,Q1RotZ,Q_zrot(1),0.0,-0.008,-0.001,0.001
15.0,7.248,26.088,,2.0,550,2.5718604466100004e-25,Q2OffsetX,Q_xoff(2),-2.279,0.0,-2.28,0.001
15.0,7.248,26.088,,2.0,550,2.5718604466100004e-25,Q2OffsetY,Q_yoff(2),0.001,17.834,0.0,17.836
15.0,7.248,26.088,,2.0,550,2.5718604466100004e-25,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
15.0,7.248,26.088,,2.0,550,2.5718604466100004e-25,Q2RotX,Q_xrot(2),-0.012,0.0,-0.012,0.001
15.0,7.248,26.088,,2.0,550,2.5718604466100004e-25,Q2RotY,Q_yrot(2),0.0,0.036,0.0,0.037
15.0,7.248,26.088,,2.0,550,2.5718604466100004e-25,Q2RotZ,Q_zrot(2),0.001,0.044,0.009,0.0
15.0,7.248,26.088,,2.0,550,2.5718604466100004e-25,Q3OffsetX,Q_xoff(3),3.703,0.0,3.703,0.001
15.0,7.248,26.088,,2.0,550,2.5718604466100004e-25,Q3OffsetY,Q_yoff(3),0.001,-4.102,0.0,-4.104
15.0,7.248,26.088,,2.0,550,2.5718604466100004e-25,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
15.0,7.248,26.088,,2.0,550,2.5718604466100004e-25,Q3RotX,Q_xrot(3),0.003,0.0,0.003,0.0
15.0,7.248,26.088,,2.0,550,2.5718604466100004e-25,Q3RotY,Q_yrot(3),0.001,0.009,0.0,0.009
15.0,7.248,26.088,,2.0,550,2.5718604466100004e-25,Q3RotZ,Q_zrot(3),0.0,-0.034,-0.007,0.001
15.0,7.248,26.088,,2.0,550,2.5718604466100004e-25,Q1Gradient,Q_grad(1),-0.003,0.0,0.0,0.022
15.0,7.248,26.088,,2.0,550,2.5718604466100004e-25,Q2Gradient,Q_grad(2),-0.029,0.0,0.0,0.367
15.0,7.248,26.088,,2.0,550,2.5718604466100004e-25,Q3Gradient,Q_grad(3),-0.271,0.0,0.0,0.069
15.0,8.403,32.738,,2.0,600,1.1600573730249999e-24,sourceOffsetX,x_off,-1.217,0.0,-1.217,0.001
15.0,8.403,32.738,,2.0,600,1.1600573730249999e-24,sourceOffsetY,y_off,0.001,-7.122,0.0,-7.12
15.0,8.403,32.738,,2.0,600,1.1600573730249999e-24,Q1OffsetX,Q_xoff(1),0.802,0.0,0.802,0.001
15.0,8.403,32.738,,2.0,600,1.1600573730249999e-24,Q1OffsetY,Q_yoff(1),0.001,-4.916,0.0,-4.919
15.0,8.403,32.738,,2.0,600,1.1600573730249999e-24,Q1OffsetZ,Q_pos(1),-0.005,0.0,0.0,0.067
15.0,8.403,32.738,,2.0,600,1.1600573730249999e-24,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
15.0,8.403,32.738,,2.0,600,1.1600573730249999e-24,Q1RotY,Q_yrot(1),0.001,-0.004,0.0,-0.004
15.0,8.403,32.738,,2.0,600,1.1600573730249999e-24,Q1RotZ,Q_zrot(1),0.0,-0.008,-0.001,0.001
15.0,8.403,32.738,,2.0,600,1.1600573730249999e-24,Q2OffsetX,Q_xoff(2),-1.789,0.0,-1.789,0.001
15.0,8.403,32.738,,2.0,600,1.1600573730249999e-24,Q2OffsetY,Q_yoff(2),0.001,16.561,0.0,16.564
15.0,8.403,32.738,,2.0,600,1.1600573730249999e-24,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
15.0,8.403,32.738,,2.0,600,1.1600573730249999e-24,Q2RotX,Q_xrot(2),-0.009,0.0,-0.009,0.001
15.0,8.403,32.738,,2.0,600,1.1600573730249999e-24,Q2RotY,Q_yrot(2),0.0,0.033,0.0,0.033
15.0,8.403,32.738,,2.0,600,1.1600573730249999e-24,Q2RotZ,Q_zrot(2),0.001,0.042,0.008,0.0
15.0,8.403,32.738,,2.0,600,1.1600573730249999e-24,Q3OffsetX,Q_xoff(3),3.206,0.0,3.206,0.001
15.0,8.403,32.738,,2.0,600,1.1600573730249999e-24,Q3OffsetY,Q_yoff(3),0.001,-3.521,0.0,-3.523
15.0,8.403,32.738,,2.0,600,1.1600573730249999e-24,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
15.0,8.403,32.738,,2.0,600,1.1600573730249999e-24,Q3RotX,Q_xrot(3),0.002,0.0,0.002,0.0
15.0,8.403,32.738,,2.0,600,1.1600573730249999e-24,Q3RotY,Q_yrot(3),0.001,0.007,0.0,0.007
15.0,8.403,32.738,,2.0,600,1.1600573730249999e-24,Q3RotZ,Q_zrot(3),0.0,-0.033,-0.005,0.001
15.0,8.403,32.738,,2.0,600,1.1600573730249999e-24,Q1Gradient,Q_grad(1),-0.002,0.0,0.0,0.02
15.0,8.403,32.738,,2.0,600,1.1600573730249999e-24,Q2Gradient,Q_grad(2),-0.024,0.0,0.0,0.352
15.0,8.403,32.738,,2.0,600,1.1600573730249999e-24,Q3Gradient,Q_grad(3),-0.271,0.0,0.0,0.057
15.0,9.412,41.601,,2.0,650,8.4113364436e-26,sourceOffsetX,x_off,-0.957,0.0,-0.957,0.001
15.0,9.412,41.601,,2.0,650,8.4113364436e-26,sourceOffsetY,y_off,0.001,-7.045,0.0,-7.044
15.0,9.412,41.601,,2.0,650,8.4113364436e-26,Q1OffsetX,Q_xoff(1),0.583,0.0,0.584,0.001
15.0,9.412,41.601,,2.0,650,8.4113364436e-26,Q1OffsetY,Q_yoff(1),0.001,-4.481,0.0,-4.484
15.0,9.412,41.601,,2.0,650,8.4113364436e-26,Q1OffsetZ,Q_pos(1),-0.004,0.0,0.0,0.06
15.0,9.412,41.601,,2.0,650,8.4113364436e-26,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
15.0,9.412,41.601,,2.0,650,8.4113364436e-26,Q1RotY,Q_yrot(1),0.001,-0.004,0.0,-0.004
15.0,9.412,41.601,,2.0,650,8.4113364436e-26,Q1RotZ,Q_zrot(1),0.0,-0.007,-0.001,0.001
15.0,9.412,41.601,,2.0,650,8.4113364436e-26,Q2OffsetX,Q_xoff(2),-1.356,0.0,-1.357,0.001
15.0,9.412,41.601,,2.0,650,8.4113364436e-26,Q2OffsetY,Q_yoff(2),0.001,15.507,0.0,15.511
15.0,9.412,41.601,,2.0,650,8.4113364436e-26,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
15.0,9.412,41.601,,2.0,650,8.4113364436e-26,Q2RotX,Q_xrot(2),-0.007,0.0,-0.007,0.001
15.0,9.412,41.601,,2.0,650,8.4113364436e-26,Q2RotY,Q_yrot(2),0.0,0.03,0.0,0.03
15.0,9.412,41.601,,2.0,650,8.4113364436e-26,Q2RotZ,Q_zrot(2),0.001,0.042,0.006,0.0
15.0,9.412,41.601,,2.0,650,8.4113364436e-26,Q3OffsetX,Q_xoff(3),2.732,0.0,2.732,0.001
15.0,9.412,41.601,,2.0,650,8.4113364436e-26,Q3OffsetY,Q_yoff(3),0.001,-2.978,0.0,-2.98
15.0,9.412,41.601,,2.0,650,8.4113364436e-26,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
15.0,9.412,41.601,,2.0,650,8.4113364436e-26,Q3RotX,Q_xrot(3),0.002,0.0,0.001,0.0
15.0,9.412,41.601,,2.0,650,8.4113364436e-26,Q3RotY,Q_yrot(3),0.001,0.006,0.0,0.006
15.0,9.412,41.601,,2.0,650,8.4113364436e-26,Q3RotZ,Q_zrot(3),0.0,-0.033,-0.004,0.001
15.0,9.412,41.601,,2.0,650,8.4113364436e-26,Q1Gradient,Q_grad(1),-0.002,0.0,0.0,0.018
15.0,9.412,41.601,,2.0,650,8.4113364436e-26,Q2Gradient,Q_grad(2),-0.019,0.0,0.0,0.338
15.0,9.412,41.601,,2.0,650,8.4113364436e-26,Q3Gradient,Q_grad(3),-0.271,0.0,0.0,0.044
15.0,9.843,58.781,,2.0,700,7.136728436000001e-25,sourceOffsetX,x_off,-0.641,0.0,-0.641,0.001
15.0,9.843,58.781,,2.0,700,7.136728436000001e-25,sourceOffsetY,y_off,0.001,-7.183,0.0,-7.184
15.0,9.843,58.781,,2.0,700,7.136728436000001e-25,Q1OffsetX,Q_xoff(1),0.363,0.0,0.364,0.001
15.0,9.843,58.781,,2.0,700,7.136728436000001e-25,Q1OffsetY,Q_yoff(1),0.001,-4.236,0.0,-4.239
15.0,9.843,58.781,,2.0,700,7.136728436000001e-25,Q1OffsetZ,Q_pos(1),-0.002,0.0,0.0,0.055
15.0,9.843,58.781,,2.0,700,7.136728436000001e-25,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
15.0,9.843,58.781,,2.0,700,7.136728436000001e-25,Q1RotY,Q_yrot(1),0.001,-0.003,0.0,-0.003
15.0,9.843,58.781,,2.0,700,7.136728436000001e-25,Q1RotZ,Q_zrot(1),0.0,-0.007,0.0,0.001
15.0,9.843,58.781,,2.0,700,7.136728436000001e-25,Q2OffsetX,Q_xoff(2),-0.87,0.0,-0.87,0.001
15.0,9.843,58.781,,2.0,700,7.136728436000001e-25,Q2OffsetY,Q_yoff(2),0.001,14.748,0.0,14.754
15.0,9.843,58.781,,2.0,700,7.136728436000001e-25,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
15.0,9.843,58.781,,2.0,700,7.136728436000001e-25,Q2RotX,Q_xrot(2),-0.004,0.0,-0.004,0.001
15.0,9.843,58.781,,2.0,700,7.136728436000001e-25,Q2RotY,Q_yrot(2),0.0,0.03,0.0,0.03
15.0,9.843,58.781,,2.0,700,7.136728436000001e-25,Q2RotZ,Q_zrot(2),0.001,0.041,0.004,0.0
15.0,9.843,58.781,,2.0,700,7.136728436000001e-25,Q3OffsetX,Q_xoff(3),2.15,0.0,2.149,0.001
15.0,9.843,58.781,,2.0,700,7.136728436000001e-25,Q3OffsetY,Q_yoff(3),0.001,-2.326,0.0,-2.329
15.0,9.843,58.781,,2.0,700,7.136728436000001e-25,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
15.0,9.843,58.781,,2.0,700,7.136728436000001e-25,Q3RotX,Q_xrot(3),0.001,0.0,0.001,0.0
15.0,9.843,58.781,,2.0,700,7.136728436000001e-25,Q3RotY,Q_yrot(3),0.001,0.005,0.0,0.005
15.0,9.843,58.781,,2.0,700,7.136728436000001e-25,Q3RotZ,Q_zrot(3),0.0,-0.033,-0.002,0.001
15.0,9.843,58.781,,2.0,700,7.136728436000001e-25,Q1Gradient,Q_grad(1),-0.001,0.0,0.0,0.017
15.0,9.843,58.781,,2.0,700,7.136728436000001e-25,Q2Gradient,Q_grad(2),-0.012,0.0,0.0,0.323
15.0,9.843,58.781,,2.0,700,7.136728436000001e-25,Q3Gradient,Q_grad(3),-0.269,0.0,0.0,0.029
15.0,13.898,35.751,,3.0,750,1.8811255156e-12,sourceOffsetX,x_off,-1.887,0.0,-1.888,0.001
15.0,13.898,35.751,,3.0,750,1.8811255156e-12,sourceOffsetY,y_off,0.001,-9.568,0.0,-9.565
15.0,13.898,35.751,,3.0,750,1.8811255156e-12,Q1OffsetX,Q_xoff(1),1.0,0.0,1.0,0.001
15.0,13.898,35.751,,3.0,750,1.8811255156e-12,Q1OffsetY,Q_yoff(1),0.001,-5.258,0.0,-5.261
15.0,13.898,35.751,,3.0,750,1.8811255156e-12,Q1OffsetZ,Q_pos(1),-0.007,0.0,0.0,0.068
15.0,13.898,35.751,,3.0,750,1.8811255156e-12,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
15.0,13.898,35.751,,3.0,750,1.8811255156e-12,Q1RotY,Q_yrot(1),0.001,-0.004,0.0,-0.004
15.0,13.898,35.751,,3.0,750,1.8811255156e-12,Q1RotZ,Q_zrot(1),0.0,-0.008,-0.001,0.001
15.0,13.898,35.751,,3.0,750,1.8811255156e-12,Q2OffsetX,Q_xoff(2),-2.624,0.0,-2.624,0.001
15.0,13.898,35.751,,3.0,750,1.8811255156e-12,Q2OffsetY,Q_yoff(2),0.001,20.695,0.0,20.699
15.0,13.898,35.751,,3.0,750,1.8811255156e-12,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
15.0,13.898,35.751,,3.0,750,1.8811255156e-12,Q2RotX,Q_xrot(2),-0.013,0.0,-0.013,0.001
15.0,13.898,35.751,,3.0,750,1.8811255156e-12,Q2RotY,Q_yrot(2),0.0,0.031,0.0,0.031
15.0,13.898,35.751,,3.0,750,1.8811255156e-12,Q2RotZ,Q_zrot(2),0.001,0.062,0.013,0.0
15.0,13.898,35.751,,3.0,750,1.8811255156e-12,Q3OffsetX,Q_xoff(3),4.514,0.0,4.514,0.001
15.0,13.898,35.751,,3.0,750,1.8811255156e-12,Q3OffsetY,Q_yoff(3),0.001,-4.868,0.0,-4.871
15.0,13.898,35.751,,3.0,750,1.8811255156e-12,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
15.0,13.898,35.751,,3.0,750,1.8811255156e-12,Q3RotX,Q_xrot(3),0.003,0.0,0.003,0.0
15.0,13.898,35.751,,3.0,750,1.8811255156e-12,Q3RotY,Q_yrot(3),0.001,0.007,0.0,0.007
15.0,13.898,35.751,,3.0,750,1.8811255156e-12,Q3RotZ,Q_zrot(3),0.0,-0.053,-0.01,0.001
15.0,13.898,35.751,,3.0,750,1.8811255156e-12,Q1Gradient,Q_grad(1),-0.003,0.0,0.0,0.021
15.0,13.898,35.751,,3.0,750,1.8811255156e-12,Q2Gradient,Q_grad(2),-0.042,0.0,0.0,0.511
15.0,13.898,35.751,,3.0,750,1.8811255156e-12,Q3Gradient,Q_grad(3),-0.433,0.0,0.0,0.1
15.0,15.36,40.787,,3.0,800,2.5655174099999997e-24,sourceOffsetX,x_off,-1.666,0.0,-1.666,0.001
15.0,15.36,40.787,,3.0,800,2.5655174099999997e-24,sourceOffsetY,y_off,0.001,-9.301,0.0,-9.298
15.0,15.36,40.787,,3.0,800,2.5655174099999997e-24,Q1OffsetX,Q_xoff(1),0.828,0.0,0.829,0.001
15.0,15.36,40.787,,3.0,800,2.5655174099999997e-24,Q1OffsetY,Q_yoff(1),0.001,-4.786,0.0,-4.789
15.0,15.36,40.787,,3.0,800,2.5655174099999997e-24,Q1OffsetZ,Q_pos(1),-0.006,0.0,0.0,0.061
15.0,15.36,40.787,,3.0,800,2.5655174099999997e-24,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
15.0,15.36,40.787,,3.0,800,2.5655174099999997e-24,Q1RotY,Q_yrot(1),0.001,-0.004,0.0,-0.004
15.0,15.36,40.787,,3.0,800,2.5655174099999997e-24,Q1RotZ,Q_zrot(1),0.0,-0.007,-0.001,0.001
15.0,15.36,40.787,,3.0,800,2.5655174099999997e-24,Q2OffsetX,Q_xoff(2),-2.274,0.0,-2.274,0.001
15.0,15.36,40.787,,3.0,800,2.5655174099999997e-24,Q2OffsetY,Q_yoff(2),0.001,19.503,0.0,19.507
15.0,15.36,40.787,,3.0,800,2.5655174099999997e-24,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
15.0,15.36,40.787,,3.0,800,2.5655174099999997e-24,Q2RotX,Q_xrot(2),-0.011,0.0,-0.011,0.001
15.0,15.36,40.787,,3.0,800,2.5655174099999997e-24,Q2RotY,Q_yrot(2),0.0,0.028,0.0,0.028
