0,1,2,3,4,5,6,7,8,9
0.09,0.20054493200162618,0.20890928823857705,7.5E+8,15.697108592597242,19.60229129004857,0.95405,0.27182,1.0,0.7554542202402031
0.09,0.20054493200162618,0.20890928823857705,7.5E+8,15.697108592597242,19.60229129004857,0.95405,0.27182,1.0,0.7554542202402031
0.09,0.20054493200162618,0.20890928823857705,7.5E+8,15.697108592597242,19.60229129004857,0.95405,0.27182,1.0,0.7554542202402031
0.09,0.20054493200162618,0.20890928823857705,7.5E+8,15.697108592597242,19.60229129004857,0.95405,0.27182,1.0,0.7554542202402031
0.09,0.20054493200162618,0.20890928823857705,7.5E+8,15.697108592597242,19.60229129004857,0.95405,0.27182,1.0,0.7554542202402031
0.09,0.20054493200162618,0.20890928823857705,7.5E+8,15.697108592597242,19.60229129004857,0.95405,0.27182,1.0,0.7554542202402031
0.09,0.20054493200162618,0.20890928823857705,7.5E+8,15.697108592597242,19.60229129004857,0.95405,0.27182,1.0,0.7554542202402031
0.09,0.20054493200162618,0.20890928823857705,7.5E+8,15.697108592597242,19.60229129004857,0.95405,0.27182,1.0,0.7554542202402031
0.09,0.20054493200162618,0.20890928823857705,7.5E+8,15.697108592597242,19.60229129004857,0.95405,0.27182,1.0,0.7554542202402031
0.09,0.20054493200162618,0.20890928823857705,7.5E+8,15.697108592597242,19.60229129004857,0.95405,0.27182,1.0,0.7554542202402031
0.09,0.20054493200162618,0.20890928823857705,7.5E+8,15.697108592597242,19.60229129004857,0.95405,0.27182,1.0,0.7554542202402031
0.09,0.20054493200162618,0.20890928823857705,7.5E+8,15.697108592597242,19.60229129004857,0.95405,0.27182,1.0,0.7554542202402031
0.09,0.20054493200162618,0.20890928823857705,7.5E+8,15.697108592597242,19.60229129004857,0.95405,0.27182,1.0,0.7554542202402031
0.09,0.20054493200162618,0.20890928823857705,7.5E+8,15.697108592597242,19.60229129004857,0.95405,0.27182,1.0,0.7554542202402031
0.09,0.20054493200162618,0.20890928823857705,7.5E+8,15.697108592597242,19.60229129004857,0.95405,0.27182,1.0,0.7554542202402031
0.09,0.20054493200162618,0.20890928823857705,7.5E+8,15.697108592597242,19.60229129004857,0.95405,0.27182,1.0,0.7554542202402031
0.09,0.20054493200162618,0.20890928823857705,7.5E+8,15.697108592597242,19.60229129004857,0.95405,0.27182,1.0,0.7554542202402031
0.09,0.20054493200162618,0.20890928823857705,7.5E+8,15.697108592597242,19.60229129004857,0.95405,0.27182,1.0,0.7554542202402031
0.1,0.19635714257841785,0.20693771251848264,7.5E+8,16.00307258993727,19.07790143084261,0.93243,0.28222,1.0,0.7592948550969004
0.1,0.19635714257841785,0.20693771251848264,7.5E+8,16.00307258993727,19.07790143084261,0.93243,0.28222,1.0,0.7592948550969004
0.1,0.19635714257841785,0.20693771251848264,7.5E+8,16.00307258993727,19.07790143084261,0.93243,0.28222,1.0,0.7592948550969004
0.1,0.19635714257841785,0.20693771251848264,7.5E+8,16.00307258993727,19.07790143084261,0.93243,0.28222,1.0,0.7592948550969004
0.1,0.19635714257841785,0.20693771251848264,7.5E+8,16.00307258993727,19.07790143084261,0.93243,0.28222,1.0,0.7592948550969004
0.1,0.19635714257841785,0.20693771251848264,7.5E+8,16.00307258993727,19.07790143084261,0.93243,0.28222,1.0,0.7592948550969004
0.1,0.19635714257841785,0.20693771251848264,7.5E+8,16.00307258993727,19.07790143084261,0.93243,0.28222,1.0,0.7592948550969004
0.1,0.19635714257841785,0.20693771251848264,7.5E+8,16.00307258993727,19.07790143084261,0.93243,0.28222,1.0,0.7592948550969004
0.1,0.19635714257841785,0.20693771251848264,7.5E+8,16.00307258993727,19.07790143084261,0.93243,0.28222,1.0,0.7592948550969004
0.1,0.19635714257841785,0.20693771251848264,7.5E+8,16.00307258993727,19.07790143084261,0.93243,0.28222,1.0,0.7592948550969004
0.1,0.19635714257841785,0.20693771251848264,7.5E+8,16.00307258993727,19.07790143084261,0.93243,0.28222,1.0,0.7592948550969004
0.1,0.19635714257841785,0.20693771251848264,7.5E+8,16.00307258993727,19.07790143084261,0.93243,0.28222,1.0,0.7592948550969004
0.1,0.19635714257841785,0.20693771251848264,7.5E+8,16.00307258993727,19.07790143084261,0.93243,0.28222,1.0,0.7592948550969004
0.1,0.19635714257841785,0.20693771251848264,7.5E+8,16.00307258993727,19.07790143084261,0.93243,0.28222,1.0,0.7592948550969004
0.1,0.19635714257841785,0.20693771251848264,7.5E+8,16.00307258993727,19.07790143084261,0.93243,0.28222,1.0,0.7592948550969004
0.1,0.19635714257841785,0.20693771251848264,7.5E+8,16.00307258993727,19.07790143084261,0.93243,0.28222,1.0,0.7592948550969004
0.1,0.19635714257841785,0.20693771251848264,7.5E+8,16.00307258993727,19.07790143084261,0.93243,0.28222,1.0,0.7592948550969004
0.1,0.19635714257841785,0.20693771251848264,7.5E+8,16.00307258993727,19.07790143084261,0.93243,0.28222,1.0,0.7592948550969004
