D1 [cm],D2 [cm],D3 [cm],D4 [cm],setup length [m],Pz [eV/c],"f(x',y') [mrad^2]",x acceptance [mrad],y acceptance [mrad],x'_2/x'_1 [mrad/mrad],y'_2/y'_1 [mrad/mrad],x_2/x_1 [mm/mm],y_2/y_1 [mm/mm],x_2 of initial x angle [mm],y_2 of initial y angle [mm]
2.0,2.5001,4.8058,,2.0,200000000.0,2.1189174409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.8834,4.8001,,2.0,250000000.0,0.00421190646961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,4.8306,6.3551,,3.0,300000000.0,5.061516736900001e-12,27.5,48.8,-0.20931,-0.03821,-4.77719,-26.173,7.1363e-07,2.1336e-06
2.0,6.6203,9.1094,,3.0,350000000.0,5.785138164999999e-09,23.9,44.5,-0.24427,-0.04187,-4.0932,-23.877,7.2183e-05,2.3974e-05
2.0,8.4305,12.0062,,3.0,400000000.0,2.2409563936e-10,21.1,40.8,-0.28217,-0.04563,-3.5439,-21.916,-1.3794e-05,-5.8156e-06
2.0,10.2508,15.0536,,3.0,450000000.0,1.5746489896000001e-18,18.8,37.7,-0.32311,-0.04942,-3.0949,-20.234,-6.9786e-10,1.0429e-09
2.0,12.0742,18.2644,,3.0,500000000.0,7.366197226399999e-08,16.8,35.0,-0.36732,-0.05321,-2.7219,-18.782,0.00025861,8.2358e-05
2.0,13.8948,21.6624,,3.0,550000000.0,1.8282450056000004e-20,15.2,32.7,-0.41563,-0.05707,-2.4059,-17.52199,1.3285e-10,2.5166e-11
2.0,15.7072,25.2689,,3.0,600000000.0,2.7081659684e-08,13.8,30.6,-0.46836,-0.06092,-2.1352,-16.421,-0.000157,-4.9322e-05
2.0,17.5065,29.1139,,3.0,650000000.0,2.8952863844e-12,12.6,28.9,-0.52613,-0.0647,-1.9006,-15.454,1.4828e-06,8.3462e-07
2.0,19.2875,33.2429,,3.0,700000000.0,1.7035752836e-10,11.5,27.3,-0.59022,-0.06847,-1.6942,-14.603,1.2445e-05,3.9344e-06
2.0,21.0434,37.7122,,3.0,750000000.0,2.84696425e-09,10.5,25.9,-0.662,-0.0722,-1.5106,-13.852,-5.0795e-05,-1.6335e-05
2.0,22.7675,42.5973,,3.0,800000000.0,3.98896563796e-19,9.7,24.7,-0.74327,-0.07582,-1.3454,-13.188,6.3141e-10,-1.4764e-11
2.0,24.4494,48.0138,,3.0,850000000.0,8.0620569229000015e-22,8.9,23.6,-0.83705,-0.07935,-1.1946,-12.603,-2.8245e-11,-2.9027e-12
2.0,26.0752,54.1341,,3.0,900000000.0,8.063456552000001e-11,8.1,22.6,-0.94785,-0.08271,-1.055,-12.09,8.8834e-06,1.3114e-06
2.0,24.6634,59.9791,,2.0,950000000.0,1.1251422221000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,25.739,59.9891,,2.0,1000000000.0,1.4667499181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,2.5001,4.8058,,2.0,200000000.0,11.820529578400002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,2.5002,4.8057,,2.0,250000000.0,1.2430447016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,2.5001,5.8801,,2.0,300000000.0,0.008622756473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,3.8063,7.8697,,3.0,350000000.0,2.25144676969e-19,29.8,25.2,-0.1983,-0.06201,-5.0427,-16.126,4.7336e-10,-3.2787e-11
9.0,5.3057,10.8159,,3.0,400000000.0,8.793357457000001e-21,26.0,25.5,-0.23111,-0.06496,-4.3268,-15.394,-9.1519e-11,-2.0436e-11
9.0,6.8564,13.92,,3.0,450000000.0,2.0917575649e-20,22.9,25.7,-0.26706,-0.06812,-3.7445,-14.68,1.2378e-10,7.4807e-11
9.0,8.4434,17.1924,,3.0,500000000.0,2.1585733e-20,20.4,25.9,-0.30642,-0.07142,-3.2635,-14.001,6.971e-11,-1.2933e-10
9.0,10.0551,20.6482,,3.0,550000000.0,1.8111350564e-08,18.2,25.6,-0.34952,-0.0748,-2.8607,-13.365,0.00012004,6.0842e-05
9.0,11.682,24.3147,,3.0,600000000.0,1.9271741625000003e-10,16.4,24.4,-0.39706,-0.07828,-2.5184,-12.775,1.2816e-05,5.3355e-06
9.0,13.3147,28.2208,,3.0,650000000.0,2.370848066e-09,14.8,23.3,-0.44956,-0.08175,-2.2243,-12.231,4.4035e-05,2.0779e-05
9.0,14.9455,32.411,,3.0,700000000.0,3.4816135825000013e-10,13.5,22.3,-0.50802,-0.08523,-1.9683,-11.732,1.6854e-05,8.0065e-06
9.0,16.5651,36.943,,3.0,750000000.0,6.633978944e-09,12.3,21.4,-0.57376,-0.08869,-1.7429,-11.277,-7.52e-05,-3.1288e-05
9.0,18.1639,41.8944,,3.0,800000000.0,1.036281913e-12,11.2,20.6,-0.64843,-0.09205,-1.5422,-10.863,2.7429e-07,-9.8033e-07
9.0,19.7299,47.3849,,3.0,850000000.0,1.4487094776960003e-20,10.2,19.9,-0.73488,-0.09531,-1.3608,-10.492,1.203e-10,-3.8736e-12
9.0,21.2482,53.5933,,3.0,900000000.0,1.1657814920000005e-11,9.3,19.2,-0.83732,-0.09839,-1.19429,-10.163,2.6116e-06,-2.1994e-06
9.0,21.7266,59.9944,,2.0,950000000.0,0.9243512660000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,22.5839,59.9433,,2.0,1000000000.0,1.2169666663999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,2.5001,4.8058,,2.0,200000000.0,16.165481674400002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,2.5002,4.8059,,2.0,250000000.0,2.1030489961000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,2.5001,4.806,,2.0,300000000.0,0.0427507874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,3.3437,7.3709,,3.0,350000000.0,7.4355537316e-14,26.6,21.6,-0.19152,-0.06866,-5.2211,-14.565,1.5696e-08,2.7223e-07
11.0,4.7542,10.3259,,3.0,400000000.0,7.867406459225002e-16,26.3,21.9,-0.22318,-0.07126,-4.4806,-14.032,4.0315e-10,-2.8046e-08
11.0,6.2244,13.445,,3.0,450000000.0,9.226186344e-09,23.8,22.1,-0.25795,-0.07416,-3.8771,-13.486,-9.1662e-05,-2.871e-05
11.0,7.7387,16.7342,,3.0,500000000.0,9.530114309e-13,21.2,22.3,-0.29602,-0.07723,-3.378,-12.948,9.6278e-07,1.6145e-07
11.0,9.2841,20.2111,,3.0,550000000.0,1.752196645e-13,18.9,22.4,-0.33792,-0.08045,-2.9593,-12.43,1.9473e-07,-3.7054e-07
11.0,10.8504,23.8976,,3.0,600000000.0,1.099836769e-09,17.0,22.5,-0.38408,-0.08374,-2.6035,-11.941,2.994e-05,1.4263e-05
11.0,12.4276,27.826,,3.0,650000000.0,1.4440686099999998e-09,15.4,22.1,-0.43524,-0.08708,-2.2975,-11.482,3.3007e-05,1.8831e-05
11.0,14.0071,32.0409,,3.0,700000000.0,1.6632593056000002e-08,13.9,21.2,-0.49238,-0.09047,-2.0311,-11.057,-0.00011474,-5.8884e-05
11.0,15.5793,36.5955,,3.0,750000000.0,7.0790093060000014e-09,12.7,20.4,-0.55656,-0.09379,-1.7968,-10.664,-7.6091e-05,-3.5905e-05
11.0,17.1339,41.5732,,3.0,800000000.0,1.3724180100000003e-10,11.5,19.7,-0.62965,-0.09703,-1.5882,-10.305,8.9304e-06,7.5822e-06
11.0,18.6587,47.0931,,3.0,850000000.0,5.305370189e-21,10.5,19.0,-0.7144,-0.10019,-1.3998,-9.9808,-1.0045e-11,-7.2142e-11
11.0,20.1375,53.3355,,3.0,900000000.0,4.121396690000001e-09,9.6,18.4,-0.81492,-0.10315,-1.2271,-9.6926,5.6981e-05,2.9573e-05
11.0,20.2787,59.99,,2.0,950000000.0,0.8820612425000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,21.8312,59.9313,,2.0,1000000000.0,1.1649440755999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,2.5002,4.8058,,2.0,200000000.0,18.5638568509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,2.5001,4.8058,,2.0,250000000.0,2.6068225544000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,2.5001,4.8057,,2.0,300000000.0,0.074944224016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,3.1504,7.1051,,3.0,350000000.0,1.4261787017e-14,24.9,20.3,-0.18873,-0.07215,-5.2983,-13.86,7.1876e-08,9.5371e-08
12.0,4.5177,10.0627,,3.0,400000000.0,6.095472800000002e-19,24.6,20.5,-0.21989,-0.07456,-4.5476,-13.411,6.0092e-10,-4.9844e-10
12.0,5.9483,13.1873,,3.0,450000000.0,1.3047414735999999e-20,24.2,20.7,-0.25408,-0.07729,-3.9357,-12.937,-1.0812e-10,-3.6844e-11
12.0,7.4261,16.4853,,3.0,500000000.0,1.5842852981e-08,21.5,20.9,-0.29162,-0.0802,-3.4291,-12.46,1.3241e-05,0.00012517
12.0,8.9387,19.9718,,3.0,550000000.0,2.547808434e-13,19.2,21.0,-0.33292,-0.08336,-3.0037,-11.996,2.4903e-07,-4.3905e-07
12.0,10.4744,23.6689,,3.0,600000000.0,3.81370912e-10,17.3,21.1,-0.37848,-0.08657,-2.642,-11.551,1.5916e-05,1.1316e-05
12.0,12.0237,27.6085,,3.0,650000000.0,1.2291747940000002e-15,15.6,21.2,-0.42903,-0.08984,-2.3309,-11.131,1.7955e-08,-3.0113e-08
12.0,13.577,31.8332,,3.0,700000000.0,7.63102594e-10,14.2,20.7,-0.4854,-0.09312,-2.06009,-10.738,2.5525e-05,1.0563e-05
12.0,15.125,36.4023,,3.0,750000000.0,5.607422576999999e-09,12.9,19.9,-0.54896,-0.09641,-1.8217,-10.374,-6.4524e-05,-3.8001e-05
12.0,16.657,41.3941,,3.0,800000000.0,6.302402692e-23,11.7,19.2,-0.62132,-0.0996,-1.6095,-10.03999,7.4016e-12,2.8706e-12
12.0,18.1605,46.9296,,3.0,850000000.0,1.970354245e-13,10.7,18.6,-0.70528,-0.10269,-1.4179,-9.7377,-1.9798e-07,3.9729e-07
12.0,19.6186,53.1928,,3.0,900000000.0,3.094209317e-11,9.7,18.1,-0.80501,-0.10561,-1.2422,-9.4688,3.0874e-06,-4.6271e-06
12.0,19.9831,59.9936,,2.0,950000000.0,0.8639693504999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,21.1886,59.9721,,2.0,1000000000.0,1.1420829956000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,2.5002,4.8058,,2.0,200000000.0,13.9156685281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,2.5002,4.8058,,2.0,250000000.0,1.6475504401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,2.5001,5.3158,,2.0,300000000.0,0.0240036266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,3.5614,7.6262,,3.0,350000000.0,1.365362194576e-22,28.5,23.2,-0.1947,-0.06528,-5.1361,-15.319,-4.5524e-13,-1.1676e-11
10.0,5.016,10.5773,,3.0,400000000.0,1.4795832322100006e-13,26.6,23.5,-0.2269,-0.06806,-4.4071,-14.692,1.3111e-08,-3.8443e-07
10.0,6.5262,13.6896,,3.0,450000000.0,4.1597832250000005e-09,23.4,23.7,-0.26224,-0.0711,-3.8134,-14.067,-5.8059e-05,-2.8088e-05
10.0,8.0768,16.9702,,3.0,500000000.0,4.6695360769999995e-23,20.8,23.9,-0.30094,-0.07429,-3.3228,-13.461,-5.9779e-12,-3.3106e-12
10.0,9.6554,20.4389,,3.0,550000000.0,3.87226834e-08,18.6,24.1,-0.34354,-0.07763,-2.9113,-12.887,-0.00017725,-8.547e-05
10.0,11.2522,24.1132,,3.0,600000000.0,5.469909262099999e-12,16.7,23.7,-0.39028,-0.08098,-2.56219,-12.348,-5.7539e-07,2.2669e-06
10.0,12.8573,28.0305,,3.0,650000000.0,9.74329556e-10,15.1,22.7,-0.44209,-0.08439,-2.26189,-11.848,2.731e-05,1.5116e-05
10.0,14.4626,32.2321,,3.0,700000000.0,1.2384305585000002e-26,13.7,21.7,-0.49984,-0.08782,-2.0006,-11.387,9.2569e-14,-6.1768e-14
10.0,16.0586,36.7751,,3.0,750000000.0,1.3324707509000005e-12,12.5,20.9,-0.56477,-0.0912,-1.7706,-10.964,-3.9097e-07,1.0861e-06
10.0,17.6356,41.7398,,3.0,800000000.0,1.2936331459999996e-09,11.4,20.1,-0.63866,-0.09451,-1.5658,-10.579,3.1675e-05,1.7039e-05
10.0,19.1815,47.2449,,3.0,850000000.0,1.2200400969759997e-22,10.4,19.4,-0.72424,-0.09773,-1.3807,-10.23199,1.1026e-11,6.5676e-13
10.0,20.6802,53.4717,,3.0,900000000.0,5.0996316050000034e-09,9.4,18.8,-0.82577,-0.10077,-1.211,-9.9244,-6.3737e-05,-3.2206e-05
10.0,21.1689,59.9984,,2.0,950000000.0,0.9024461329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,22.2203,59.9856,,2.0,1000000000.0,1.1898123364000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,2.5001,4.8058,,2.0,200000000.0,52.72318524999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,2.5001,4.8058,,2.0,250000000.0,10.7600589025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,2.5002,4.8059,,2.0,300000000.0,1.6358830563999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,2.5001,4.8057,,2.0,350000000.0,0.028388438324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,3.1273,6.6428,,3.0,400000000.0,1.244408767321e-12,14.4,11.9,-0.1992,-0.1189,-5.0199,-8.4108,1.1122e-06,-8.6139e-08
23.0,4.1519,9.7971,,3.0,450000000.0,1.22817110749e-19,14.3,12.0,-0.23068,-0.11876,-4.3349,-8.4206,2.9957e-11,-3.4917e-10
23.0,5.2567,13.1452,,3.0,500000000.0,1.9536175352900002e-13,14.2,12.1,-0.26462,-0.11946,-3.7791,-8.3709,2.9077e-08,-4.4104e-07
23.0,6.4217,16.7034,,3.0,550000000.0,5.150387185e-11,14.1,12.2,-0.30172,-0.12073,-3.3143,-8.2824,-4.5489e-06,5.5508e-06
23.0,7.6325,20.4916,,3.0,600000000.0,3.6676055716e-24,14.0,12.3,-0.34268,-0.12241,-2.9182,-8.1694,7.1654e-13,-1.776e-12
23.0,8.8764,24.5395,,3.0,650000000.0,1.423847444e-13,13.9,12.4,-0.38826,-0.12435,-2.5756,-8.0417,-2.237e-07,3.0388e-07
23.0,10.1418,28.8889,,3.0,700000000.0,2.105791706e-21,13.9,12.4,-0.43941,-0.12647,-2.27579,-7.907,-4.0925e-11,-2.0759e-11
23.0,11.4172,33.5987,,3.0,750000000.0,1.8113949281000002e-22,13.8,12.5,-0.4974,-0.12868,-2.0105,-7.771,-1.0042e-11,-8.9609e-12
23.0,12.6891,38.7552,,3.0,800000000.0,1.782510452e-11,13.2,12.5,-0.56401,-0.13091,-1.773,-7.6389,2.1916e-06,-3.6086e-06
23.0,13.9433,44.4851,,3.0,850000000.0,8.069323424e-11,12.0,12.5,-0.64191,-0.13307,-1.5578,-7.5152,4.226e-06,-7.9268e-06
23.0,15.1602,50.9927,,3.0,900000000.0,3.2968512903999997e-10,10.9,12.6,-0.73546,-0.13505,-1.3597,-7.4048,7.7398e-06,-1.6425e-05
23.0,16.3084,58.6404,,3.0,950000000.0,2.94039665e-17,9.9,12.6,-0.8525,-0.1367,-1.173,-7.3153,-5.2591e-09,-1.3213e-09
23.0,18.3123,57.3865,,2.0,1000000000.0,0.9750514932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,2.5001,4.8058,,2.0,200000000.0,56.3663616661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,2.5001,4.8058,,2.0,250000000.0,11.6864313409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,2.5002,4.8058,,2.0,300000000.0,1.8664775684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,2.5001,4.8058,,2.0,350000000.0,0.044732970824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,3.0863,6.2939,,3.0,400000000.0,4.548693136001202e-13,13.8,11.5,-0.19788,-0.12383,-5.05349,-8.0754,-6.7444e-07,-3.4669e-13
24.0,4.0741,9.4529,,3.0,450000000.0,2.948531160484e-14,13.8,11.6,-0.22946,-0.12326,-4.35799,-8.1128,1.7164e-07,-5.0022e-09
24.0,5.146,12.8046,,3.0,500000000.0,7.87658749e-14,13.7,11.7,-0.26334,-0.12365,-3.7974,-8.0873,-2.605e-07,-1.0443e-07
24.0,6.2812,16.3667,,3.0,550000000.0,4.47236282e-11,13.6,11.8,-0.30029,-0.12468,-3.3301,-8.0206,-3.1832e-06,5.8814e-06
24.0,7.4638,20.1615,,3.0,600000000.0,1.462108052e-08,13.5,11.8,-0.34108,-0.12617,-2.9322,-7.9276,-9.3266e-05,-7.6958e-05
24.0,8.6812,24.2159,,3.0,650000000.0,4.077191852999999e-11,13.4,11.9,-0.38633,-0.12792,-2.5884,-7.8175,3.8157e-06,-5.1198e-06
24.0,9.9208,28.5751,,3.0,700000000.0,3.4486275400000004e-11,13.4,11.9,-0.43721,-0.12988,-2.2873,-7.699,-3.3906e-06,4.7948e-06
24.0,11.1715,33.297,,3.0,750000000.0,1.6168542800000001e-19,13.3,12.0,-0.49488,-0.13196,-2.0207,-7.5778,-3.8762e-10,-1.0694e-10
24.0,12.4201,38.4678,,3.0,800000000.0,1.1845206530000002e-11,13.3,12.0,-0.56116,-0.13406,-1.782,-7.4589,-1.5757e-06,3.0598e-06
24.0,13.6517,44.2142,,3.0,850000000.0,5.09529058e-09,12.1,12.1,-0.6387,-0.13609,-1.5656,-7.3469,6.2574e-05,3.4348e-05
24.0,14.8454,50.7477,,3.0,900000000.0,4.1247508000000003e-22,11.0,12.1,-0.73201,-0.13797,-1.3661,-7.2477,-1.2778e-11,1.5786e-11
24.0,15.9708,58.4313,,3.0,950000000.0,5.3369465189e-20,9.9,12.1,-0.84887,-0.1395,-1.178,-7.1681,4.0783e-11,2.2739e-10
24.0,18.1639,56.6857,,2.0,1000000000.0,0.9655700797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,2.5001,4.8058,,2.0,200000000.0,49.14712397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,2.5002,4.8058,,2.0,250000000.0,9.857443809999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,2.5003,4.8059,,2.0,300000000.0,1.4170965341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,2.5001,4.8058,,2.0,350000000.0,0.019565353376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,3.1809,6.9853,,3.0,400000000.0,8.986972940289997e-13,15.0,12.4,-0.20052,-0.11414,-4.9869,-8.76099,9.4767e-07,2.4877e-08
22.0,4.2418,10.1363,,3.0,450000000.0,2.048495156e-21,14.9,12.5,-0.23197,-0.11439,-4.3109,-8.74189,3.266e-11,3.1334e-11
22.0,5.379,13.4817,,3.0,500000000.0,2.3239831621000004e-14,14.8,12.6,-0.266,-0.11539,-3.7593,-8.6663,-1.5109e-07,-2.0289e-08
22.0,6.5743,17.0354,,3.0,550000000.0,1.444630273e-11,14.7,12.7,-0.3033,-0.1169,-3.297,-8.5546,2.7903e-06,-2.5808e-06
22.0,7.8135,20.8176,,3.0,600000000.0,6.071020777e-13,14.6,12.8,-0.34451,-0.11876,-2.9026,-8.4205,-4.7636e-07,6.1659e-07
22.0,9.0846,24.8575,,3.0,650000000.0,1.1932019839999999e-09,14.5,12.8,-0.3904,-0.12087,-2.5615,-8.2738,-2.7728e-05,-2.06e-05
22.0,10.3755,29.1968,,3.0,700000000.0,1.3391543926723998e-21,14.4,12.9,-0.44187,-0.12312,-2.2631,-8.1218,-3.6592e-11,4.2418e-13
22.0,11.675,33.8948,,3.0,750000000.0,3.4407157849999993e-11,14.4,12.9,-0.5002,-0.12546,-1.9992,-7.9705,3.0283e-06,-5.0236e-06
22.0,12.9709,39.0367,,3.0,800000000.0,5.84695376e-10,13.1,13.0,-0.56718,-0.12781,-1.7631,-7.8245,-1.702e-05,-1.7176e-05
22.0,14.2484,44.7476,,3.0,850000000.0,8.6382068e-12,11.9,13.0,-0.64543,-0.13007,-1.5493,-7.688,1.5182e-06,-2.5166e-06
22.0,15.4873,51.231,,3.0,900000000.0,1.169656144e-09,10.8,13.0,-0.7393,-0.13215,-1.3526,-7.5663,3.018e-05,1.6088e-05
22.0,16.6583,58.8456,,3.0,950000000.0,3.446359865000001e-21,9.8,13.1,-0.85661,-0.13393,-1.1674,-7.4665,2.2036e-11,-5.4413e-11
22.0,18.4975,57.8956,,2.0,1000000000.0,0.9851998280000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,2.5002,4.8058,,2.0,200000000.0,45.64981329490001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,2.5001,4.8058,,2.0,250000000.0,8.981677812500001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,2.5002,4.8058,,2.0,300000000.0,1.2115642501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,2.5001,5.012,,2.0,350000000.0,0.017569636349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,3.2468,7.3219,,3.0,400000000.0,5.0275577591761e-17,15.6,12.9,-0.20188,-0.10956,-4.9534,-9.1278,-7.0905e-09,-1.9681e-11
21.0,4.3438,10.4706,,3.0,450000000.0,3.5310217967356104e-20,15.5,13.0,-0.23335,-0.11016,-4.2853,-9.0777,1.8791e-10,-2.2331e-13
21.0,5.5136,13.8132,,3.0,500000000.0,7.91719328e-27,15.4,13.1,-0.26754,-0.11143,-3.7376,-8.9745,5.5112e-14,-6.9856e-14
21.0,6.7393,17.3624,,3.0,550000000.0,1.484101361e-15,15.2,13.2,-0.30509,-0.11315,-3.2778,-8.8379,-1.8745e-08,-3.3656e-08
21.0,8.0072,21.1385,,3.0,600000000.0,1.438305082e-09,15.2,13.3,-0.3466,-0.1152,-2.8853,-8.6814,-2.9799e-05,-2.3459e-05
21.0,9.3052,25.1708,,3.0,650000000.0,1.2891203674e-08,15.1,13.4,-0.39283,-0.11747,-2.5459,-8.5146,-9.3685e-05,-6.4143e-05
21.0,10.622,29.4985,,3.0,700000000.0,2.742545825e-23,15.0,13.4,-0.4446,-0.11984,-2.2492,-8.3443,2.9636e-12,4.3177e-12
21.0,11.9465,34.1838,,3.0,750000000.0,2.0331069161e-12,14.3,13.5,-0.5033,-0.1223,-1.9868,-8.1765,6.8819e-07,-1.2488e-06
21.0,13.266,39.312,,3.0,800000000.0,5.88973369e-09,13.0,13.5,-0.57072,-0.12477,-1.7522,-8.0159,-6.1391e-05,-4.6053e-05
21.0,14.5661,45.004,,3.0,850000000.0,3.7486769444e-12,11.8,13.5,-0.64935,-0.12712,-1.54,-7.8662,-9.0712e-07,1.7105e-06
21.0,15.8279,51.4637,,3.0,900000000.0,1.4921179325000003e-10,10.7,13.6,-0.7436,-0.12933,-1.3448,-7.7326,5.3915e-06,-1.0961e-05
21.0,17.0214,59.0447,,3.0,950000000.0,5.133867724099998e-10,9.7,13.6,-0.86121,-0.1312,-1.1612,-7.6221,-2.0912e-05,8.7221e-06
21.0,18.688,58.6204,,2.0,1000000000.0,0.9960747362000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,2.5001,4.8058,,2.0,200000000.0,75.40703911239999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,2.5001,4.8058,,2.0,250000000.0,16.6251793041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,2.5002,4.8059,,2.0,300000000.0,3.1795481029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,2.5001,4.8058,,2.0,350000000.0,0.2273394281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,2.5001,7.3431,,2.0,400000000.0,2.562023556e-05,11.6,9.7,-0.36745,-0.23193,-2.6966,-4.3474,0.004476,-0.0023634
29.0,3.8559,7.6484,,3.0,450000000.0,2.244707950761e-12,11.6,9.8,-0.22357,-0.14827,-4.4729,-6.7446,-6.0819e-08,-1.497e-06
29.0,4.7576,11.0332,,3.0,500000000.0,2.83813410949e-21,11.5,9.9,-0.258,-0.14656,-3.8759,-6.8231,-5.3253e-11,1.5007e-12
29.0,5.7415,14.6198,,3.0,550000000.0,1.6847112101000004e-12,11.5,9.9,-0.29481,-0.14602,-3.3919,-6.8482,7.6399e-07,-1.0493e-06
29.0,6.7844,18.4409,,3.0,600000000.0,7.22569892e-14,11.4,10.0,-0.33501,-0.14624,-2.9849,-6.8379,-1.0384e-07,2.4794e-07
29.0,7.8703,22.5306,,3.0,650000000.0,2.67866432e-11,11.4,10.0,-0.3795,-0.14698,-2.635,-6.8036,2.9896e-06,-4.2248e-06
29.0,8.9848,26.9336,,3.0,700000000.0,4.623930194e-11,11.3,10.1,-0.42935,-0.14807,-2.3291,-6.754,3.8665e-06,-5.5937e-06
29.0,10.1149,31.7113,,3.0,750000000.0,1.3405943851600001e-19,11.3,10.1,-0.4859,-0.14934,-2.05799,-6.6957,4.2554e-11,3.6366e-10
29.0,11.2466,36.9524,,3.0,800000000.0,3.2410701440000004e-11,11.2,10.2,-0.55103,-0.15073,-1.8148,-6.6343,3.14e-06,-4.7488e-06
29.0,12.3637,42.7923,,3.0,850000000.0,2.0369527930000001e-19,11.2,10.2,-0.62754,-0.15209,-1.5935,-6.5748,4.1732e-10,1.7187e-10
29.0,13.4441,49.4478,,3.0,900000000.0,6.28732308769e-13,11.2,10.2,-0.71997,-0.1533,-1.3889,-6.5233,-7.9286e-07,1.0263e-08
29.0,14.4545,57.3141,,3.0,950000000.0,1.7175900089e-18,10.2,10.2,-0.83673,-0.15414,-1.1951,-6.4875,-6.1067e-10,1.1596e-09
29.0,17.5054,53.422,,2.0,1000000000.0,0.9262922509000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,2.5001,4.8058,,2.0,200000000.0,87.29114499250001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,2.5002,4.8058,,2.0,250000000.0,19.7721622516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,2.5001,4.8058,,2.0,300000000.0,4.0694774949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,2.5001,4.8058,,2.0,350000000.0,0.4056359138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,2.5146,6.3299,,2.0,400000000.0,1.349254696e-19,10.6,8.9,-0.36777,-0.25924,-2.719,-3.8575,-3.067e-10,2.0214e-10
32.0,3.8627,6.4779,,3.0,450000000.0,9.453392419999999e-28,10.6,9.0,-0.21937,-0.16575,-4.5584,-6.0333,-2.7239e-14,1.4261e-14
32.0,4.6461,9.9141,,3.0,500000000.0,5.2374044196e-18,10.5,9.0,-0.25504,-0.16213,-3.921,-6.1679,-2.2479e-09,4.2936e-10
